DESCRIPCION PRINCIPIO ACTIVO,NOMBRE GENERICO,PRESENTACION,FABRICANTE
ZOLEDRONICO,ZOCLAST,LIQUIDO/SOLIDO,PROCAPS
ZOLEDRONICO, ZOLEDRONICO,LIQUIDO/SOLIDO,COMERCIAL MEDICA
ZOLEDRONICO,ZOBONE,LIQUIDO/SOLIDO,SUN PHARMACEUTICAL
ZOLEDRONICO,ZOFREX,LIQUIDO/SOLIDO,UQUIFA
ZOLEDRONICO,CENOZOIC,LIQUIDO/SOLIDO,PISA
ZOLEDRONICO, ZOLEDRONICO,LIQUIDO/SOLIDO,BLAU
ZOLEDRONICO, ZOLEDRONICO,LIQUIDO/SOLIDO,UNIPHARM
ZOLEDRONICO, ZOLEDRONICO,LIQUIDO/SOLIDO,VENUS
ZOLEDRONICO,ZIDOLAMIN,LIQUIDO/SOLIDO,CHALVER
ZOLEDRONICO,ACLASTA,LIQUIDO/SOLIDO,NOVARTIS
ZOLEDRONICO,ZIDRONIC,LIQUIDO/SOLIDO,CHALVER
INMUNOGLOBULINA,BLAUIMUNO,LIQUIDO/SOLIDO,BLAU
INMUNOGLOBULINA,CLAIRYG,LIQUIDO/SOLIDO,LFB
INMUNOGLOBULINA,ENDOBULIN,LIQUIDO/SOLIDO,BAXTER
INMUNOGLOBULINA,FLEBOGAMMA,LIQUIDO/SOLIDO,GRIFOLS
INMUNOGLOBULINA,GAMIMUNE-N,LIQUIDO/SOLIDO,TALECRIS
INMUNOGLOBULINA,GAMMA-VENIN,LIQUIDO/SOLIDO,CSL
INMUNOGLOBULINA,GAMMA VENIN,LIQUIDO/SOLIDO,CSL
INMUNOGLOBULINA,GAMMARAAS,LIQUIDO/SOLIDO,RARE ANTIBODY ANTIGEN SUPPLY
INMUNOGLOBULINA,GAMMONATIV,LIQUIDO/SOLIDO,PHARMACIA INTER AMERICAN
ALPROSTADIL,ALPROSTADIL,LIQUIDO/SOLIDO,HUMAX
ALPROSTADIL,DALVEOL,LIQUIDO/SOLIDO,CLOSTER PHARMA
ALPROSTADIL,CARDIOBRON,LIQUIDO/SOLIDO,LABORATORIO INTERNACIONAL ARGENTINO
ALPROSTADIL,ALNOVADIL,LIQUIDO/SOLIDO,HUMAX
LEVONORGESTREL,JADELLE,LIQUIDO/SOLIDO,BAYER
LEVONORGESTREL,JAYDESS,SOLIDO,BAYER
DOCETAXEL,ONCODOCEL,LIQUIDO/SOLIDO,FARMACEUTICA PARAGUAYA
DOCETAXEL,DOCETAXEL,LIQUIDO/SOLIDO,DINAFARMA
DOCETAXEL,DOCETAXE,LIQUIDO/SOLIDO,DINAFARMA
DOCETAXEL,SOULAXIN,LIQUIDO/SOLIDO,PISA
DOCETAXEL,DOCETAXEL,LIQUIDO/SOLIDO,UNIPHARM
DOCETAXEL,DOCETAXEL,LIQUIDO/SOLIDO,FRESENIUS
DOCETAXEL,TAXESPIRA,LIQUIDO/SOLIDO,PFIZER
DOCETAXEL,DOCETAXEL,LIQUIDO/SOLIDO,ROPSOHN
DOCETAXEL,DOCETAXEL,LIQUIDO/SOLIDO,VENUS
DOCETAXEL,DOCETAXEL,LIQUIDO/SOLIDO,BLAU
DOCETAXEL,DOCETAXEL,LIQUIDO/SOLIDO,LIBRA
DOCETAXEL,ONCOTAXEL,LIQUIDO/SOLIDO,BIOTOSCANA
DOCETAXEL,TAXOTERE,LIQUIDO/SOLIDO,SANOFI AVENTIS
DIENOGEST,DADU,SOLIDO,SYNTHESIS
DIENOGEST,JEX,SOLIDO,SYNTHESIS
DIENOGEST,RUBI,SOLIDO,GADOR
DIENOGEST,BELLANEW,SOLIDO,LAFRANCOL
DIENOGEST,VELBIENNE,SOLIDO,EXELTIS
DIENOGEST,ABLDIEVAL,SOLIDO,ANDROMACO
CEFUROXIME,BINOXIM,SOLIDO,AUROBINDO
CEFUROXIME,CEFUROXIMA,SOLIDO,ALKEM
ESTRIOL,OVESTIN,SOLIDO,ASPEN
ESTRIOL,ESTEINE,SOLIDO,LAFRANCOL
EXENATIDA,BYETTA,LIQUIDO/SOLIDO,ASTRAZENECA
FENOFIBRATO, FENOFIBRICO,SOLIDO,MK
FENOFIBRATO,NORMOLIP  NF,SOLIDO,SYNTHESIS
FENOFIBRATO,TRILIPIX,SOLIDO,LAFRANCOL
METFORMINA,METGLITAL,SOLIDO,SILANES
METFORMINA,AMARYL M,SOLIDO,SANOFI AVENTIS
METFORMINA,ILET B,SOLIDO,MSN LABORATORIES PRIVATE
METFORMINA,METGLITAL LEX,SOLIDO,SILANES
METFORMINA,AMARYL M SR,SOLIDO,SANOFI AVENTIS
BOSENTAN,BOSENTAN,SOLIDO,SANOFI AVENTIS
BOSENTAN,FILIPIKA,SOLIDO,PISA
BOSENTAN,PUROSENTAN,SOLIDO,VANTAGE GLOBAL
BOSENTAN,PULMONELL,SOLIDO,THE LABS
BOSENTAN,BONTELIN,SOLIDO,PROCAPS
BOSENTAN,PAGLIX,SOLIDO,SCANDINAVIA PHARMA
BOSENTAN,BOLYSTON,SOLIDO,AMAREY NOVAMEDICAL
BOSENTAN,TENSIOPRIL,SOLIDO,CHALVER
BOSENTAN,BOSENTAN,SOLIDO,SANDOZ
BOSENTAN,MONOTAN,SOLIDO,NISSI
BOSENTAN,SAFEBO,SOLIDO,MSN LABORATORIES PRIVATE
BOSENTAN,BOSENTAS,SOLIDO,CIPLA
BOSENTAN,BOSENTAN,SOLIDO,CLINICOS Y HOSPITALARIOS DE COLOMBIA
BOSENTAN,TABOSEN,SOLIDO,XINETIX PHARMA
PACLITAXEL,TAXELA,LIQUIDO/SOLIDO,HETERO
PACLITAXEL,YUTAXAN,LIQUIDO/SOLIDO,AL PHARMA
PACLITAXEL,OFOXEL,LIQUIDO/SOLIDO,PISA
PACLITAXEL,TAXOCRIS,LIQUIDO/SOLIDO,LKM
PACLITAXEL,PAXIRA,LIQUIDO/SOLIDO,HOSPIRA
PACLITAXEL,PACLITAXEL,LIQUIDO/SOLIDO,ROPSOHN
PACLITAXEL,PACLITAXEL,LIQUIDO/SOLIDO,UNIPHARM
PACLITAXEL,PACLITAXEL,LIQUIDO/SOLIDO,VENUS
PACLITAXEL,PACLITAXEL,LIQUIDO/SOLIDO,MEDIMEX
PACLITAXEL,PACLITAXEL,LIQUIDO/SOLIDO,DINAFARMA
PACLITAXEL,PACLITAXEL,LIQUIDO/SOLIDO,FRESENIUS
PACLITAXEL,PACLITAXEL,LIQUIDO/SOLIDO,BLAU
PACLITAXEL,ALZENE,LIQUIDO/SOLIDO,TUTEUR
PACLITAXEL,PACLITAXEL,LIQUIDO/SOLIDO,LIBRA
PACLITAXEL,PAREXEL,LIQUIDO/SOLIDO,FARMACEUTICA PARAGUAYA
SALMETEROL,SIBET,SEMISOLIDO,GLENMARK
SALMETEROL,SIBET,LIQUIDO,GLENMARK
SALMETEROL,SEROHALE,LIQUIDO,CIPLA
SALMETEROL,FLUAMAR,LIQUIDO,BIOTOSCANA
SALMETEROL,PULMETERO,LIQUIDO,HETERO
SALMETEROL,SEROHALE 125 SYNCHROBREATHE SB,LIQUIDO,CIPLA
SALMETEROL,SEROHALE 250 SYNCHROBREATHE SB,LIQUIDO,CIPLA
SALMETEROL,SEROHALE CIPHALER,SOLIDO,CIPLA
SALMETEROL,SEROHALE CAPSUBRRISS 100,SOLIDO,CIPLA
SALMETEROL,SERECORFORTE DPI,SOLIDO,NOVAMED
SALMETEROL,SERECOR,SOLIDO,NOVAMED
SALMETEROL,ACTIONFLU,SOLIDO,EXELTIS
SALMETEROL,SHEROHALE,SOLIDO,CIPLA
SALMETEROL,SERECOR FORTE DPI,SOLIDO,NOVAMED
SALMETEROL,AIRFLUSAL FORSPIRO,SOLIDO,SANDOZ
FACTOR,AIMAFIX,LIQUIDO/SOLIDO,KEDRION
FACTOR,REFIXIA,LIQUIDO/SOLIDO,NOVO NORDISK
FACTOR,ALPHANINE,LIQUIDO/SOLIDO,GRIFOLS BIOLOGICALS
FACTOR,OCTANINE F,LIQUIDO/SOLIDO,OCTAPHARMA
FACTOR,OCTANINE,LIQUIDO/SOLIDO,OCTAPHARMA
FACTOR,ALPROLIX,LIQUIDO/SOLIDO,SANOFI AVENTIS
FACTOR,RIXUBIS,LIQUIDO/SOLIDO,BAXALTA
FACTOR,EMOCLOT,LIQUIDO/SOLIDO,KEDRION
FACTOR,KOATE,LIQUIDO/SOLIDO,GRIFOLS THERAPEUTICS
FACTOR,BERIATE,LIQUIDO/SOLIDO,CSL
FACTOR,HAEMOCTIN,LIQUIDO/SOLIDO,BIOTEST
FACTOR,GREEN,LIQUIDO/SOLIDO,GREEN CROSS
FACTOR,FACTANE,LIQUIDO/SOLIDO,LFB
FACTOR,OCTANATE,LIQUIDO/SOLIDO,OCTAPHARMA
FACTOR,KOGENATE,LIQUIDO/SOLIDO,BAYER
FACTOR,ELOCTATE,LIQUIDO/SOLIDO,SANOFI AVENTIS
FACTOR,KOVALTRY,LIQUIDO/SOLIDO,BAYER
FACTOR,ADYNOVATE,LIQUIDO/SOLIDO,BAXALTA
FACTOR,NUWIQ,LIQUIDO/SOLIDO,OCTAPHARMA
FACTOR,XYNTHA,LIQUIDO/SOLIDO,PFIZER
FACTOR,RECOMBINATE FACTOR ANTIHEMOFILICO,LIQUIDO/SOLIDO,BAXALTA
FACTOR,RECOMBINATE,LIQUIDO/SOLIDO,BAXALTA
FACTOR,ADVATE,LIQUIDO/SOLIDO,BAXALTA
AMLODIPINO,NATRIXAM,SOLIDO,LES LABORATOIRES SERVIER
ANFOTERICINA,AMFOTERICINA,LIQUIDO/SOLIDO,VITALIS
ANFOTERICINA,PHOSOME B,LIQUIDO/SOLIDO,CIPLA
ANTIGENOS,PREVENAR,LIQUIDO/SOLIDO,PFIZER
FOSFOMICINA,SOLUFOS,SOLIDO,PHARMALAB
LANSOPRAZOL,LANSOPEP,SOLIDO,PROCAPS
LANSOPRAZOL,LANPRAZ,SOLIDO,SCANDINAVIA PHARMA
LANSOPRAZOL,LOPRAL,SOLIDO,SCANDINAVIA PHARMA
LANSOPRAZOL,LANSOPRAZOL,SOLIDO,TECNOQUIMICAS
LANSOPRAZOL,DIZMOPRAZ,SOLIDO,BIOQUIFAR
LANSOPRAZOL,LANZOR,SOLIDO,NOVAMED
LANSOPRAZOL,MONOLITUM,SOLIDO,FAES FARMA
LANSOPRAZOL,LACOPEN,SOLIDO,PATMAR
LANSOPRAZOL,LANSOPRAZOL,SOLIDO,AMERICAN GENERICS
LANSOPRAZOL,LANSOPRAZOL,SOLIDO,COLMED
LANSOPRAZOL,REFLUYET,SOLIDO,PROCAPS
LANSOPRAZOL,LANSOPRAZOL,SOLIDO,LA SANTE
LANSOPRAZOL,UCEPRAZOL,SOLIDO,COOPIDROGAS
LANSOPRAZOL,LANSOPRAZOL,SOLIDO,GENFAR
OMEPRAZOL,NASIDEN,SOLIDO,MINTLAB
TRANDOLAPRIL,TARKA,SOLIDO,LAFRANCOL
VERAPAMILO,VERAPAMILO,SOLIDO,LEGRAND
VERAPAMILO,VERATAD,SOLIDO,SYNTHESIS
TERIPARATIDA,TERROSA,LIQUIDO/SOLIDO,GEDEON RICHTER
BEVACIZUMAB,ABXEDA,LIQUIDO/SOLIDO,LAFRANCOL
RITUXIMAB,TRUXIMA,LIQUIDO/SOLIDO,CELLTRION
DOXORUBICINA,SENFRENDA,LIQUIDO/SOLIDO,VEROS HEALTH
INTERFERON,BETAFERON,1B 0250MG/1U,INYECTABLE X 15
ABIRATERONA,ABIRAND,SOLIDO,MSN LABORATORIES PRIVATE
COLISTIMETATO,COLIJECT,LIQUIDO/SOLIDO,ASPIRO PHARMA
ENTECAVIR,ENTECAVIR,SOLIDO,FARMATECH
ANTICONCEPTIVO,EMERGYN,SOLIDO,PAULY
ANTICONCEPTIVO,SEGURET,SOLIDO,HEALTH AND LIVE
ANTICONCEPTIVO,POST 2D,SOLIDO,EXELTIS
ANTICONCEPTIVO,ONIVE,SOLIDO,PROFAMILIA
ANTICONCEPTIVO,POSTCOID,SOLIDO,GIMED
DIOSMIN,VENACUR,SOLIDO,BIOCHEM
PIRFENIDONA,ESBRIET,SOLIDO,ROCHE
HIALURONICO,HUMYLUB OFTENO,LIQUIDO,SOPHIA
DIAZOXIDO,DIAZOXIUS,LIQUIDO,VESALIUS
DIOSMINA,DIOSMINA,SOLIDO,TECNOQUIMICAS
EMTRICITABINA,TOLAK,SOLIDO,LEGRAND
FENILBUTIRATO,PHEBURANE,SOLIDO,LUCANE
GLUCOSAMINA,MOVIFLEX,SOLIDO,LAFRANCOL
TELMISARTAN,CARDIOCAP A,SOLIDO,LEGRAND
VALSARTAN,GARMISCH,SOLIDO,ROWE
VALSARTAN,GARMISCH DUOVAL,SOLIDO,ROWE
VALSARTAN,VALSARTAN AMLODIPINO,SOLIDO,TECNOQUIMICAS
VENETOCLAX,VENCLEXTA,SOLIDO,ABBVIE
RITUXIMAB,RIXATHON10MG/ML,LIQUIDO/SOLIDO,SANDOZ
OXALIPLATINO,AL,LIQUIDO/SOLIDO,AL PHARMA
INMUNOGLOBULINA,PENTAGLOBIN,LIQUIDO/SOLIDO,BIOTEST
LEVONORGESTREL,SINOIMPLANT,LIQUIDO/SOLIDO,LAFRANCOL
DIENOGEST,SEGUFEM MINI,SOLIDO,LAFRANCOL
DIENOGEST,SEGUFEM,SOLIDO,LAFRANCOL
FACTOR,JIVI,LIQUIDO/SOLIDO,BAYER
FACTOR,NOVOEIGHT,LIQUIDO/SOLIDO,NOVO NORDISK
INMUNOGLOBULINA,CUVITRU,LIQUIDO/SOLIDO,BAXALTA
INMUNOGLOBULINA,GAMMANORM,LIQUIDO/SOLIDO,OCTAPHARMA
INMUNOGLOBULINA,HIZENTRA,LIQUIDO/SOLIDO,CSL
GADOTERICO,CLARISCAN,LIQUIDO/SOLIDO,GE HEALTHCARE SAS
DIAZOXIDO,AZOXID,LIQUIDO,HB HUMAN BIOSCIENCE
VERAPAMILO,VERAPAMILO,SOLIDO,ECAR
ALPROSTADIL,CAVERJECT,LIQUIDO/SOLIDO,PHARMACIA CORPORATION DE VENEZUELA
FENOFIBRATO,PROMERAL,SOLIDO,SYNTHESIS
LANSOPRAZOL,NEUTRON,SOLIDO,CALIFORNIA
LANSOPRAZOL,LANPROTON,SOLIDO,PAULY
VERAPAMILO,VERAPAMILO,SOLIDO,LAKOR
VERAPAMILO,VERAPAMILO,SOLIDO,LABINCO
VERAPAMILO,PRESINIL RETARD,SOLIDO,BIOCHEM
ACICLOVIR,LIROMEX,LIQUIDO/SOLIDO,PATMAR
DOXORUBICINA,ADRIBLASTINA,LIQUIDO/SOLIDO,PFIZER
MEDROXIPROGESTERONA,CYCLOFEMINA,LIQUIDO/SOLIDO,PAULY
GONADOTROPINA,HUMEGON,LIQUIDO/SOLIDO,ORGANON
VERAPAMILO,VERAPAMILO,SOLIDO,FOGENSA
SOMATROPINA,HUMATROPE,SOLIDO,ELI LILLY
INTERFERON,REBIF,LIQUIDO/SOLIDO,SERONO
GANCICLOVIR,CYTOVIR,LIQUIDO/SOLIDO,BIOGEN
VERAPAMILO,VERAPAMILO,SOLIDO,BOEHRINGER
PERINDOPRIL,PRETERAX,SOLIDO,SERVIER
PERINDOPRIL,BI PRETERAX,SOLIDO,SERVIER
FACTOR,KONYNE,LIQUIDO/SOLIDO,BAYER
DOXORUBICINA,DOXORUBIN,LIQUIDO/SOLIDO,PHARMACHEMIE
CIPROTERONA,CIPROTERONA,SOLIDO,FILAXIS
LANSOPRAZOL,GASTRAZOL,SOLIDO,LETI
CELECOXIB,CICLOXX,SOLIDO,FARMACOL
ITRACONAZOL,TINIGEL,SOLIDO,PROCAPS
CEFUROXIME,CEFUROXIMA,LIQUIDO/SOLIDO,ALVARO ANTONIO VELASQUEZ CABALLERO
METILFENIDATO,RITALINA SR,SOLIDO,NOVARTIS
SOMATROPINA,SAIZEN,SOLIDO,MERCK
SOMATROPINA,SAIZEN,SOLIDO,SERONO
TELMISARTAN,PRITORAL,SOLIDO,BOEHRINGER
DEFLAZACORT,LANTADIN,SOLIDO,SANOFI AVENTIS
INMUNOGLOBULINA,WINRHO,LIQUIDO/SOLIDO,AMAREY NOVAMEDICAL
CELECOXIB,THRITEX,SOLIDO,GRUFARMA
CELECOXIB,,,
IRBESARTAN,COAVAPRO,SOLIDO,BRISTOL MYERS SQUIBB
FACTOR,BENEFIX,LIQUIDO/SOLIDO,WYETH
CELECOXIB,SCHULLO,SOLIDO,PROCAPS
VERAPAMILO,CRONOVERA,SOLIDO,GD SEARLE
RALOXIFENO,OSTEOCLAX,SOLIDO,TECNOQUIMICAS
FOLITROPIN,GONAL F,LIQUIDO/SOLIDO,MERCK
MERCAPTOPURINA,MERCAPTOPURINE,SOLIDO,AL PHARMA
BUSULFAN,BUSULFAN,SOLIDO,KOREA UNITED PHARM
CICLOSPORINA,IMUSPORIN,SOLIDO,CIPLA
RALOXIFENO,MAXENO,SOLIDO,GYNOPHARM
ERITROPOYETINA,EPOMAX,SOLIDO,ELANEX PHARMA
VENLAFAXINA,EFEXOR,SOLIDO,WYETH
DIOSMIN,VENACUR,SOLIDO,GEYMONAT
MITOXANTRONA,NEOTALEM,LIQUIDO/SOLIDO,LEMERY
GESTODENO,MINULET,SOLIDO,PFIZER
LEVONORGESTREL,NORAL,SOLIDO,WYETH
DOXORUBICINA,SELBEX,LIQUIDO/SOLIDO,BIOGEN
VALPROICO,VALPRON,SOLIDO,FARMA
DALTEPARINA,TROPARIN,LIQUIDO/SOLIDO,SANDOZ
DOCETAXEL,ADENEXINYECTABLE,LIQUIDO/SOLIDO,BIOGEN
DOCETAXEL,ADENEX,LIQUIDO/SOLIDO,BIOGEN
VENLAFAXINA,HANXINEX,SOLIDO,GRUFARMA
GESTODENO,MINESSE,SOLIDO,PFIZER
BACLOFENO,BACLOFEN,SOLIDO,POLPHARMA
ERITROPOYETINA,EPREX,SOLIDO,JANSSEN
TRIMETAZIDINA,VASTAREL,SOLIDO,SERVIER
FOLITROPIN,GONAL F,LIQUIDO/SOLIDO,SERONO
PACLITAXEL,DASEN,LIQUIDO/SOLIDO,BIOGEN
RISEDRONICO,ACTONEL,SOLIDO,AVENTIS
LANSOPRAZOL,LANCID,SOLIDO,PHARMARKETING
MIRTAZAPINA,REMERON,SOLIDO,ORGANON
SOMATROPINA,SEROSTIM,SOLIDO,SERONO
CANDESARTAN,NORMAPRES,SOLIDO,GRUFARMA
LANSOPRAZOL,CIPLAZOPRAS,SOLIDO,CIPLA
ORLISTAT,XEGNAL,SOLIDO,PAULY
ERITROPOYETINA,RECORMON,SOLIDO,ROCHE
CANDESARTAN,CANDERTAN,SOLIDO,FARMA
LINEZOLID,ZYVOXID,SOLIDO,PHARMACIA UPJOHN
HIDROSMIN,VENOSMIL,SOLIDO,FAES FARMA
CELECOXIB,CELECOX,SOLIDO,AMERICAN GENERICS
CELECOXIB,CICLOXX,SOLIDO,TAKEDA
SOMATOSTATINA,SOMATOSTATIN,LIQUIDO/SOLIDO,UCB
CELECOXIB,CELECOXIB,SOLIDO,PENTACOOP
PACLITAXEL,TEVAPACLI,LIQUIDO/SOLIDO,LEMERY
CITARABINA,LARACIT,LIQUIDO/SOLIDO,LEMERY
CELECOXIB,CELECOXIB,SOLIDO,AMERICAN GENERICS
PACLITAXEL,PRAXEL,LIQUIDO/SOLIDO,LEMERY
ERITROPOYETINA,ERITROPOYETINA,SOLIDO,NUBENCO
CELECOXIB,MIODAR,SOLIDO,GARMISCH
FLUTAMIDA,PROSTADIREX,SOLIDO,SANOFI AVENTIS
ANTITIMOCITO,TECELAC,LIQUIDO/SOLIDO,BIOTEST
VENLAFAXINA,EXER,SOLIDO,BUSSIE
CELECOXIB,DILOX,SOLIDO,NOVAMED
INMUNOGLOBULINA,IG VENA,LIQUIDO/SOLIDO,KEDRION
VALPROICO,VALCOTE,SOLIDO,ABBOTT
CARBAMAZEPINA,CARBAMAZEPINA RETARD,SOLIDO,SANOFI AVENTIS
CELECOXIB,ARTROXIL,SOLIDO,MK
TIROFIBAN,,LIQUIDO/SOLIDO,MERCK
TOLTERODINA,DETRUSITOL SR,SOLIDO,PHARMACIA UPJOHN
ERITROPOYETINA,ERITINA,SOLIDO,DONG A
FILGRASTIM,LEUCOSOS,LIQUIDO/SOLIDO,DONG A
SOMATROPINA,HORMONA DE CRECIMIENTO HUMANA,SOLIDO,DONG A
INMUNOGLOBULINA,INMUNOGLOBINA HUMANA,LIQUIDO/SOLIDO,MEDICUBA
GONADOTROPINA,GONADOTROFINA MENOPAUSICAHUMANA INYECTABLELIOFILIZADA75 U.I.,LIQUIDO/SOLIDO,MASSONE
DOCETAXEL,DOCETAXEL,LIQUIDO/SOLIDO,RICHMOND
ORLISTAT,ORISTAL,SOLIDO,TAKEDA
DEFLAZACORT,DEFLACORT,SOLIDO,GALENO QUIMICA
EFAVIRENZ,EFARVID,SOLIDO,PATMAR
RALOXIFENO,OSEOFORT,SOLIDO,GRUFARMA
LANSOPRAZOL,BONKER,SOLIDO,ECZACIBASI LLAC SANAYI
VERAPAMILO,VERAPAMILO,SOLIDO,LAPROFF
PARECOXIB,BEXTRA,LIQUIDO/SOLIDO,GD SEARLE
ITRACONAZOL,ITRACONAZOL,SOLIDO,OPHALAC
HIALURONICO,GO-ON,LIQUIDO/SOLIDO,ROTTAPHARM
TELMISARTAN,MICARDIS PLUS,SOLIDO,BOEHRINGER
CLOPIDOGREL,TISTEN,SOLIDO,FARMA
DOMPERIDONA,DIGESPAR,SOLIDO,NOVAMED
EFAVIRENZ,EFAVIRENZ,SOLIDO,GENES
EFAVIRENZ,EFAVIRENZ,SOLIDO,FOGENSA
METILFENIDATO,RITALINA LA,SOLIDO,NOVARTIS
ERITROPOYETINA,ERITROPOYETINA,SOLIDO,CENTRO DE INMUNOLOGIA MOLECULAR
HIALURONICO,CONDROX S,LIQUIDO/SOLIDO,GALENO QUIMICA
EFAVIRENZ,EFAVIRENZ,SOLIDO,COLPHARMA
CLOPIDOGREL,FLUSAN,SOLIDO,TAKEDA
VALSARTAN,ANGIOVAN,SOLIDO,TECNOQUIMICAS
MERCAPTOPURINA,EMPURINE,SOLIDO,BIOGEN
CLOPIDOGREL,TEROTROM,SOLIDO,GRUFARMA
FLUVOXAMINA,UVOXIL,SOLIDO,GRUFARMA
CANDESARTAN,CANDESARTAN,SOLIDO,WINTHROP
LEUPRORELINA,ACETATO DE LEUPROLIDA,LIQUIDO/SOLIDO,NOVARTIS
LEUPRORELINA,ACETATO DE LEUPROLIDA,LIQUIDO/SOLIDO,SANDOZ
EFAVIRENZ,VIRZEN,SOLIDO,GRUFARMA
MOXIFLOXACINA,MOXIFLOXACINO,SOLIDO,AMERICAN GENERICS
OXALIPLATINO,OXERIN,LIQUIDO/SOLIDO,TUTEUR
DOXORUBICINA,DOLNIX,LIQUIDO/SOLIDO,TUTEUR
VINORELBINA,ZINAVIN,LIQUIDO/SOLIDO,TUTEUR
CLOPIDOGREL,CLOPIVAS,SOLIDO,BIOTOSCANA
DOCETAXEL,DOCETAXEL SANDOZ,LIQUIDO/SOLIDO,SANDOZ
VALPROICO, VALPROICO,SOLIDO,MERCK
CEFUROXIME,CEFUROXIMA,LIQUIDO/SOLIDO,GENFAR
LANSOPRAZOL,ANSIPRAZOL,SOLIDO,MED LINE
OXIBUTININA,LYRINEL,SOLIDO,JANSSEN
MONTELUKAST,PROFILAX,SOLIDO,GALENO QUIMICA
FACTOR,MONARC M,LIQUIDO/SOLIDO,AMERICAN RED CROSS
DOXORUBICINA,ADRIBLASTINA,LIQUIDO/SOLIDO,PHARMACIA UPJOHN
DOXORUBICINA,ADRIBLASTINA,LIQUIDO/SOLIDO,PHARMACIA INTER AMERICAN
RITONAVIR,VIRTINA,SOLIDO,GRUFARMA
ORLISTAT,FLACOXX,SOLIDO,GRUFARMA
INMUNOGLOBULINA,PARTOBULIN,LIQUIDO/SOLIDO,BAXTER
VALSARTAN,VALSAPREX,SOLIDO,MEGA LABS
PACLITAXEL,PLACLITAX,LIQUIDO/SOLIDO,BIOTOSCANA
OXALIPLATINO,OXALIPLATINO SANDOZ,LIQUIDO/SOLIDO,SANDOZ
VINORELBINA,VINORELBINA SANDOZ,LIQUIDO/SOLIDO,SANDOZ
VINORELBINA,VINORELBINA SANDOX,LIQUIDO/SOLIDO,LABINCA
IRINOTECAN,LINATECAN,LIQUIDO/SOLIDO,ASOFARMA
MITOMICINA,RIPTAM,LIQUIDO/SOLIDO,FARMACEUTICA PARAGUAYA
INMUNOGLOBULINA,MICRHOGAM,LIQUIDO/SOLIDO,ORTHO
INMUNOGLOBULINA,INMUNOGLOBULINA G,LIQUIDO/SOLIDO,MEDICUBA
INMUNOGLOBULINA,INMUNOGLOBULINA HUMANA,LIQUIDO/SOLIDO,MEDICUBA
INMUNOGLOBULINA,INMUNOGLOBULINA HUMANA HEPATITIS B,LIQUIDO/SOLIDO,GREEN CROSS
VERAPAMILO,VERAPAMILO,SOLIDO,AMERICAN GENERICS
MITOMICINA,MINAZOL,LIQUIDO/SOLIDO,TUTEUR
CELECOXIB,CELECOXIB,SOLIDO,PROCAPS
ARIPIPRAZOL,ABILIFY,SOLIDO,BRISTOL MYERS SQUIBB
HIALURONICO,LUBRIFLEX,LIQUIDO/SOLIDO,PROCAPS
GABAPENTIN,GABAPENTIN,SOLIDO,MEPRO
GABAPENTIN,NEUROGABIN,SOLIDO,MERCK
CELECOXIB,CELECOXIB,SOLIDO,OPHALAC
TOLTERODINA,URIONE,SOLIDO,GRUFARMA
CICLOSPORINA,BIOSPORIN,SOLIDO,BIOTOSCANA
VENLAFAXINA,SESAREN,SOLIDO,ROEMMERS
VERAPAMILO,VERAPAMILO,SOLIDO,GRUFARMA
CIPROTERONA,FACETIX,SOLIDO,PROCAPS
CITARABINA,ARACYTIN,LIQUIDO/SOLIDO,PFIZER
CLOPIDOGREL,CARDIOGREL,SOLIDO,NEVOX
INMUNOGLOBULINA,INTRAGLOBIN-F,LIQUIDO/SOLIDO,BIOTEST
INMUNOGLOBULINA,INTRATECT,LIQUIDO/SOLIDO,BIOTEST
INMUNOGLOBULINA,ISIVEN,LIQUIDO/SOLIDO,KEDRION
VERAPAMILO,VERAPAX,SOLIDO,LABINCO
OXALIPLATINO,OXALIPLATINO,LIQUIDO/SOLIDO,FILAXIS
EFAVIRENZ,EFAVIRENZ,SOLIDO,RANBAXY
LEVONORGESTREL,ALESSE,SOLIDO,WYETH
OXIBUTININA,NEFRYL,SOLIDO,BAGO
CLOPIDOGREL,CLOPIDOGREL,SOLIDO,OPHALAC
CLOPIDOGREL,TIPLAC,SOLIDO,BUSSIE
DONEPEZIL,DONEPECILO,SOLIDO,PROCAPS
PARECOXIB,VALDYNE,LIQUIDO/SOLIDO,PFIZER
DOXORUBICINA,DOXORRUBICINA,LIQUIDO/SOLIDO,NOVAMED
DOXORUBICINA,,,
VERAPAMILO,VERAPAMILO,SOLIDO,UQUIFA
CELECOXIB,CELECOXIB,SOLIDO,RICHMOND
METILPREDNISOLONA,METHYLPREDNISOLONE,LIQUIDO/SOLIDO,TEVA
MEROPENEM,MEROPENEM,LIQUIDO/SOLIDO,NORTHIA
IRBESARTAN,IRBEPREX,SOLIDO,GARMISCH
IRBESARTAN,IRBEPREX H,SOLIDO,GARMISCH
RALOXIFENO,RALOXIFENO,SOLIDO,LA SANTE
MIRTAZAPINA,GYNOPHARM,SOLIDO,SYNTHESIS
VENLAFAXINA,VENLAFAXINA,SOLIDO,PROCAPS
LABETALOL,LABETALOL,LIQUIDO/SOLIDO,AMA
GONADOTROPINA,MERIONAL,LIQUIDO/SOLIDO,FECUNDAR
LEUPRORELINA,RELISER,LIQUIDO/SOLIDO,CHALVER
