NOMBRE DEL PRODUCTO FARMACEUTICO,TIPO DE FARMACO,NOMBRE DEL LABORATORIO OFERTANTE,PRINCIPIO ACTIVO O ASOCIACION DE PRINCIPIOS ACTIVOS,PRECIO VENTA CON IVA_EUROS,TRATAMIENTO DE LARGA DURACION,MEDICAMENTO HUERFANO
ZOLPIDEM,GENERICO,AUROBINDO S.L.U,ZOLPIDEM,2.78,NO,NO
GLICLAZIDA,GENERICO,STADA S.L,GLICLAZIDA,5.59,SI,NO
TILIA,GENERICO,ARISTO PHARMA IBERIA S.L.,TIBOLONA,11.3,SI,NO
ESCITALOPRAM,GENERICO,ARISTO PHARMA IBERIA S.L.,ESCITALOPRAM,26.23,NO,NO
ESCITALOPRAM,GENERICO,ARISTO PHARMA IBERIA S.L.,ESCITALOPRAM,34.97,NO,NO
CLINDAMICINA,GENERICO,NORMON S.A.,CLINDAMICINA,2.87,NO,NO
CARMELOSA,ORIGINAL,STADA S.L,CARMELOSA,6.56,NO,NO
CELECOXIB,GENERICO,KRKA D.D. NOVO MESTO,CELECOXIB,22.28,NO,NO
EZETIMIBA,GENERICO,COMBIX S.L.U,EZETIMIBA,30.85,NO,NO
FINASTERIDA,GENERICO,BLUEFISH PHARMA S.L.U,FINASTERIDA,9.1,NO,NO
MEMANTINA,GENERICO,AUROVITAS SPAIN S.A.U,MEMANTINA,144.2,NO,NO
ALMOGRAN,ORIGINAL,EUROMEDICINES S.L,ALMOTRIPTAN,29.3,NO,NO
RIPTANAX,GENERICO,BLUEFISH PHARMA S.L.U,ALMOTRIPTAN,29.3,NO,NO
HIPROMELOSA,ORIGINAL,STADA S.L,HIPROMELOSA,5.93,NO,NO
BETAHISTINA,GENERICO,COMBIX S.L.U,BETAHISTINA,2.73,NO,NO
FLUTIFORM,ORIGINAL,MUNDIPHARMA PHARMACEUTICALS S.L.,FORMOTEROL,45.79,NO,NO
FLUTIFORM,ORIGINAL,MUNDIPHARMA PHARMACEUTICALS S.L.,FORMOTEROL,66.78,NO,NO
FLUTIFORM,ORIGINAL,MUNDIPHARMA PHARMACEUTICALS S.L.,FLUTICASONA,32.86,NO,NO
CEPARIDIN,GENERICO,ARAFARMA GROUP S.A,TRAMADOL,2.5,NO,NO
CEPARIDIN,GENERICO,ARAFARMA GROUP S.A,TRAMADOL,6.21,NO,NO
ABILIFY,ORIGINAL,OTSUKA PHARMACEUTICAL S.A.,ARIPIPRAZOL,315.49,NO,NO
BLUXAM,ORIGINAL,ESTEVE PHARMACEUTICALS S.A.,TRIAMCINOLONA,10.01,NO,NO
MOXIFLOXACINO,GENERICO,KERN PHARMA S.L.,MOXIFLOXACINO,13.58,NO,NO
MOXIFLOXACINO,GENERICO,KERN PHARMA S.L.,MOXIFLOXACINO,19.01,NO,NO
LEVETIRACETAM,GENERICO,ZENTIVA KS,LEVETIRACETAM,54.53,NO,NO
CECILIANA,GENERICO,SHIONOGI S.L.U.,ETINILESTRADIOLDIENOGEST,4.71,NO,NO
CECILIANA,GENERICO,SHIONOGI S.L.U.,ETINILESTRADIOLDIENOGEST,14.14,NO,NO
CECILIANA,GENERICO,SHIONOGI S.L.U.,DIENOGESTETINILESTRADIOL,4.71,NO,NO
AZITROMICINA,GENERICO,KERN PHARMA S.L.,AZITROMICINA,5.62,NO,NO
MEMANTINA,GENERICO,STADA S.L,MEMANTINA,144.2,NO,NO
METOCLOPRAMIDA,GENERICO,KERN PHARMA S.L.,METOCLOPRAMIDA,2.58,NO,NO
MEMANTINA,GENERICO,AUROVITAS SPAIN S.A.U,MEMANTINA,129.26,NO,NO
MEMANTINA,GENERICO,ZENTIVA KS,MEMANTINA,144.2,NO,NO
CELECOXIB,GENERICO,CINFA S.A.,CELECOXIB,22.28,NO,NO
AMLODIPINO,GENERICO,FAIRMED HEALTHCARE GMBH,AMLODIPINO,1.25,SI,NO
AMLODIPINO,GENERICO,FAIRMED HEALTHCARE GMBH,AMLODIPINO,2.5,SI,NO
DIENOGEST/ETINILESTRADIOL,GENERICO,CINFA S.A.,DIENOGESTETINILESTRADIOL,4.71,NO,NO
TRINOMIA,ORIGINAL,FERRER INTERNACIONAL S.A.,"RAMIPRIL,ATORVASTATINA",13.07,NO,NO
TRINOMIA,ORIGINAL,FERRER INTERNACIONAL S.A.,"RAMIPRIL,ATORVASTATINA",15.41,NO,NO
TRINOMIA,ORIGINAL,FERRER INTERNACIONAL S.A.,"RAMIPRIL,ATORVASTATINA",20.25,NO,NO
CELECOXIB,GENERICO,STADA S.L,CELECOXIB,22.28,NO,NO
CELECOXIB,GENERICO,COMBIX S.L.U,CELECOXIB,22.28,NO,NO
ALGI-MABO,ORIGINAL,MABO-FARMA S.A.,METAMIZOL,1.8,NO,NO
TRAZODONA,GENERICO,NORMON S.A.,TRAZODONA,3.17,NO,NO
TRAZODONA,GENERICO,NORMON S.A.,TRAZODONA,6.32,NO,NO
SEBIPROX,ORIGINAL,EUROMED PHARMA SPAIN S.L.,CICLOPIROX,12.57,NO,NO
PANTOPRAZOL,GENERICO,FRANCISCO DURBAN S.A.,PANTOPRAZOL,8.74,NO,NO
ESCITALOPRAM,GENERICO,STADA GENERICOS S.L,ESCITALOPRAM,8.74,NO,NO
ESCITALOPRAM,GENERICO,STADA GENERICOS S.L,ESCITALOPRAM,17.48,NO,NO
ESCITALOPRAM,GENERICO,STADA GENERICOS S.L,ESCITALOPRAM,13.11,NO,NO
ESCITALOPRAM,GENERICO,STADA GENERICOS S.L,ESCITALOPRAM,26.23,NO,NO
ESCITALOPRAM,GENERICO,STADA GENERICOS S.L,ESCITALOPRAM,34.97,NO,NO
DORZOLAMIDA/TIMOLOL,ORIGINAL,MEIJI PHARMA SPAIN S.A.,DORZOLAMIDA,12.11,NO,NO
RIVASTIGMINA,GENERICO,SANDOZ FARMACEUTICA S.A,RIVASTIGMINA,137.08,NO,NO
RIVASTIGMINA,GENERICO,SANDOZ FARMACEUTICA S.A,RIVASTIGMINA,33.19,NO,NO
RIVASTIGMINA,GENERICO,SANDOZ FARMACEUTICA S.A,RIVASTIGMINA,66.38,NO,NO
VESOMNI,ORIGINAL,ASTELLAS PHARMA S.A,TAMSULOSINA,30.07,NO,NO
DAFIRO,ORIGINAL,ESTEVE PHARMACEUTICALS S.A.,HIDROCLOROTIAZIDAVALSARTANAMLODIPINO,22.59,NO,NO
SERTRALINA,GENERICO,AUROVITAS SPAIN S.A.U,SERTRALINA,5.84,NO,NO
SERTRALINA,GENERICO,AUROVITAS SPAIN S.A.U,SERTRALINA,11.66,NO,NO
EPLERENONA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,EPLERENONA,26.68,NO,NO
EPLERENONA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,EPLERENONA,53.34,NO,NO
BRINTELLIX,ORIGINAL,LUNDBECK ESPANA S.A.,VORTIOXETINA,17.05,NO,NO
BRINTELLIX,ORIGINAL,LUNDBECK ESPANA S.A.,VORTIOXETINA,34.09,NO,NO
BRINTELLIX,ORIGINAL,LUNDBECK ESPANA S.A.,VORTIOXETINA,54.54,NO,NO
LOSARTAN,GENERICO,ALTER S.A.,LOSARTANHIDROCLOROTIAZIDA,5.84,NO,NO
LOSARTAN,GENERICO,ALTER S.A.,HIDROCLOROTIAZIDALOSARTAN,2.92,NO,NO
EXFORGE,ORIGINAL,NOVARTIS FARMACEUTICA S.A.,AMLODIPINO,22.59,NO,NO
MOXIFLOXACINO,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,MOXIFLOXACINO,13.58,NO,NO
MOXIFLOXACINO,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,MOXIFLOXACINO,19.01,NO,NO
ALMOTRIPTAN,GENERICO,TEVA PHARMA S.L.U,ALMOTRIPTAN,19.53,NO,NO
ALMOTRIPTAN,GENERICO,TEVA PHARMA S.L.U,ALMOTRIPTAN,29.3,NO,NO
ALMOTRIPTAN,GENERICO,RATIOPHARM ESPANA S.A.,ALMOTRIPTAN,29.3,NO,NO
ALMOTRIPTAN,GENERICO,CINFA S.A.,ALMOTRIPTAN,19.53,NO,NO
ALMOTRIPTAN,GENERICO,CINFA S.A.,ALMOTRIPTAN,29.3,NO,NO
CELECOXIB,GENERICO,NORMON S.A.,CELECOXIB,22.28,NO,NO
CELECOXIB,GENERICO,AMNEAL PHARMA SPAIN S.L.,CELECOXIB,22.28,NO,NO
LEVOFLOXACINO,GENERICO,BLUEFISH PHARMA S.L.U,LEVOFLOXACINO,26.23,NO,NO
BISOPROLOL,GENERICO,KRKA D.D. NOVO MESTO,BISOPROLOL,2.4,SI,NO
CELECOXIB,GENERICO,AUROVITAS SPAIN S.A.U,CELECOXIB,22.28,NO,NO
LOVASTATINA,GENERICO,TOWA PHARMACEUTICAL S.A.,LOVASTATINA,2.5,SI,NO
PSICOTRIC,GENERICO,NEURAXPHARM SPAIN S.L.U,QUETIAPINA,129.63,NO,NO
PSICOTRIC,GENERICO,NEURAXPHARM SPAIN S.L.U,QUETIAPINA,48.61,NO,NO
PSICOTRIC,GENERICO,NEURAXPHARM SPAIN S.L.U,QUETIAPINA,16.2,NO,NO
LUASE,ORIGINAL,SIGMA-TAU ESPANA S.A.,DICLOFENACO,1.65,NO,NO
QUETIAPINA,GENERICO,NEURAXPHARM SPAIN S.L.U,QUETIAPINA,129.63,NO,NO
QUETIAPINA,GENERICO,SANDOZ FARMACEUTICA S.A,QUETIAPINA,129.63,NO,NO
QUETIAPINA,GENERICO,MABO-FARMA S.A.,QUETIAPINA,129.63,NO,NO
QUETIAPINA,GENERICO,NEURAXPHARM SPAIN S.L.U,QUETIAPINA,48.61,NO,NO
QUETIAPINA,GENERICO,SANDOZ FARMACEUTICA S.A,QUETIAPINA,48.61,NO,NO
QUETIAPINA,GENERICO,SANDOZ FARMACEUTICA S.A,QUETIAPINA,16.2,NO,NO
QUETIAPINA,GENERICO,MABO-FARMA S.A.,QUETIAPINA,48.61,NO,NO
QUETIAPINA,GENERICO,MABO-FARMA S.A.,QUETIAPINA,64.82,NO,NO
QUETIAPINA,GENERICO,MABO-FARMA S.A.,QUETIAPINA,16.2,NO,NO
QUETIAPINA,GENERICO,MABO-FARMA S.A.,QUETIAPINA,97.22,NO,NO
QUETIAPINA,GENERICO,NEURAXPHARM SPAIN S.L.U,QUETIAPINA,16.2,NO,NO
SEBIPROX,ORIGINAL,EUROMEDICINES S.L,CICLOPIROX,12.57,NO,NO
BISOPROLOL,GENERICO,KRKA D.D. NOVO MESTO,BISOPROLOL,3.06,SI,NO
BISOPROLOL,GENERICO,KRKA D.D. NOVO MESTO,BISOPROLOL,6.56,SI,NO
AZITROMICINA,GENERICO,STADA S.L,AZITROMICINA,5.62,NO,NO
BISOPROLOL,GENERICO,KRKA D.D. NOVO MESTO,BISOPROLOL,2.5,SI,NO
BISOPROLOL,GENERICO,KRKA D.D. NOVO MESTO,BISOPROLOL,3.28,SI,NO
SEVELAMERO,ORIGINAL,KERN PHARMA S.L.,SEVELAMERO,145.71,NO,NO
MEMANTINA,GENERICO,INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR S.A.,MEMANTINA,144.2,NO,NO
MEMANTINA,GENERICO,INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR S.A.,MEMANTINA,45.24,NO,NO
FLUCONAZOL,GENERICO,TARBIS FARMA S.L.,FLUCONAZOL,15.0,NO,NO
LEVONORGESTREL/ETINILESTRADIOL,GENERICO,AUROBINDO S.L.U,ETINILESTRADIOLLEVONORGESTREL,2.65,NO,NO
LEVONORGESTREL/ETINILESTRADIOL,GENERICO,AUROBINDO S.L.U,ETINILESTRADIOLLEVONORGESTREL,7.98,NO,NO
MOXIFLOXACINO,GENERICO,KRKA D.D. NOVO MESTO,MOXIFLOXACINO,13.58,NO,NO
MOXIFLOXACINO,GENERICO,KRKA D.D. NOVO MESTO,MOXIFLOXACINO,19.01,NO,NO
DIENOGEST/ETINILESTRADIOL,GENERICO,CINFA S.A.,DIENOGESTETINILESTRADIOL,14.14,NO,NO
DUORESP,ORIGINAL,TEVA PHARMA S.L.U,BUDESONIDAFORMOTEROL,46.25,NO,NO
ACTIRA,GENERICO,BAYER HISPANIA S.L,MOXIFLOXACINO,13.58,NO,NO
ACTIRA,GENERICO,BAYER HISPANIA S.L,MOXIFLOXACINO,19.01,NO,NO
DEPRAX,GENERICO,ANGELINI PHARMA ESPANAS.L,TRAZODONA,3.17,NO,NO
DEPRAX,GENERICO,ANGELINI PHARMA ESPANAS.L,TRAZODONA,6.32,NO,NO
ALMOTRIPTAN,GENERICO,INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR S.A.,ALMOTRIPTAN,19.53,NO,NO
ALMOTRIPTAN,GENERICO,INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR S.A.,ALMOTRIPTAN,29.3,NO,NO
CEFEPIMA,GENERICO,NORMON S.A.,CEFEPIMA,7.29,NO,NO
DOLINTOL,GENERICO,ABABOR PHARMACEUTICALS S.L.,OMEPRAZOL,1.26,NO,NO
DOLINTOL,GENERICO,ABABOR PHARMACEUTICALS S.L.,OMEPRAZOL,2.42,NO,NO
DOLINTOL,GENERICO,ABABOR PHARMACEUTICALS S.L.,OMEPRAZOL,4.15,NO,NO
ULUNAR,ORIGINAL,LABORATORIOS FARMACEUTICOS  ROVI S.A.,GLICOPIRRONIO,70.25,NO,NO
INVOKANA,ORIGINAL,MENARINIS.A.,CANAGLIFLOZINA,51.52,NO,NO
INVOKANA,ORIGINAL,MENARINIS.A.,CANAGLIFLOZINA,78.58,NO,NO
PARICALCITOL,GENERICO,STADA S.L,PARICALCITOL,80.11,NO,NO
ALENDRONICO/COLECALCIFEROL,ORIGINAL,TEVA PHARMA S.L.U,ALENDRONATO,17.92,NO,NO
ALENDRONICO/COLECALCIFEROL,ORIGINAL,TEVA PHARMA S.L.U,COLECALCIFEROLALENDRONATO,17.92,NO,NO
CANDESARTAN,GENERICO,AUROBINDO S.L.U,CANDESARTAN,10.49,NO,NO
CANDESARTAN,GENERICO,AUROBINDO S.L.U,CANDESARTAN,20.97,NO,NO
CANDESARTAN,GENERICO,AUROBINDO S.L.U,CANDESARTAN,5.25,NO,NO
GIBITER,ORIGINAL,MENARINIS.A.,BUDESONIDAFORMOTEROL,46.25,NO,NO
ANORO,ORIGINAL,GLAXOSMITHKLINE S.A.,UMECLIDINIO,70.25,NO,NO
INCRUSE,ORIGINAL,GLAXOSMITHKLINE S.A.,UMECLIDINIO,45.27,NO,NO
BUFOMIX,ORIGINAL,ORION CORPORATION,BUDESONIDAFORMOTEROL,46.25,NO,NO
BUFOMIX,ORIGINAL,ORION CORPORATION,FORMOTEROL,46.25,NO,NO
RISPERIDONA,GENERICO,AUROBINDO S.L.U,RISPERIDONA,4.12,NO,NO
RISPERIDONA,GENERICO,AUROBINDO S.L.U,RISPERIDONA,13.72,NO,NO
PARICALCITOL,GENERICO,CINFA S.A.,PARICALCITOL,80.11,NO,NO
GIBITER,ORIGINAL,MENARINIS.A.,FORMOTEROL,46.25,NO,NO
SILODYX,ORIGINAL,ELAM PHARMA LABS S.L.,SILODOSINA,7.85,NO,NO
TIONER,ORIGINAL,ARISTO PHARMA IBERIA S.L.,TRAMADOL,2.5,NO,NO
SILODYX,ORIGINAL,ELAM PHARMA LABS S.L.,SILODOSINA,15.7,NO,NO
UROREC,ORIGINAL,ELAM PHARMA LABS S.L.,SILODOSINA,15.7,NO,NO
UROREC,ORIGINAL,ELAM PHARMA LABS S.L.,SILODOSINA,7.85,NO,NO
TELMISARTAN/HIDROCLOROTIAZIDA,GENERICO,MABO-FARMA S.A.,HIDROCLOROTIAZIDATELMISARTAN,19.36,NO,NO
TELMISARTAN/HIDROCLOROTIAZIDA,GENERICO,MABO-FARMA S.A.,TELMISARTANHIDROCLOROTIAZIDA,19.36,NO,NO
TELMISARTAN/HIDROCLOROTIAZIDA,GENERICO,MABO-FARMA S.A.,TELMISARTANHIDROCLOROTIAZIDA,9.68,NO,NO
CELECOXIB,GENERICO,ALMUS FARMACEUTICA S.A.U.,CELECOXIB,22.28,NO,NO
MOXIFLOXACINO,GENERICO,NEURAXPHARM SPAIN S.L.U,MOXIFLOXACINO,13.58,NO,NO
MOXIFLOXACINO,GENERICO,NEURAXPHARM SPAIN S.L.U,MOXIFLOXACINO,19.01,NO,NO
CILOSTAZOL,GENERICO,ARISTO PHARMA IBERIA S.L.,CILOSTAZOL,20.98,NO,NO
CILOSTAZOL,GENERICO,ARISTO PHARMA IBERIA S.L.,CILOSTAZOL,10.49,NO,NO
JARDIANCE,ORIGINAL,BOEHRINGER INGELHEIM ESPANA S.A.,EMPAGLIFLOZINA,53.39,NO,NO
JARDIANCE,ORIGINAL,BOEHRINGER INGELHEIM ESPANA S.A.,EMPAGLIFLOZINA,51.52,NO,NO
ITRACONAZOL,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ITRACONAZOL,6.49,NO,NO
ITRACONAZOL,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ITRACONAZOL,12.99,NO,NO
LANSOPRAZOL,GENERICO,SANDOZ FARMACEUTICA S.A,LANSOPRAZOL,15.92,NO,NO
LANSOPRAZOL,GENERICO,SANDOZ FARMACEUTICA S.A,LANSOPRAZOL,7.96,NO,NO
BEMFOLA,ORIGINAL,GEDEON RICHTER IBERICA S.A,FOLITROPINA,62.94,NO,NO
BEMFOLA,ORIGINAL,GEDEON RICHTER IBERICA S.A,FOLITROPINA,94.41,NO,NO
BEMFOLA,ORIGINAL,GEDEON RICHTER IBERICA S.A,FOLITROPINA,125.89,NO,NO
BEMFOLA,ORIGINAL,GEDEON RICHTER IBERICA S.A,FOLITROPINA,173.54,NO,NO
BEMFOLA,ORIGINAL,GEDEON RICHTER IBERICA S.A,FOLITROPINA,31.47,NO,NO
AMLODIPINO/ATORVASTATINA,GENERICO,KRKA D.D. NOVO MESTO,AMLODIPINO,13.24,NO,NO
ESCITALOPRAM,GENERICO,KRKA D.D. NOVO MESTO,ESCITALOPRAM,8.74,NO,NO
ESCITALOPRAM,GENERICO,KRKA D.D. NOVO MESTO,ESCITALOPRAM,17.48,NO,NO
ESCITALOPRAM,GENERICO,KRKA D.D. NOVO MESTO,ESCITALOPRAM,13.11,NO,NO
ESCITALOPRAM,GENERICO,KRKA D.D. NOVO MESTO,ESCITALOPRAM,26.23,NO,NO
ESCITALOPRAM,GENERICO,KRKA D.D. NOVO MESTO,ESCITALOPRAM,34.97,NO,NO
CELECOXIB,GENERICO,SANDOZ FARMACEUTICA S.A,CELECOXIB,22.28,NO,NO
DOLORAC,ORIGINAL,FERRER INTERNACIONAL S.A.,IBUPROFENO,2.5,NO,NO
SEVELAMERO,ORIGINAL,TEVA PHARMA S.L.U,SEVELAMERO,145.71,NO,NO
PARACETAMOL,GENERICO,DARI PHARMA  S.L.U,PARACETAMOL,2.5,NO,NO
FLUCONAZOL,GENERICO,TARBIS FARMA S.L.,FLUCONAZOL,3.22,NO,NO
EZETIMIBA,GENERICO,SUN PHARMA LABORATORIOS S.L,EZETIMIBA,30.85,NO,NO
RISEDRONATO,GENERICO,STADA S.L,RISEDRONATO,21.26,NO,NO
AZITROMICINA,GENERICO,STADA S.L,AZITROMICINA,3.01,NO,NO
AZITROMICINA,GENERICO,STADA S.L,AZITROMICINA,6.03,NO,NO
ALFUZOSINA,GENERICO,AUROVITAS SPAIN S.A.U,ALFUZOSINA,11.8,NO,NO
ALDACTACINE,ORIGINAL,PFIZER S.L,ALTIZIDAESPIRONOLACTONA,4.56,NO,NO
ALDACTONE,ORIGINAL,PFIZER S.L,ESPIRONOLACTONA,2.29,SI,NO
ALDACTONE,ORIGINAL,PFIZER S.L,ESPIRONOLACTONA,2.5,SI,NO
HEMANGIOL,ORIGINAL,PIERRE FABRE IBERICA S.A.,PROPRANOLOL,225.59,NO,NO
ABIOX,GENERICO,TIEDRA FARMACEUTICA S.L,MOXIFLOXACINO,19.01,NO,NO
MOMETASONA,ORIGINAL,CIPLA EUROPE NV SUCURSAL EN ESPANA,MOMETASONA,8.99,NO,NO
DOVIDA,ORIGINAL,MEIJI PHARMA SPAIN S.A.,SULODEXIDA,13.47,NO,NO
BISOPROLOL,GENERICO,CINFA S.A.,BISOPROLOL,2.5,SI,NO
BISOPROLOL,GENERICO,CINFA S.A.,BISOPROLOL,2.36,SI,NO
BISOPROLOL,GENERICO,CINFA S.A.,BISOPROLOL,3.28,SI,NO
BISOPROLOL,GENERICO,CINFA S.A.,BISOPROLOL,2.4,SI,NO
BISOPROLOL,GENERICO,CINFA S.A.,BISOPROLOL,3.06,SI,NO
BISOPROLOL,GENERICO,CINFA S.A.,BISOPROLOL,6.56,SI,NO
AZITROMICINA,GENERICO,KRKA D.D. NOVO MESTO,AZITROMICINA,5.62,NO,NO
ITRACONAZOL,GENERICO,TARBIS FARMA S.L.,ITRACONAZOL,6.49,NO,NO
ITRACONAZOL,GENERICO,TARBIS FARMA S.L.,ITRACONAZOL,12.99,NO,NO
CELECOXIB,GENERICO,INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR S.A.,CELECOXIB,14.85,NO,NO
CELECOXIB,GENERICO,INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR S.A.,CELECOXIB,22.28,NO,NO
ALDOLEO,ORIGINAL,TEOFARMA S.R.L,ESPIRONOLACTONACLORTALIDONA,4.09,NO,NO
SILODYX,ORIGINAL,DIFARMED S.L.U,SILODOSINA,15.7,NO,NO
VOLUTSA,ORIGINAL,LABORATORIOS FARMACEUTICOS  ROVI S.A.,SOLIFENACINA,30.07,NO,NO
ALMOTRIPTAN,GENERICO,COMBIX S.L.U,ALMOTRIPTAN,19.53,NO,NO
ALMOTRIPTAN,GENERICO,COMBIX S.L.U,ALMOTRIPTAN,29.3,NO,NO
DILTIAZEM,GENERICO,FARMALIDER S.A.,DILTIAZEM,14.21,SI,NO
LEVETIRACETAM,GENERICO,KRKA D.D. NOVO MESTO,LEVETIRACETAM,109.06,NO,NO
LEVETIRACETAM,GENERICO,KRKA D.D. NOVO MESTO,LEVETIRACETAM,27.27,NO,NO
LEVETIRACETAM,GENERICO,KRKA D.D. NOVO MESTO,LEVETIRACETAM,54.53,NO,NO
LEVETIRACETAM,GENERICO,KRKA D.D. NOVO MESTO,LEVETIRACETAM,81.8,NO,NO
SEVELAMERO,ORIGINAL,STADA S.L,SEVELAMERO,145.71,NO,NO
VOKANAMET,ORIGINAL,MENARINIS.A.,CANAGLIFLOZINAMETFORMINA,56.76,NO,NO
VOKANAMET,ORIGINAL,MENARINIS.A.,METFORMINA,83.83,NO,NO
VOKANAMET,ORIGINAL,MENARINIS.A.,METFORMINA,56.76,NO,NO
COLCHICINA,ORIGINAL,SEID S.A.,COLCHICINA,2.69,NO,NO
MOMETASONA,ORIGINAL,KERN PHARMA S.L.,MOMETASONA,8.99,NO,NO
TIONER,ORIGINAL,ARISTO PHARMA IBERIA S.L.,TRAMADOL,6.21,NO,NO
IBANDRONICO,GENERICO,AUROBINDO S.L.U,IBANDRONICO,13.0,NO,NO
IBANDRONICO,GENERICO,AUROBINDO S.L.U,IBANDRONICO,39.0,NO,NO
EPROSARTAN,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,EPROSARTAN,14.27,NO,NO
DILTIAZEM,GENERICO,DERMOGEN FARMA S.A,DILTIAZEM,14.21,SI,NO
DILTIAZEM,GENERICO,DERMOGEN FARMA S.A,DILTIAZEM,21.31,SI,NO
DILTIAZEM,GENERICO,FARMALIDER S.A.,DILTIAZEM,21.31,SI,NO
LERCAPRESS,ORIGINAL,CASEN RECORDATI S.L..,LERCANIDIPINO,11.24,NO,NO
AMOXICILINA/,GENERICO,STADA S.L,CLAVULANATO,5.84,NO,NO
SEVELAMERO,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,SEVELAMERO,145.71,NO,NO
CILOSTAZOL,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,CILOSTAZOL,20.98,NO,NO
DUTASTERIDA,GENERICO,COMBIX S.L.U,DUTASTERIDA,20.11,NO,NO
LEVODOPA/CARBIDOPA/ENTACAPONA,GENERICO,STADA S.L,LEVODOPAENTACAPONACARBIDOPA,76.34,NO,NO
LEVODOPA/CARBIDOPA/ENTACAPONA,GENERICO,STADA S.L,CARBIDOPA,78.48,NO,NO
LEVODOPA/CARBIDOPA/ENTACAPONA,GENERICO,STADA S.L,LEVODOPAENTACAPONACARBIDOPA,77.41,NO,NO
LEVODOPA/CARBIDOPA/ENTACAPONA,GENERICO,STADA S.L,ENTACAPONALEVODOPACARBIDOPA,80.72,NO,NO
LEVODOPA/CARBIDOPA/ENTACAPONA,GENERICO,STADA S.L,CARBIDOPA,73.09,NO,NO
LEVODOPA/CARBIDOPA/ENTACAPONA,GENERICO,STADA S.L,CARBIDOPA,74.71,NO,NO
OLMESARTAN,GENERICO,COMBIX S.L.U,OLMESARTAN,5.04,NO,NO
OLMESARTAN,GENERICO,COMBIX S.L.U,OLMESARTAN,10.08,NO,NO
OLMESARTAN,GENERICO,COMBIX S.L.U,OLMESARTAN,20.17,NO,NO
APO-GO,ORIGINAL,ITALFARMACO S.A.,APOMORFINA,147.66,NO,NO
CLARITROMICINA,GENERICO,AUROBINDO S.L.U,CLARITROMICINA,6.56,NO,NO
CLARITROMICINA,GENERICO,AUROVITAS SPAIN S.A.U,CLARITROMICINA,12.24,NO,NO
CLARITROMICINA,GENERICO,AUROVITAS SPAIN S.A.U,CLARITROMICINA,18.36,NO,NO
METILFENIDATO,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,METILFENIDATO,11.74,NO,NO
METILFENIDATO,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,METILFENIDATO,23.46,NO,NO
METILFENIDATO,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,METILFENIDATO,35.2,NO,NO
BEMFOLA,ORIGINAL,GEDEON RICHTER IBERICA S.A,FOLITROPINA,262.61,NO,NO
BEMFOLA,ORIGINAL,GEDEON RICHTER IBERICA S.A,FOLITROPINA,472.27,NO,NO
BEMFOLA,ORIGINAL,GEDEON RICHTER IBERICA S.A,FOLITROPINA,687.14,NO,NO
BEMFOLA,ORIGINAL,GEDEON RICHTER IBERICA S.A,FOLITROPINA,896.8,NO,NO
SIMBRINZA,ORIGINAL,NOVARTIS FARMACEUTICA S.A.,BRINZOLAMIDABRIMONIDINA,18.06,NO,NO
LEVODOPA/CARBIDOPA/ENTACAPONA,GENERICO,TEVA PHARMA S.L.U,CARBIDOPAENTACAPONALEVODOPA,73.09,NO,NO
LEVODOPA/CARBIDOPA/ENTACAPONA,GENERICO,TEVA PHARMA S.L.U,CARBIDOPALEVODOPAENTACAPONA,74.71,NO,NO
LEVODOPA/CARBIDOPA/ENTACAPONA,GENERICO,TEVA PHARMA S.L.U,CARBIDOPALEVODOPAENTACAPONA,76.34,NO,NO
LEVODOPA/CARBIDOPA/ENTACAPONA,GENERICO,TEVA PHARMA S.L.U,CARBIDOPAENTACAPONALEVODOPA,77.41,NO,NO
LEVODOPA/CARBIDOPA/ENTACAPONA,GENERICO,TEVA PHARMA S.L.U,LEVODOPACARBIDOPAENTACAPONA,78.48,NO,NO
LEVODOPA/CARBIDOPA/ENTACAPONA,GENERICO,TEVA PHARMA S.L.U,CARBIDOPALEVODOPAENTACAPONA,80.72,NO,NO
VALSARTAN/HIDROCLOROTIAZIDA,GENERICO,KRKA D.D. NOVO MESTO,VALSARTANHIDROCLOROTIAZIDA,11.99,NO,NO
VALSARTAN/HIDROCLOROTIAZIDA,GENERICO,KRKA D.D. NOVO MESTO,VALSARTANHIDROCLOROTIAZIDA,5.99,NO,NO
