NOMBRE DEL PRODUCTO FARMACEUTICO,TIPO DE FARMACO,NOMBRE DEL LABORATORIO OFERTANTE,ESTADO,PRINCIPIO ACTIVO O ASOCIACION DE PRINCIPIOS ACTIVOS,PRECIO VENTA CON IVA_EUROS,TRATAMIENTO DE LARGA DURACION,MEDICAMENTO HUERFANO
LEVOFLOXACINO,GENERICO,ALMUS FARMACEUTICA S.A.U.,ALTA,LEVOFLOXACINO,13.11,NO,NO
LEVOFLOXACINO,GENERICO,ALMUS FARMACEUTICA S.A.U.,ALTA,LEVOFLOXACINO,26.23,NO,NO
GALANTAMINA,GENERICO,TEVA PHARMA S.L.U,ALTA,GALANTAMINA,23.12,NO,NO
GALANTAMINA,GENERICO,TEVA PHARMA S.L.U,ALTA,GALANTAMINA,46.24,NO,NO
GALANTAMINA,GENERICO,TEVA PHARMA S.L.U,ALTA,GALANTAMINA,69.36,NO,NO
PERINDOPRIL,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,PERINDOPRIL,17.64,NO,NO
PERINDOPRIL,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,PERINDOPRIL,8.82,NO,NO
RIZATRIPTAN,GENERICO,KERN PHARMA S.L.,ALTA,RIZATRIPTAN,8.8,NO,NO
RIZATRIPTAN,GENERICO,KERN PHARMA S.L.,ALTA,RIZATRIPTAN,26.4,NO,NO
RIZATRIPTAN,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,RIZATRIPTAN,26.4,NO,NO
VALSARTAN/HIDROCLOROTIAZIDA,GENERICO,APOTEX ESPANA S.L,BAJA GENERAL,HIDROCLOROTIAZIDAVALSARTAN,23.96,NO,NO
LEVOFLOXACINO,GENERICO,MABO-FARMA S.A.,BAJA GENERAL,LEVOFLOXACINO,26.23,NO,NO
CANDESARTAN,GENERICO,NORMON S.A.,ALTA,CANDESARTAN,10.46,NO,NO
CANDESARTAN,GENERICO,NORMON S.A.,ALTA,HIDROCLOROTIAZIDACANDESARTAN,20.92,NO,NO
CANDESARTAN,GENERICO,NORMON S.A.,ALTA,HIDROCLOROTIAZIDACANDESARTAN,5.23,NO,NO
DOLOCATIL,ORIGINAL,FERRER INTERNACIONAL S.A.,ALTA,CODEINA,2.62,NO,NO
LEVOFLOXACINO,GENERICO,MACLEODS PHARMA ESPANA S.L.U.,ALTA,LEVOFLOXACINO,13.11,NO,NO
LEVETIRACETAM,GENERICO,STADA S.L,ALTA,LEVETIRACETAM,109.06,NO,NO
ALENDRONICO,GENERICO,ALTER S.A.,ALTA,ALENDRONATO,9.99,NO,NO
ALENDRONICO,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,ALENDRONATO,9.99,NO,NO
RIZATRIPTAN,GENERICO,NORMON S.A.,ALTA,RIZATRIPTAN,8.8,NO,NO
RIZATRIPTAN,GENERICO,NORMON S.A.,ALTA,RIZATRIPTAN,26.4,NO,NO
ESOMEPRAZOL,GENERICO,FARMALIDER S.A.,BAJA POR NO COMERCIALIZAR,ESOMEPRAZOL,12.55,NO,NO
MIACALCIC,ORIGINAL,ESSENTIAL PHARMA LTD,BAJA GENERAL,CALCITONINA,29.54,NO,NO
ESOMEPRAZOL,GENERICO,FARMALIDER S.A.,BAJA POR NO COMERCIALIZAR,ESOMEPRAZOL,6.28,NO,NO
RIZATRIPTAN,GENERICO,CINFA S.A.,ALTA,RIZATRIPTAN,8.8,NO,NO
RIZATRIPTAN,GENERICO,CINFA S.A.,ALTA,RIZATRIPTAN,26.4,NO,NO
PRAVASTATINA,GENERICO,STADA S.L,ALTA,PRAVASTATINA,4.07,SI,NO
MOXIFLOXACINO,GENERICO,AUROBINDO S.L.U,BAJA GENERAL,MOXIFLOXACINO,13.58,NO,NO
MOXIFLOXACINO,GENERICO,AUROBINDO S.L.U,BAJA GENERAL,MOXIFLOXACINO,19.01,NO,NO
LYXUMIA,ORIGINAL,SANOFI AVENTIS S.A,ALTA,LIXISENATIDA,124.57,NO,NO
ENALAPRIL,GENERICO,SUN PHARMA LABORATORIOS S.L,ALTA,ENALAPRIL,1.61,SI,NO
LYXUMIA,ORIGINAL,SANOFI AVENTIS S.A,BAJA POR NO COMERCIALIZAR,LIXISENATIDA,62.29,NO,NO
GALANTAMINA,GENERICO,COMBIX S.L.U,ALTA,GALANTAMINA,23.12,NO,NO
GALANTAMINA,GENERICO,COMBIX S.L.U,ALTA,GALANTAMINA,46.24,NO,NO
GALANTAMINA,GENERICO,COMBIX S.L.U,ALTA,GALANTAMINA,69.36,NO,NO
FAMCICLOVIR,GENERICO,STADA S.L,BAJA POR NO COMERCIALIZAR,FAMCICLOVIR,131.01,NO,NO
IRBESARTAN/HIDROCLOROTIAZIDA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,HIDROCLOROTIAZIDAIRBESARTAN,9.65,NO,NO
IRBESARTAN/HIDROCLOROTIAZIDA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,HIDROCLOROTIAZIDAIRBESARTAN,19.29,NO,NO
METILFENIDATO,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,METILFENIDATO,17.59,NO,NO
AMOXICILINA,GENERICO,TEVA PHARMA S.L.U,ALTA,AMOXICILINA,5.84,NO,NO
SYNAREL,ORIGINAL,PFIZER S.L,ALTA,NAFARELINA,122.05,NO,NO
ABRADEL,ORIGINAL,TIEDRA FARMACEUTICA S.L,ALTA,BRIMONIDINA,7.31,NO,NO
GALANTAMINA,GENERICO,STADA S.L,ALTA,GALANTAMINA,23.12,NO,NO
GALANTAMINA,GENERICO,STADA S.L,ALTA,GALANTAMINA,46.24,NO,NO
TELMISARTAN,GENERICO,SUN PHARMA LABORATORIOS S.L,ALTA,TELMISARTAN,9.99,NO,NO
TELMISARTAN,GENERICO,SUN PHARMA LABORATORIOS S.L,ALTA,TELMISARTAN,19.97,NO,NO
GALANTAMINA,GENERICO,STADA S.L,ALTA,GALANTAMINA,69.36,NO,NO
INNOHEP,ORIGINAL,LEO PHARMA S.A.,ALTA,TINZAPARINA,114.68,NO,NO
INNOHEP,ORIGINAL,LEO PHARMA S.A.,ALTA,TINZAPARINA,274.55,NO,NO
INNOHEP,ORIGINAL,LEO PHARMA S.A.,ALTA,TINZAPARINA,142.14,NO,NO
INNOHEP,ORIGINAL,LEO PHARMA S.A.,ALTA,TINZAPARINA,298.2,NO,NO
INNOHEP,ORIGINAL,LEO PHARMA S.A.,ALTA,TINZAPARINA,167.53,NO,NO
INNOHEP,ORIGINAL,LEO PHARMA S.A.,ALTA,TINZAPARINA,363.19,NO,NO
TRAMADOL/PARACETAMOL,GENERICO,COMBIX S.L.U,ALTA,TRAMADOL,2.97,NO,NO
MONTELUKAST,GENERICO,TEVA PHARMA S.L.U,BAJA POR NO COMERCIALIZAR,MONTELUKAST,16.84,NO,NO
MONTELUKAST,GENERICO,DAVUR S.L.,BAJA GENERAL,MONTELUKAST,16.84,NO,NO
EQUASYM,ORIGINAL,TAKEDA FARMACEUTICA ESPANA S.A,ALTA,METILFENIDATO,26.07,NO,NO
EQUASYM,ORIGINAL,TAKEDA FARMACEUTICA ESPANA S.A,ALTA,METILFENIDATO,32.6,NO,NO
DOLOMEDIL,ORIGINAL,KERN PHARMA S.L.,ALTA,PARACETAMOLCODEINA,2.39,NO,NO
FLECAINIDA,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,FLECAINIDA,7.98,SI,NO
FLECAINIDA,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,FLECAINIDA,15.95,SI,NO
PROPRANOLOL,GENERICO,ACCORD HEALTHCARE S.L.U,ALTA,PROPRANOLOL,1.26,SI,NO
PROPRANOLOL,GENERICO,ACCORD HEALTHCARE S.L.U,ALTA,PROPRANOLOL,1.98,SI,NO
CICLOPIROX,ORIGINAL,ISDIN S.A.,ALTA,CICLOPIROX,7.54,NO,NO
IRBESARTAN/HIDROCLOROTIAZIDA,GENERICO,TARBIS FARMA S.L.,BAJA POR NO COMERCIALIZAR,IRBESARTANHIDROCLOROTIAZIDA,19.29,NO,NO
MONOLITUM,GENERICO,SALVAT S.A.,ALTA,LANSOPRAZOL,15.92,NO,NO
MONOLITUM,GENERICO,SALVAT S.A.,ALTA,LANSOPRAZOL,7.96,NO,NO
ROPINIROL,GENERICO,AUROBINDO S.L.U,BAJA GENERAL,ROPINIROL,8.99,NO,NO
ROPINIROL,GENERICO,AUROBINDO S.L.U,BAJA GENERAL,ROPINIROL,17.98,NO,NO
ROPINIROL,GENERICO,AUROBINDO S.L.U,BAJA GENERAL,ROPINIROL,35.97,NO,NO
IRBESARTAN/HIDROCLOROTIAZIDA,GENERICO,TARBIS FARMA S.L.,BAJA POR NO COMERCIALIZAR,IRBESARTANHIDROCLOROTIAZIDA,9.65,NO,NO
IRBESARTAN/HIDROCLOROTIAZIDA,GENERICO,TARBIS FARMA S.L.,BAJA POR NO COMERCIALIZAR,HIDROCLOROTIAZIDAIRBESARTAN,19.29,NO,NO
RIZATRIPTAN,GENERICO,AUROVITAS SPAIN S.A.U,BAJA POR NO COMERCIALIZAR,RIZATRIPTAN,8.8,NO,NO
RIZATRIPTAN,GENERICO,AUROVITAS SPAIN S.A.U,ALTA,RIZATRIPTAN,26.4,NO,NO
AMOROLFINA,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,ALTA,AMOROLFINA,21.43,NO,NO
AMLODIPINO,GENERICO,TEVA PHARMA S.L.U,BAJA POR NO COMERCIALIZAR,AMLODIPINO,2.5,SI,NO
METAMIZOL,GENERICO,TARBIS FARMA S.L.,ALTA,METAMIZOL,2.26,NO,NO
METAMIZOL,GENERICO,TARBIS FARMA S.L.,ALTA,METAMIZOL,1.56,NO,NO
PARACETAMOL,GENERICO,ALTER S.A.,ALTA,PARACETAMOL,1.9,NO,NO
PARACETAMOL,GENERICO,ALTER S.A.,ALTA,PARACETAMOL,2.5,NO,NO
PARACETAMOL,GENERICO,TARBIS FARMA S.L.,ALTA,PARACETAMOL,1.9,NO,NO
PARACETAMOL,GENERICO,TARBIS FARMA S.L.,ALTA,PARACETAMOL,2.5,NO,NO
TRAMADOL,GENERICO,STADA S.L,ALTA,TRAMADOL,6.21,NO,NO
TRAMADOL,GENERICO,STADA S.L,ALTA,TRAMADOL,18.62,NO,NO
TRAMADOL,GENERICO,STADA S.L,ALTA,TRAMADOL,4.14,NO,NO
TRAMADOL,GENERICO,STADA S.L,ALTA,TRAMADOL,12.41,NO,NO
TRAMADOL,GENERICO,STADA S.L,ALTA,TRAMADOL,8.27,NO,NO
TRAMADOL,GENERICO,STADA S.L,ALTA,TRAMADOL,24.82,NO,NO
KREON,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,ALTA,PROTEASAAMILASALIPASA,19.31,NO,NO
CIPROFLOXACINO,GENERICO,CINFA S.A.,ALTA,CIPROFLOXACINO,2.31,NO,NO
CIPROFLOXACINO,GENERICO,CINFA S.A.,ALTA,CIPROFLOXACINO,3.28,NO,NO
CIPROFLOXACINO,GENERICO,CINFA S.A.,ALTA,CIPROFLOXACINO,1.58,NO,NO
TRAMADOL,GENERICO,TEVA PHARMA S.L.U,BAJA POR NO COMERCIALIZAR,TRAMADOL,4.14,NO,NO
TRAMADOL,GENERICO,TEVA PHARMA S.L.U,BAJA POR NO COMERCIALIZAR,TRAMADOL,12.41,NO,NO
ITRACONAZOL,GENERICO,NORMON S.A.,ALTA,ITRACONAZOL,6.49,NO,NO
TRAMADOL,GENERICO,TEVA PHARMA S.L.U,ALTA,TRAMADOL,4.14,NO,NO
TRAMADOL,GENERICO,TEVA PHARMA S.L.U,ALTA,TRAMADOL,12.41,NO,NO
TRAMADOL,GENERICO,TEVA PHARMA S.L.U,ALTA,TRAMADOL,18.62,NO,NO
KETOBRILL,ORIGINAL,BRILL PHARMA S.L.,ALTA,KETOTIFENO,5.06,NO,NO
KETOTIFENO,ORIGINAL,NICOX FARMA S.R.L.,BAJA POR NO COMERCIALIZAR,KETOTIFENO,12.64,NO,NO
ORBENIN,ORIGINAL,REIG JOFRE S.A.,ALTA,CLOXACILINA,3.89,NO,NO
OMEPRAZOL,ORIGINAL,TARBIS FARMA S.L.,BAJA POR NO COMERCIALIZAR,OMEPRAZOL,4.15,NO,NO
GLIMEPIRIDA,GENERICO,AUROBINDO S.L.U,BAJA GENERAL,GLIMEPIRIDA,20.36,NO,NO
TRAMADOL,GENERICO,TEVA PHARMA S.L.U,ALTA,TRAMADOL,8.27,NO,NO
TRAMADOL,GENERICO,TEVA PHARMA S.L.U,ALTA,TRAMADOL,24.82,NO,NO
GLOFER,ORIGINAL,RUBIO S.A.,BAJA GENERAL,METOTREXATO,13.75,NO,NO
GLOFER,ORIGINAL,RUBIO S.A.,BAJA GENERAL,METOTREXATO,20.64,NO,NO
GLOFER,ORIGINAL,RUBIO S.A.,BAJA GENERAL,METOTREXATO,26.62,NO,NO
GLOFER,ORIGINAL,RUBIO S.A.,BAJA GENERAL,METOTREXATO,28.44,NO,NO
FUCIDINE,ORIGINAL,LEO PHARMA S.A.,ALTA,FUSIDATO,9.8,NO,NO
PANTOMICINA,ORIGINAL,AMDIPHARM LIMITED,BAJA POR NO COMERCIALIZAR,ERITROMICINA,5.76,NO,NO
CEFUROXIMA,GENERICO,TEVA PHARMA S.L.U,ALTA,CEFUROXIMA,4.84,NO,NO
CEFUROXIMA,GENERICO,TEVA PHARMA S.L.U,ALTA,CEFUROXIMA,9.68,NO,NO
CEFUROXIMA,GENERICO,TEVA PHARMA S.L.U,ALTA,CEFUROXIMA,14.52,NO,NO
CEFUROXIMA,GENERICO,TEVA PHARMA S.L.U,ALTA,CEFUROXIMA,19.36,NO,NO
AMOXICILINA,GENERICO,TOWA PHARMACEUTICAL S.A.,BAJA GENERAL,AMOXICILINA,4.29,NO,NO
PARACETAMOL,GENERICO,TOWA PHARMACEUTICAL S.A.,BAJA GENERAL,PARACETAMOL,0.67,NO,NO
TRAMADOL,GENERICO,TEVA PHARMA S.L.U,BAJA POR NO COMERCIALIZAR,TRAMADOL,8.27,NO,NO
TRAMADOL,GENERICO,TEVA PHARMA S.L.U,BAJA POR NO COMERCIALIZAR,TRAMADOL,24.82,NO,NO
TRAMADOL,GENERICO,TEVA PHARMA S.L.U,BAJA POR NO COMERCIALIZAR,TRAMADOL,6.21,NO,NO
TRAMADOL,GENERICO,TEVA PHARMA S.L.U,BAJA POR NO COMERCIALIZAR,TRAMADOL,18.62,NO,NO
LEVETIRACETAM,GENERICO,BLUEFISH PHARMA S.L.U,BAJA POR NO COMERCIALIZAR,LEVETIRACETAM,109.06,NO,NO
RIVASTIGMINA,GENERICO,KERN PHARMA S.L.,ALTA,RIVASTIGMINA,137.08,NO,NO
RIVASTIGMINA,GENERICO,KERN PHARMA S.L.,ALTA,RIVASTIGMINA,33.19,NO,NO
RIVASTIGMINA,GENERICO,KERN PHARMA S.L.,ALTA,RIVASTIGMINA,66.38,NO,NO
EXEMESTANO,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,EXEMESTANO,96.66,NO,NO
TOLTERODINA,GENERICO,CINFA S.A.,ALTA,TOLTERODINA,28.58,NO,NO
LEVOFLOXACINO,GENERICO,APOTEX ESPANA S.L,BAJA POR NO COMERCIALIZAR,LEVOFLOXACINO,13.11,NO,NO
LEVOFLOXACINO,GENERICO,APOTEX ESPANA S.L,BAJA POR NO COMERCIALIZAR,LEVOFLOXACINO,26.23,NO,NO
RIZATRIPTAN,GENERICO,AUROBINDO S.L.U,BAJA GENERAL,RIZATRIPTAN,26.4,NO,NO
OMEPRAZOL,GENERICO,AUROVITAS SPAIN S.A.U,BAJA POR NO COMERCIALIZAR,OMEPRAZOL,2.42,NO,NO
PERINDOPRIL/INDAPAMIDA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,INDAPAMIDAPERINDOPRIL,17.64,NO,NO
MANIDIPINO,GENERICO,COMBIX S.L.U,ALTA,MANIDIPINO,7.09,NO,NO
RIZATRIPTAN,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ALTA,RIZATRIPTAN,8.8,NO,NO
RIZATRIPTAN,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ALTA,RIZATRIPTAN,26.4,NO,NO
MANIDIPINO,GENERICO,COMBIX S.L.U,ALTA,MANIDIPINO,14.17,NO,NO
PERINDOPRIL/INDAPAMIDA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,PERINDOPRIL,8.82,NO,NO
LEVETIRACETAM,GENERICO,INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR S.A.,BAJA POR NO COMERCIALIZAR,LEVETIRACETAM,56.64,NO,NO
DEXKETOPROFENO,GENERICO,INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR S.A.,ALTA,DEXKETOPROFENO,4.0,NO,NO
ATOVACUONA/HIDROCLORURO,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,PROGUANIL,19.84,NO,NO
CONSTELLA,ORIGINAL,ABBVIE SPAIN S.L.U.,ALTA,LINACLOTIDA,63.82,NO,NO
DESLORATADINA,GENERICO,ARISTO PHARMA IBERIA S.L.,ALTA,DESLORATADINA,6.63,NO,NO
DEXKETOPROFENO,GENERICO,TOWA PHARMACEUTICAL S.A.,BAJA POR NO COMERCIALIZAR,DEXKETOPROFENO,4.0,NO,NO
DEXKETOPROFENO,GENERICO,AUROVITAS SPAIN S.A.U,BAJA GENERAL,DEXKETOPROFENO,4.0,NO,NO
VATOUD,GENERICO,ALTER S.A.,ALTA,CLOPIDOGREL,30.02,NO,NO
OLANZAPINA,GENERICO,AUROBINDO S.L.U,BAJA GENERAL,OLANZAPINA,79.33,NO,NO
OLANZAPINA,GENERICO,AUROBINDO S.L.U,BAJA GENERAL,OLANZAPINA,105.78,NO,NO
OLANZAPINA,GENERICO,AUROBINDO S.L.U,BAJA GENERAL,OLANZAPINA,26.44,NO,NO
CLOPIDOGREL,GENERICO,MACLEODS PHARMA ESPANA S.L.U.,ALTA,CLOPIDOGREL,16.81,NO,NO
GALANTAMINA,GENERICO,CINFA S.A.,ALTA,GALANTAMINA,23.12,NO,NO
GALANTAMINA,GENERICO,CINFA S.A.,ALTA,GALANTAMINA,46.24,NO,NO
GALANTAMINA,GENERICO,CINFA S.A.,ALTA,GALANTAMINA,69.36,NO,NO
DURACEF,ORIGINAL,EXELTIS HEALTHCARE S.L.,ALTA,CEFADROXILO,8.93,NO,NO
ATORVASTATINA,ORIGINAL,TEVA PHARMA S.L.U,ALTA,ATORVASTATINA,24.54,NO,NO
ATORVASTATINA,ORIGINAL,TEVA PHARMA S.L.U,ALTA,ATORVASTATINA,12.27,NO,NO
CICLOPIROX,ORIGINAL,SERRA PAMIES S.A.,ALTA,CICLOPIROX,7.54,NO,NO
RIVASTIGMINA,GENERICO,STADA S.L,ALTA,RIVASTIGMINA,33.19,NO,NO
RIVASTIGMINA,GENERICO,STADA S.L,ALTA,RIVASTIGMINA,66.38,NO,NO
RIVASTIGMINA,GENERICO,STADA S.L,ALTA,RIVASTIGMINA,137.08,NO,NO
RIVASTIGMINA,GENERICO,TEVA PHARMA S.L.U,ALTA,RIVASTIGMINA,33.19,NO,NO
RIVASTIGMINA,GENERICO,TEVA PHARMA S.L.U,ALTA,RIVASTIGMINA,66.38,NO,NO
RIVASTIGMINA,GENERICO,TEVA PHARMA S.L.U,ALTA,RIVASTIGMINA,137.08,NO,NO
GLOFER,ORIGINAL,RUBIO S.A.,BAJA GENERAL,METOTREXATO,55.01,NO,NO
GLOFER,ORIGINAL,RUBIO S.A.,BAJA GENERAL,METOTREXATO,43.52,NO,NO
GLOFER,ORIGINAL,RUBIO S.A.,BAJA GENERAL,METOTREXATO,82.53,NO,NO
GLOFER,ORIGINAL,RUBIO S.A.,BAJA GENERAL,METOTREXATO,106.47,NO,NO
GLOFER,ORIGINAL,RUBIO S.A.,BAJA GENERAL,METOTREXATO,113.77,NO,NO
QUETIAPINA,GENERICO,FAIRMED HEALTHCARE GMBH,BAJA POR NO COMERCIALIZAR,QUETIAPINA,48.61,NO,NO
QUETIAPINA,GENERICO,FAIRMED HEALTHCARE GMBH,BAJA POR NO COMERCIALIZAR,QUETIAPINA,64.82,NO,NO
QUETIAPINA,GENERICO,FAIRMED HEALTHCARE GMBH,BAJA POR NO COMERCIALIZAR,QUETIAPINA,97.22,NO,NO
CEFUROXIMA,GENERICO,SUN PHARMA LABORATORIOS S.L,BAJA GENERAL,CEFUROXIMA,9.68,NO,NO
CEFUROXIMA,GENERICO,SUN PHARMA LABORATORIOS S.L,BAJA GENERAL,CEFUROXIMA,14.52,NO,NO
CEFUROXIMA,GENERICO,SUN PHARMA LABORATORIOS S.L,BAJA GENERAL,CEFUROXIMA,19.36,NO,NO
PRODERMA,ORIGINAL,IND. FTCA. CANTABRIA S.A.,ALTA,DOXICICLINA,7.21,NO,NO
PRODERMA,ORIGINAL,IND. FTCA. CANTABRIA S.A.,ALTA,DOXICICLINA,14.42,NO,NO
TRESIBA,ORIGINAL,NOVO NORDISK PHARMA S.A.,ALTA,INSULINA,80.33,SI,NO
DEXKETOPROFENO,GENERICO,STADA S.L,ALTA,DEXKETOPROFENO,4.0,NO,NO
LEPONEX,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,ALTA,CLOZAPINA,14.17,NO,NO
LEPONEX,ORIGINAL,VIATRIS PHARMACEUTICALS S.L.U,ALTA,CLOZAPINA,3.54,NO,NO
CANDESARTAN/HIDROCLOROTIAZIDA,GENERICO,VIATRIS PHARMACEUTICALS S.L.U,ALTA,HIDROCLOROTIAZIDACANDESARTAN,10.46,NO,NO
INNOHEP,ORIGINAL,LEO PHARMA S.A.,SUSPENSION TEMPORAL GENERAL,TINZAPARINA,5.32,NO,NO
INNOHEP,ORIGINAL,LEO PHARMA S.A.,SUSPENSION TEMPORAL GENERAL,TINZAPARINA,26.6,NO,NO
INNOHEP,ORIGINAL,LEO PHARMA S.A.,ALTA,TINZAPARINA,37.15,NO,NO
INNOHEP,ORIGINAL,LEO PHARMA S.A.,ALTA,TINZAPARINA,51.16,NO,NO
TRAMADOL,GENERICO,TARBIS FARMA S.L.,ALTA,TRAMADOL,2.97,NO,NO
TRAMADOL,GENERICO,TARBIS FARMA S.L.,ALTA,TRAMADOL,8.88,NO,NO
TELMISARTAN,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,TELMISARTAN,9.99,NO,NO
TELMISARTAN,GENERICO,TOWA PHARMACEUTICAL S.A.,ALTA,TELMISARTAN,19.97,NO,NO
CANDESARTAN/HIDROCLOROTIAZIDA,GENERICO,SANDOZ FARMACEUTICA S.A,ALTA,HIDROCLOROTIAZIDACANDESARTAN,20.92,NO,NO
FAMCICLOVIR,GENERICO,TEVA PHARMA S.L.U,BAJA GENERAL,FAMCICLOVIR,131.01,NO,NO
RIVASTIGMINA,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,BAJA POR NO COMERCIALIZAR,RIVASTIGMINA,33.19,NO,NO
RIVASTIGMINA,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,BAJA POR NO COMERCIALIZAR,RIVASTIGMINA,66.38,NO,NO
RIVASTIGMINA,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ALTA,RIVASTIGMINA,137.08,NO,NO
DEXKETOPROFENO,GENERICO,CINFA S.A.,ALTA,DEXKETOPROFENO,4.0,NO,NO
REANDRON,ORIGINAL,GRUNENTHAL PHARMA S.A,ALTA,TESTOSTERONA,128.01,NO,NO
LORMETAZEPAM,GENERICO,SANDOZ FARMACEUTICA S.A,BAJA GENERAL,LORMETAZEPAM,2.01,NO,NO
LORMETAZEPAM,GENERICO,SANDOZ FARMACEUTICA S.A,BAJA POR NO COMERCIALIZAR,LORMETAZEPAM,2.31,NO,NO
RIVASTIGMINA,GENERICO,AUROBINDO S.L.U,BAJA GENERAL,RIVASTIGMINA,23.1,NO,NO
RIVASTIGMINA,GENERICO,AUROBINDO S.L.U,BAJA GENERAL,RIVASTIGMINA,46.21,NO,NO
RIVASTIGMINA,GENERICO,AUROBINDO S.L.U,BAJA GENERAL,RIVASTIGMINA,92.42,NO,NO
RIVASTIGMINA,GENERICO,AUROBINDO S.L.U,BAJA GENERAL,RIVASTIGMINA,69.31,NO,NO
RIVASTIGMINA,GENERICO,AUROBINDO S.L.U,BAJA GENERAL,RIVASTIGMINA,138.62,NO,NO
RIVASTIGMINA,GENERICO,AUROBINDO S.L.U,BAJA GENERAL,RIVASTIGMINA,170.88,NO,NO
CELECOXIB,GENERICO,TECNIMEDE ESPANA INDUSTRIA FARMACEUTICA S.A.,ALTA,CELECOXIB,22.28,NO,NO
SIBILLA,GENERICO,GEDEON RICHTER IBERICA S.A,ALTA,ETINILESTRADIOLDIENOGEST,4.71,NO,NO
SIBILLA,GENERICO,GEDEON RICHTER IBERICA S.A,ALTA,DIENOGESTETINILESTRADIOL,14.14,NO,NO
TRAMADOL/PARACETAMOL,ORIGINAL,TEVA PHARMA S.L.U,ALTA,PARACETAMOLTRAMADOL,5.92,NO,NO
TRAMADOL/PARACETAMOL,ORIGINAL,TEVA PHARMA S.L.U,ALTA,TRAMADOL,17.75,NO,NO
RAMIPRIL,GENERICO,CINFA S.A.,ALTA,RAMIPRIL,2.5,SI,NO
DORZOLAMIDA/TIMOLOL,ORIGINAL,INDUSTRIA  QUIMICA Y FARMACEUTICA  VIR S.A.,ALTA,DORZOLAMIDATIMOLOL,12.11,NO,NO
LANSOPRAZOL,GENERICO,TEVA PHARMA S.L.U,BAJA GENERAL,LANSOPRAZOL,15.92,NO,NO
OMEPRAZOL,GENERICO,ZENTIVA KS,BAJA GENERAL,OMEPRAZOL,1.26,NO,NO
OMEPRAZOL,GENERICO,ZENTIVA KS,BAJA GENERAL,OMEPRAZOL,2.42,NO,NO
AMOXICILINA-,GENERICO,SUN PHARMA LABORATORIOS S.L,BAJA GENERAL,CLAVULANATO,5.84,NO,NO
DEXKETOPROFENO,GENERICO,FERMON S.L.,BAJA GENERAL,DEXKETOPROFENO,4.0,NO,NO
ADOLQUIR,GENERICO,MENARINIS.A.,ALTA,DEXKETOPROFENO,4.0,NO,NO
ITRACONAZOL,GENERICO,STADA S.L,ALTA,ITRACONAZOL,6.49,NO,NO
ITRACONAZOL,GENERICO,STADA S.L,ALTA,ITRACONAZOL,12.99,NO,NO
ERITROMICINA,ORIGINAL,ESTEDI S.L.,ALTA,ERITROMICINA,3.84,NO,NO
OPRYMEA,GENERICO,KRKA D.D. NOVO MESTO,ALTA,PRAMIPEXOL,25.41,NO,NO
OPRYMEA,GENERICO,KRKA D.D. NOVO MESTO,ALTA,PRAMIPEXOL,7.62,NO,NO
OPRYMEA,GENERICO,KRKA D.D. NOVO MESTO,ALTA,PRAMIPEXOL,29.64,NO,NO
OPRYMEA,GENERICO,KRKA D.D. NOVO MESTO,ALTA,PRAMIPEXOL,98.83,NO,NO
UROREC,ORIGINAL,DIFARMED S.L.U,ALTA,SILODOSINA,15.7,NO,NO
LEVETIRACETAM,GENERICO,SANOVEL SPAIN S.L.,SUSPENSION TEMPORAL GENERAL,LEVETIRACETAM,27.27,NO,NO
LEVETIRACETAM,GENERICO,SANOVEL SPAIN S.L.,SUSPENSION TEMPORAL GENERAL,LEVETIRACETAM,54.53,NO,NO
LEVETIRACETAM,GENERICO,SANOVEL SPAIN S.L.,SUSPENSION TEMPORAL GENERAL,LEVETIRACETAM,109.06,NO,NO
EMANERA,GENERICO,KRKA D.D. NOVO MESTO,ALTA,ESOMEPRAZOL,25.1,NO,NO
