ATC,Descripción Principio Activo,Forma Farmacéutica,Nombre Genérico,detalles del producto,Presentación,Tamaño de Caja o presentación,Fabricante,Precio máximo de venta transacción final comercial
G03FA01,Noretisterona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,NORESTIN,Noretisterona 50mg/1ml (50mg/1ml) + Estradiol 5mg/1ml (5mg/1ml),Líquido/Sólido,Inyectable x 1,CHALVER,No regulado
G03FA01,Noretisterona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,NORESTIN,Noretisterona 50mg/1ml (50mg/1ml) + Estradiol 5mg/1ml (5mg/1ml),Líquido/Sólido,Inyectable x 2,CHALVER,No regulado
G03FA01,Noretisterona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,NORESTIN,Noretisterona 50mg/1ml (50mg/1ml) + Estradiol 5mg/1ml (5mg/1ml),Líquido/Sólido,Inyectable x 2,CHALVER,No regulado
G03FA01,Noretisterona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,NORESTIN,Noretisterona 50mg/1ml (50mg/1ml) + Estradiol 5mg/1ml (5mg/1ml),Líquido/Sólido,Inyectable x 1,CHALVER,No regulado
G03FA01,Noretisterona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,NORESTIN,Noretisterona 50mg/1ml (50mg/1ml) + Estradiol 5mg/1ml (5mg/1ml),Líquido/Sólido,Inyectable x 1,CHALVER,No regulado
G03FA01,Noretisterona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,NORETISTERONA,Estradiol 5mg/1ml (5mg/1ml) + Noretisterona 50mg/1ml (50mg/1ml),Líquido/Sólido,Inyectable x 1,BCN MEDICAL,No regulado
G03FA01,Noretisterona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,NORETISTERONA,Estradiol 5mg/1ml (5mg/1ml) + Noretisterona 50mg/1ml (50mg/1ml),Líquido/Sólido,Inyectable x 1,BCN MEDICAL,No regulado
G03FA01,Noretisterona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,NORETISTERONA,Estradiol 5mg/1ml (5mg/1ml) + Noretisterona 50mg/1ml (50mg/1ml),Líquido/Sólido,Inyectable x 1,BCN MEDICAL,No regulado
G03FA01,Noretisterona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,NORIGYNON,Noretisterona 50mg/1ml (50mg/1ml) + Estradiol 5mg/1ml (5mg/1ml),Líquido/Sólido,Inyectable x 1,BAYER,No regulado
G03FA01,Noretisterona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,NORIGYNON,Noretisterona 50mg/1ml (50mg/1ml) + Estradiol 5mg/1ml (5mg/1ml),Líquido/Sólido,Inyectable x 1,BAYER,No regulado
G03FA01,Noretisterona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,NOFERTYL,Noretisterona 50mg/1ml (50mg/1ml) + Estradiol 5mg/1ml (5mg/1ml),Líquido/Sólido,Inyectable x 24,LAFRANCOL,No regulado
G03FA01,Noretisterona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,NOFERTYL,Noretisterona 50mg/1ml (50mg/1ml) + Estradiol 5mg/1ml (5mg/1ml),Líquido/Sólido,Inyectable x 1,LAFRANCOL,No regulado
G03FA01,Noretisterona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,NOFERTYL,Noretisterona 50mg/1ml (50mg/1ml) + Estradiol 5mg/1ml (5mg/1ml),Líquido/Sólido,Inyectable x 1,LAFRANCOL,No regulado
G03FA01,Noretisterona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,NOFERTYL,Noretisterona 50mg/1ml (50mg/1ml) + Estradiol 5mg/1ml (5mg/1ml),Líquido/Sólido,Inyectable x 1,LAFRANCOL,No regulado
G03FA01,Noretisterona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,NOFERTYL,Noretisterona 50mg/1ml (50mg/1ml) + Estradiol 5mg/1ml (5mg/1ml),Líquido/Sólido,Inyectable x 1,LAFRANCOL,No regulado
G03AA05,Noretisterona Y Etinilestradiol,Sólido - Oral,PRIMOSISTON,"Etinilestradiol 0,01mg/1U + Noretisterona 2mg/1U",Sólido,Oral x 30,BAYER,No regulado
G03AA05,Noretisterona Y Etinilestradiol,Sólido - Oral,TYNDAL,"Etinilestradiol 0,035mg/1U + Noretisterona 1mg/1U",Sólido,Oral x 1050,LAFRANCOL,No regulado
G03AA05,Noretisterona Y Etinilestradiol,Sólido - Oral,TYNDAL,"Etinilestradiol 0,035mg/1U + Noretisterona 1mg/1U",Sólido,Oral x 21,LAFRANCOL,No regulado
G03FB01,Norgestrel Y Estrogeno (estradiol),Sólido - Oral,PROGYLUTON,"Estradiol 2mg/1U + Estradiol 2mg/1U + Norgestrel 0,5mg/1U",Sólido,Oral x 21,BAYER,No regulado
G03FB01,Norgestrel Y Estrogeno (estradiol),Sólido - Oral,PROGYLUTON,"Estradiol 2mg/1U + Estradiol 2mg/1U + Norgestrel 0,5mg/1U",Sólido,Oral x 21,BAYER,No regulado
L01XX46,Olaparib,Sólido - Oral,LYNPARZA,Olaparib 100mg/1U,Sólido,Oral x 112,ASTRAZENECA,No regulado
L01XX46,Olaparib,Sólido - Oral,LYNPARZA,Olaparib 100mg/1U,Sólido,Oral x 56,ASTRAZENECA,No regulado
L01XX46,Olaparib,Sólido - Oral,LYNPARZA,Olaparib 150mg/1U,Sólido,Oral x 112,ASTRAZENECA,No regulado
L01XX46,Olaparib,Sólido - Oral,LYNPARZA,Olaparib 150mg/1U,Sólido,Oral x 56,ASTRAZENECA,No regulado
R03AL06,Olodaterol Y Bromuro De Tiotropio,Líquido - Inhalatoria,SPIOLTO RESPIMAT,Olodaterol 150µg/30Dosis (5µg/1Dosis) + Bromuro De Tiotropio 150µg/30Dosis (5µg/1Dosis),Líquido,Inhalatoria x 1,BOEHRINGER,No regulado
L01XE35,Osimertinib,Sólido - Oral,TAGRISSO,Osimertinib 40mg/1U,Sólido,Oral x 30,ASTRAZENECA,No regulado
L01XE35,Osimertinib,Sólido - Oral,TAGRISSO,Osimertinib 40mg/1U,Sólido,Oral x 30,ASTRAZENECA,No regulado
L01XE35,Osimertinib,Sólido - Oral,TAGRISSO,Osimertinib 80mg/1U,Sólido,Oral x 30,ASTRAZENECA,No regulado
L01XE35,Osimertinib,Sólido - Oral,TAGRISSO,Osimertinib 80mg/1U,Sólido,Oral x 30,ASTRAZENECA,No regulado
L01XE33,Palbociclib,Sólido - Oral,REAMPLA,Palbociclib 125mg/1U,Sólido,Oral x 21,PFIZER,No regulado
L01XE33,Palbociclib,Sólido - Oral,REAMPLA,Palbociclib 75mg/1U,Sólido,Oral x 21,PFIZER,No regulado
L01XE33,Palbociclib,Sólido - Oral,REAMPLA,Palbociclib 75mg/1U,Sólido,Oral x 21,PFIZER,No regulado
L01XE33,Palbociclib,Sólido - Oral,REAMPLA,Palbociclib 100mg/1U,Sólido,Oral x 21,PFIZER,No regulado
L01XE33,Palbociclib,Sólido - Oral,REAMPLA,Palbociclib 100mg/1U,Sólido,Oral x 21,PFIZER,No regulado
L01XE33,Palbociclib,Sólido - Oral,REAMPLA,Palbociclib 125mg/1U,Sólido,Oral x 21,PFIZER,No regulado
L01XE33,Palbociclib,Sólido - Oral,REAMPLA,Palbociclib 125mg/1U,Sólido,Oral x 21,PFIZER,No regulado
N05AX13,Paliperidona,Líquido/Sólido - Inyectable,INVEGA TRINZA,"Paliperidona 525mg/2,625ml (200mg/1ml)",Líquido/Sólido,Inyectable x 1,JANSSEN,No regulado
N05AX13,Paliperidona,Líquido/Sólido - Inyectable,INVEGA TRINZA,"Paliperidona 525mg/2,625ml (200mg/1ml)",Líquido/Sólido,Inyectable x 1,JANSSEN,No regulado
N05AX13,Paliperidona,Líquido/Sólido - Inyectable,INVEGA TRINZA,"Paliperidona 350mg/1,75ml (200mg/1ml)",Líquido/Sólido,Inyectable x 1,JANSSEN,No regulado
N05AX13,Paliperidona,Líquido/Sólido - Inyectable,INVEGA TRINZA,"Paliperidona 350mg/1,75ml (200mg/1ml)",Líquido/Sólido,Inyectable x 1,JANSSEN,No regulado
N05AX13,Paliperidona,Líquido/Sólido - Inyectable,INVEGA TRINZA,"Paliperidona 263mg/1,315ml (200mg/1ml)",Líquido/Sólido,Inyectable x 1,JANSSEN,No regulado
N05AX13,Paliperidona,Líquido/Sólido - Inyectable,INVEGA TRINZA,"Paliperidona 263mg/1,315ml (200mg/1ml)",Líquido/Sólido,Inyectable x 1,JANSSEN,No regulado
N05AX13,Paliperidona,Líquido/Sólido - Inyectable,INVEGA TRINZA,"Paliperidona 175mg/0,875ml (200mg/1ml)",Líquido/Sólido,Inyectable x 1,JANSSEN,No regulado
N05AX13,Paliperidona,Líquido/Sólido - Inyectable,INVEGA SUSTENNA,"Paliperidona 150mg/1,5ml (100mg/1ml)",Líquido/Sólido,Inyectable x 1,JANSSEN,No regulado
N05AX13,Paliperidona,Líquido/Sólido - Inyectable,INVEGA SUSTENNA,"Paliperidona 150mg/1,5ml (100mg/1ml)",Líquido/Sólido,Inyectable x 1,JANSSEN,No regulado
N05AX13,Paliperidona,Líquido/Sólido - Inyectable,INVEGA SUSTENNA,"Paliperidona 150mg/1,5ml (100mg/1ml)",Líquido/Sólido,Inyectable x 1,JANSSEN,No regulado
N05AX13,Paliperidona,Líquido/Sólido - Inyectable,INVEGA SUSTENNA,Paliperidona 100mg/1ml (100mg/1ml),Líquido/Sólido,Inyectable x 1,JANSSEN,No regulado
N05AX13,Paliperidona,Líquido/Sólido - Inyectable,INVEGA SUSTENNA,Paliperidona 100mg/1ml (100mg/1ml),Líquido/Sólido,Inyectable x 1,JANSSEN,No regulado
N05AX13,Paliperidona,Líquido/Sólido - Inyectable,INVEGA SUSTENNA,Paliperidona 100mg/1ml (100mg/1ml),Líquido/Sólido,Inyectable x 1,JANSSEN,No regulado
N05AX13,Paliperidona,Líquido/Sólido - Inyectable,INVEGA SUSTENNA,Paliperidona 100mg/1ml (100mg/1ml),Líquido/Sólido,Inyectable x 1,JANSSEN,No regulado
N05AX13,Paliperidona,Líquido/Sólido - Inyectable,INVEGA SUSTENNA,Paliperidona 100mg/1ml (100mg/1ml),Líquido/Sólido,Inyectable x 1,JANSSEN,No regulado
N05AX13,Paliperidona,Líquido/Sólido - Inyectable,INVEGA SUSTENNA,Paliperidona 100mg/1ml (100mg/1ml),Líquido/Sólido,Inyectable x 2,JANSSEN,No regulado
N05AX13,Paliperidona,Líquido/Sólido - Inyectable,INVEGA SUSTENNA,"Paliperidona 75mg/0,75ml (100mg/1ml)",Líquido/Sólido,Inyectable x 1,JANSSEN,No regulado
N05AX13,Paliperidona,Líquido/Sólido - Inyectable,INVEGA SUSTENNA,"Paliperidona 75mg/0,75ml (100mg/1ml)",Líquido/Sólido,Inyectable x 1,JANSSEN,No regulado
N05AX13,Paliperidona,Líquido/Sólido - Inyectable,INVEGA SUSTENNA,"Paliperidona 50mg/0,5ml (100mg/1ml)",Líquido/Sólido,Inyectable x 1,JANSSEN,No regulado
N05AX13,Paliperidona,Líquido/Sólido - Inyectable,INVEGA SUSTENNA,"Paliperidona 50mg/0,5ml (100mg/1ml)",Líquido/Sólido,Inyectable x 1,JANSSEN,No regulado
N05AX13,Paliperidona,Líquido/Sólido - Inyectable,INVEGA SUSTENNA,"Paliperidona 25mg/0,25ml (100mg/1ml)",Líquido/Sólido,Inyectable x 1,JANSSEN,No regulado
N05AX13,Paliperidona,Líquido/Sólido - Inyectable,INVEGA SUSTENNA,"Paliperidona 25mg/0,25ml (100mg/1ml)",Líquido/Sólido,Inyectable x 1,JANSSEN,No regulado
N05AX13,Paliperidona,Sólido - Oral,INVEGA,Paliperidona 9mg/1U,Sólido,Oral x 7,JANSSEN,No regulado
N05AX13,Paliperidona,Sólido - Oral,INVEGA,Paliperidona 6mg/1U,Sólido,Oral x 7,JANSSEN,No regulado
N05AX13,Paliperidona,Sólido - Oral,INVEGA,Paliperidona 3mg/1U,Sólido,Oral x 7,JANSSEN,No regulado
H01CB05,Pasireotida,Líquido/Sólido - Inyectable,SIGNIFOR,Pasireotida 60mg/1U,Líquido/Sólido,Inyectable x 1,NOVARTIS,No regulado
H01CB05,Pasireotida,Líquido/Sólido - Inyectable,SIGNIFOR,Pasireotida 60mg/1U,Líquido/Sólido,Inyectable x 1,NOVARTIS,No regulado
H01CB05,Pasireotida,Líquido/Sólido - Inyectable,SIGNIFOR,Pasireotida 60mg/1U,Líquido/Sólido,Inyectable x 1,NOVARTIS,No regulado
H01CB05,Pasireotida,Líquido/Sólido - Inyectable,SIGNIFORLAR,Pasireotida 40mg/1U,Líquido/Sólido,Inyectable x 1,NOVARTIS,No regulado
H01CB05,Pasireotida,Líquido/Sólido - Inyectable,SIGNIFORLAR,Pasireotida 40mg/1U,Líquido/Sólido,Inyectable x 1,NOVARTIS,No regulado
H01CB05,Pasireotida,Líquido/Sólido - Inyectable,SIGNIFORLAR,Pasireotida 40mg/1U,Líquido/Sólido,Inyectable x 1,NOVARTIS,No regulado
H01CB05,Pasireotida,Líquido/Sólido - Inyectable,SIGNIFOR,"Pasireotida 0,6mg/1ml (0,6mg/1ml)",Líquido/Sólido,Inyectable x 60,NOVARTIS,No regulado
H01CB05,Pasireotida,Líquido/Sólido - Inyectable,SIGNIFOR,"Pasireotida 0,6mg/1ml (0,6mg/1ml)",Líquido/Sólido,Inyectable x 30,NOVARTIS,No regulado
H01CB05,Pasireotida,Líquido/Sólido - Inyectable,SIGNIFOR,"Pasireotida 0,6mg/1ml (0,6mg/1ml)",Líquido/Sólido,Inyectable x 6,NOVARTIS,No regulado
H01CB05,Pasireotida,Líquido/Sólido - Inyectable,SIGNIFOR,"Pasireotida 0,3mg/1ml (0,3mg/1ml)",Líquido/Sólido,Inyectable x 60,NOVARTIS,No regulado
H01CB05,Pasireotida,Líquido/Sólido - Inyectable,SIGNIFOR,"Pasireotida 0,3mg/1ml (0,3mg/1ml)",Líquido/Sólido,Inyectable x 30,NOVARTIS,No regulado
H01CB05,Pasireotida,Líquido/Sólido - Inyectable,SIGNIFOR,"Pasireotida 0,3mg/1ml (0,3mg/1ml)",Líquido/Sólido,Inyectable x 6,NOVARTIS,No regulado
H01CB05,Pasireotida,Líquido/Sólido - Inyectable,SIGNIFOR,"Pasireotida 0,9mg/1ml (0,9mg/1ml)",Líquido/Sólido,Inyectable x 60,NOVARTIS,No regulado
H01CB05,Pasireotida,Líquido/Sólido - Inyectable,SIGNIFOR,"Pasireotida 0,9mg/1ml (0,9mg/1ml)",Líquido/Sólido,Inyectable x 30,NOVARTIS,No regulado
H01CB05,Pasireotida,Líquido/Sólido - Inyectable,SIGNIFOR,"Pasireotida 0,9mg/1ml (0,9mg/1ml)",Líquido/Sólido,Inyectable x 6,NOVARTIS,No regulado
L04AX06,Pomalidomida,Sólido - Oral,IPOPRIN,Pomalidomida 4mg/1U,Sólido,Oral x 21,MSN LABORATORIES PRIVATE,No regulado
L04AX06,Pomalidomida,Sólido - Oral,IPOPRIN,Pomalidomida 3mg/1U,Sólido,Oral x 21,MSN LABORATORIES PRIVATE,No regulado
L04AX06,Pomalidomida,Sólido - Oral,IPOPRIN,Pomalidomida 2mg/1U,Sólido,Oral x 21,MSN LABORATORIES PRIVATE,No regulado
L04AX06,Pomalidomida,Sólido - Oral,POMALYST,Pomalidomida 4mg/1U,Sólido,Oral x 21,CELGENE EUROPE,No regulado
L04AX06,Pomalidomida,Sólido - Oral,POMALYST,Pomalidomida 3mg/1U,Sólido,Oral x 21,CELGENE EUROPE,No regulado
L04AX06,Pomalidomida,Sólido - Oral,POMALYST,Pomalidomida 2mg/1U,Sólido,Oral x 21,CELGENE,No regulado
L04AX06,Pomalidomida,Sólido - Oral,POMALYST,Pomalidomida 1mg/1U,Sólido,Oral x 21,CELGENE,No regulado
L01BA05,Pralatrexato,Líquido/Sólido - Inyectable,DIFOLTA,Pralatrexato 20mg/1ml (20mg/1ml),Líquido/Sólido,Inyectable x 1,MUNDIPHARMA,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,JARIT,Progesterona 25mg/1U,Semisólido,Vaginal x 10,PROCAPS,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,JARIT,Progesterona 25mg/1U,Semisólido,Vaginal x 8,PROCAPS,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,JARIT,Progesterona 25mg/1U,Semisólido,Vaginal x 4,PROCAPS,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CRINONE,"Progesterona 90mg/1,125g (8000mg/100g)",Semisólido,Vaginal x 15,MERCK,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CRINONE,"Progesterona 90mg/1,125g (8000mg/100g)",Semisólido,Vaginal x 6,MERCK,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CYCLOGEST,Progesterona 3600mg/45g (8000mg/100g),Semisólido,Vaginal x 1,LAFRANCOL,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CYCLOGEST,Progesterona 1200mg/15g (8000mg/100g),Semisólido,Vaginal x 1,LAFRANCOL,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CYCLOGEST,Progesterona 3600mg/45g (8000mg/100g),Semisólido,Vaginal x 1,LAFRANCOL,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CYCLOGEST,Progesterona 1200mg/15g (8000mg/100g),Semisólido,Vaginal x 1,LAFRANCOL,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CYCLOGEST,Progesterona 3200mg/40g (8000mg/100g),Semisólido,Vaginal x 1,LAFRANCOL,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CYCLOGEST,Progesterona 1200mg/15g (8000mg/100g),Semisólido,Vaginal x 1,LAFRANCOL,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CYCLOGEST,Progesterona 800mg/10g (8000mg/100g),Semisólido,Vaginal x 1,LAFRANCOL,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CYCLOGEST,Progesterona 3600mg/45g (8000mg/100g),Semisólido,Vaginal x 1,LAFRANCOL,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CYCLOGEST,Progesterona 3200mg/40g (8000mg/100g),Semisólido,Vaginal x 1,LAFRANCOL,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CYCLOGEST,Progesterona 1200mg/15g (8000mg/100g),Semisólido,Vaginal x 1,LAFRANCOL,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CYCLOGEST,Progesterona 1200mg/15g (8000mg/100g),Semisólido,Vaginal x 1,LAFRANCOL,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CYCLOGEST,Progesterona 800mg/10g (8000mg/100g),Semisólido,Vaginal x 1,LAFRANCOL,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CYCLOGEST,Progesterona 3600mg/45g (8000mg/100g),Semisólido,Vaginal x 1,LAFRANCOL,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CYCLOGEST,Progesterona 3200mg/40g (8000mg/100g),Semisólido,Vaginal x 1,LAFRANCOL,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CYCLOGEST,Progesterona 1200mg/15g (8000mg/100g),Semisólido,Vaginal x 1,LAFRANCOL,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CYCLOGEST,Progesterona 1200mg/15g (8000mg/100g),Semisólido,Vaginal x 1,LAFRANCOL,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CYCLOGEST,Progesterona 3600mg/45g (8000mg/100g),Semisólido,Vaginal x 1,LAFRANCOL,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CYCLOGEST,Progesterona 800mg/10g (8000mg/100g),Semisólido,Vaginal x 1,LAFRANCOL,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CYCLOGEST,Progesterona 3200mg/40g (8000mg/100g),Semisólido,Vaginal x 1,LAFRANCOL,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CYCLOGEST,Progesterona 800mg/10g (8000mg/100g),Semisólido,Vaginal x 1,LAFRANCOL,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CYCLOGEST,Progesterona 3600mg/45g (8000mg/100g),Semisólido,Vaginal x 1,LAFRANCOL,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CYCLOGEST,Progesterona 3600mg/45g (8000mg/100g),Semisólido,Vaginal x 1,LAFRANCOL,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CYCLOGEST,Progesterona 3200mg/40g (8000mg/100g),Semisólido,Vaginal x 1,LAFRANCOL,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CYCLOGEST,Progesterona 1200mg/15g (8000mg/100g),Semisólido,Vaginal x 1,LAFRANCOL,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CYCLOGEST,Progesterona 1200mg/15g (8000mg/100g),Semisólido,Vaginal x 1,LAFRANCOL,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CYCLOGEST,Progesterona 1200mg/15g (8000mg/100g),Semisólido,Vaginal x 1,LAFRANCOL,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CYCLOGEST,Progesterona 800mg/10g (8000mg/100g),Semisólido,Vaginal x 1,LAFRANCOL,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,CYCLOGEST,Progesterona 1200mg/15g (8000mg/100g),Semisólido,Vaginal x 1,LAFRANCOL,No regulado
G03DA04,Progesterona,Semisólido - Vaginal,PROGESTOGEL,Progesterona 800mg/80g (1000mg/100g),Semisólido,Vaginal x 1,BESINS HEALTHCARE,No regulado
G03AA,Algestona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,SYNOVULAR SUAVE,Algestona 90mg/1ml (90mg/1ml) + Estradiol 6mg/1ml (6mg/1ml),Líquido/Sólido,Inyectable x 1,LAFRANCOL,No regulado
G03AA,Algestona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,SYNOVULAR SUAVE,Algestona 90mg/1ml (90mg/1ml) + Estradiol 6mg/1ml (6mg/1ml),Líquido/Sólido,Inyectable x 1,LAFRANCOL,No regulado
G03AA,Algestona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,SYNOVULAR SUAVE,Algestona 90mg/1ml (90mg/1ml) + Estradiol 6mg/1ml (6mg/1ml),Líquido/Sólido,Inyectable x 24,LAFRANCOL,No regulado
G03AA,Algestona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,SYNOVULAR SUAVE,Algestona 90mg/1ml (90mg/1ml) + Estradiol 6mg/1ml (6mg/1ml),Líquido/Sólido,Inyectable x 1,LAFRANCOL,No regulado
G03AA,Algestona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,SYNOVULAR SUAVE,Algestona 90mg/1ml (90mg/1ml) + Estradiol 6mg/1ml (6mg/1ml),Líquido/Sólido,Inyectable x 1,LAFRANCOL,No regulado
G03AA,Algestona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,SYNOVULAR SUAVE,Algestona 90mg/1ml (90mg/1ml) + Estradiol 6mg/1ml (6mg/1ml),Líquido/Sólido,Inyectable x 1,LAFRANCOL,No regulado
G03AA,Algestona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,SYNOVULAR SUAVE,Algestona 90mg/1ml (90mg/1ml) + Estradiol 6mg/1ml (6mg/1ml),Líquido/Sólido,Inyectable x 1,LAFRANCOL,No regulado
G03AA,Algestona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,SYNOVULAR SUAVE,Algestona 90mg/1ml (90mg/1ml) + Estradiol 6mg/1ml (6mg/1ml),Líquido/Sólido,Inyectable x 24,LAFRANCOL,No regulado
G03AA,Algestona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,SYNOVULAR SUAVE,Algestona 90mg/1ml (90mg/1ml) + Estradiol 6mg/1ml (6mg/1ml),Líquido/Sólido,Inyectable x 1,LAFRANCOL,No regulado
G03AA,Algestona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,SYNOVULAR SUAVE,Algestona 90mg/1ml (90mg/1ml) + Estradiol 6mg/1ml (6mg/1ml),Líquido/Sólido,Inyectable x 1,LAFRANCOL,No regulado
G03AA,Algestona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,SYNOVULAR SUAVE,Algestona 90mg/1ml (90mg/1ml) + Estradiol 6mg/1ml (6mg/1ml),Líquido/Sólido,Inyectable x 1,LAFRANCOL,No regulado
G03AA,Algestona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,SYNOVULAR SUAVE,Algestona 90mg/1ml (90mg/1ml) + Estradiol 6mg/1ml (6mg/1ml),Líquido/Sólido,Inyectable x 1,LAFRANCOL,No regulado
G03AA,Algestona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,SYNOVULAR SUAVE,Algestona 90mg/1ml (90mg/1ml) + Estradiol 6mg/1ml (6mg/1ml),Líquido/Sólido,Inyectable x 1,LAFRANCOL,No regulado
G03AA,Algestona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,SYNOVULAR SUAVE,Algestona 90mg/1ml (90mg/1ml) + Estradiol 6mg/1ml (6mg/1ml),Líquido/Sólido,Inyectable x 1,LAFRANCOL,No regulado
G03AA,Algestona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,SYNOVULAR SUAVE,Algestona 90mg/1ml (90mg/1ml) + Estradiol 6mg/1ml (6mg/1ml),Líquido/Sólido,Inyectable x 1,LAFRANCOL,No regulado
G03AA,Algestona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,SYNOVULAR SUAVE,Algestona 90mg/1ml (90mg/1ml) + Estradiol 6mg/1ml (6mg/1ml),Líquido/Sólido,Inyectable x 1,LAFRANCOL,No regulado
G03AA,Algestona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,FEMVULEN,Algestona 150mg/1ml (150mg/1ml) + Estradiol 10mg/1ml (10mg/1ml),Líquido/Sólido,Inyectable x 1,CHALVER,No regulado
G03AA,Algestona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,SYNOVULAR,Algestona 150mg/1ml (150mg/1ml) + Estradiol 10mg/1ml (10mg/1ml),Líquido/Sólido,Inyectable x 1,LAFRANCOL,No regulado
G03AA,Algestona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,SYNOVULAR,Algestona 150mg/1ml (150mg/1ml) + Estradiol 10mg/1ml (10mg/1ml),Líquido/Sólido,Inyectable x 24,LAFRANCOL,No regulado
G03AA,Algestona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,SYNOVULAR,Algestona 150mg/1ml (150mg/1ml) + Estradiol 10mg/1ml (10mg/1ml),Líquido/Sólido,Inyectable x 1,LAFRANCOL,No regulado
G03AA,Algestona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,SYNOVULAR,Algestona 150mg/1ml (150mg/1ml) + Estradiol 10mg/1ml (10mg/1ml),Líquido/Sólido,Inyectable x 1,LAFRANCOL,No regulado
G03AA,Algestona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,SYNOVULAR,Algestona 150mg/1ml (150mg/1ml) + Estradiol 10mg/1ml (10mg/1ml),Líquido/Sólido,Inyectable x 24,LAFRANCOL,No regulado
G03AA,Algestona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,SYNOVULAR,Algestona 150mg/1ml (150mg/1ml) + Estradiol 10mg/1ml (10mg/1ml),Líquido/Sólido,Inyectable x 1,LAFRANCOL,No regulado
G03AA,Algestona Y Estrogeno (estradiol),Líquido/Sólido - Inyectable,SYNOVULAR,Algestona 150mg/1ml (150mg/1ml) + Estradiol 10mg/1ml (10mg/1ml),Líquido/Sólido,Inyectable x 1,LAFRANCOL,No regulado
