Nombre del producto farmacéutico,Tipo de fármaco,Nombre del laboratorio ofertante,Estado,Aportación del beneficiario,Principio activo o asociación de principios activos,Precio venta con IVA_Euros,Nombre de la agrupación homogénea del producto sanitario,Diagnóstico hospitalario,Tratamiento de larga duración,Especial control médico,Medicamento huérfano
ABFENTIQ 400 MICROGRAMOS COMPRIMIDOS PARA CHUPAR EFG 3 comprimidos,Medicamento Generico,FERRER FARMA S.A.,BAJA POR NO COMERCIALIZAR,ESPECIAL,FENTANILO CITRATO,19.2,"FENTANILO 0,4 MG 3 COMPRIMIDOS BUCALES/PARA CHUPAR",NO,NO,NO,NO
ABFENTIQ 400 MICROGRAMOS COMPRIMIDOS PARA CHUPAR EFG 15 comprimidos,Medicamento Generico,FERRER FARMA S.A.,BAJA POR NO COMERCIALIZAR,ESPECIAL,FENTANILO CITRATO,95.99,"FENTANILO 0,4 MG 15 COMPRIMIDOS BUCALES/PARA CHUPAR",NO,NO,NO,NO
ABFENTIQ 400 MICROGRAMOS COMPRIMIDOS PARA CHUPAR EFG 30 comprimidos,Medicamento Generico,FERRER FARMA S.A.,ALTA,ESPECIAL,FENTANILO CITRATO,175.65,"FENTANILO 0,4 MG 30 COMPRIMIDOS BUCALES/PARA CHUPAR",NO,NO,NO,NO
ABFENTIQ 600 MICROGRAMOS COMPRIMIDOS PARA CHUPAR EFG 3 comprimidos,Medicamento Generico,FERRER FARMA S.A.,BAJA POR NO COMERCIALIZAR,ESPECIAL,FENTANILO CITRATO,28.8,"FENTANILO 0,6 MG 3 COMPRIMIDOS BUCALES/PARA CHUPAR",NO,NO,NO,NO
ABFENTIQ 600 MICROGRAMOS COMPRIMIDOS PARA CHUPAR EFG 15 comprimidos,Medicamento Generico,FERRER FARMA S.A.,BAJA POR NO COMERCIALIZAR,ESPECIAL,FENTANILO CITRATO,140.84,"FENTANILO 0,6 MG 15 COMPRIMIDOS BUCALES/PARA CHUPAR",NO,NO,NO,NO
ABFENTIQ 600 MICROGRAMOS COMPRIMIDOS PARA CHUPAR EFG 30 comprimidos,Medicamento Generico,FERRER FARMA S.A.,ALTA,ESPECIAL,FENTANILO CITRATO,235.36,"FENTANILO 0,6 MG 30 COMPRIMIDOS BUCALES/PARA CHUPAR",NO,NO,NO,NO
ABFENTIQ 800 MICROGRAMOS COMPRIMIDOS PARA CHUPAR EFG 3 comprimidos,Medicamento Generico,FERRER FARMA S.A.,BAJA POR NO COMERCIALIZAR,ESPECIAL,FENTANILO CITRATO,34.84,"FENTANILO 0,8 MG 3 COMPRIMIDOS BUCALES/PARA CHUPAR",NO,NO,NO,NO
ABFENTIQ 800 MICROGRAMOS COMPRIMIDOS PARA CHUPAR EFG 15 comprimidos,Medicamento Generico,FERRER FARMA S.A.,ALTA,ESPECIAL,FENTANILO CITRATO,140.84,"FENTANILO 0,8 MG 15 COMPRIMIDOS BUCALES/PARA CHUPAR",NO,NO,NO,NO
ABFENTIQ 1200 MICROGRAMOS COMPRIMIDOS PARA CHUPAR EFG 3 comprimidos,Medicamento Generico,FERRER FARMA S.A.,BAJA POR NO COMERCIALIZAR,ESPECIAL,FENTANILO CITRATO,34.84,"FENTANILO 1,2 MG 3 COMPRIMIDOS BUCALES/PARA CHUPAR",NO,NO,NO,NO
ABFENTIQ 1200 MICROGRAMOS COMPRIMIDOS PARA CHUPAR EFG 15 comprimidos,Medicamento Generico,FERRER FARMA S.A.,BAJA POR NO COMERCIALIZAR,ESPECIAL,FENTANILO CITRATO,140.84,"FENTANILO 1,2 MG 15 COMPRIMIDOS BUCALES/PARA CHUPAR",NO,NO,NO,NO
ABFENTIQ 1600 MICROGRAMOS COMPRIMIDOS PARA CHUPAR EFG 3 comprimidos,Medicamento Generico,FERRER FARMA S.A.,BAJA POR NO COMERCIALIZAR,ESPECIAL,FENTANILO CITRATO,34.84,"FENTANILO 1,6 MG 3 COMPRIMIDOS BUCALES/PARA CHUPAR",NO,NO,NO,NO
ABFENTIQ 1600 MICROGRAMOS COMPRIMIDOS PARA CHUPAR EFG 15 comprimidos,Medicamento Generico,FERRER FARMA S.A.,BAJA POR NO COMERCIALIZAR,ESPECIAL,FENTANILO CITRATO,140.84,"FENTANILO 1,6 MG 15 COMPRIMIDOS BUCALES/PARA CHUPAR",NO,NO,NO,NO
"PREGABALINA ACCORD 150 MG CAPSULAS DURAS EFG, 56 capsulas",Medicamento Generico,"ACCORD HEALTHCARE, S.L.U",BAJA POR NO COMERCIALIZAR,ESPECIAL,PREGABALINA,29.41,PREGABALINA 150MG 56 CAPSULAS,NO,NO,NO,NO
"PREGABALINA ACCORD 300 MG CAPSULAS DURAS EFG, 56 capsulas",Medicamento Generico,"ACCORD HEALTHCARE, S.L.U",BAJA POR NO COMERCIALIZAR,ESPECIAL,PREGABALINA,58.82,PREGABALINA 300MG 56 CAPSULAS,NO,NO,NO,NO
"PREGABALINA ACCORD 75 MG CAPSULAS DURAS EFG, 56 capsulas",Medicamento Generico,"ACCORD HEALTHCARE, S.L.U",BAJA POR NO COMERCIALIZAR,ESPECIAL,PREGABALINA,14.71,PREGABALINA 75MG 56 CAPSULAS,NO,NO,NO,NO
UXAGAM 30 MG CAPSULAS DURAS GASTRORRESISTENTES 28 capsulas (Blister Aluminio),Medicamento Etica,"UXAFARMA, S.A.",BAJA GENERAL,ESPECIAL,DULOXETINA HIDROCLORURO,13.36,DULOXETINA 30MG 28 CAPSULAS ENTERICAS/GASTRORRESISTENTES,NO,NO,NO,NO
UXAGAM 60 MG CAPSULAS DURAS GASTRORRESISTENTES 28 capsulas (Blister Aluminio),Medicamento Etica,"UXAFARMA, S.A.",BAJA GENERAL,ESPECIAL,DULOXETINA HIDROCLORURO,26.73,DULOXETINA 60MG 28 CAPSULAS ENTERICAS/GASTRORRESISTENTES,NO,NO,NO,NO
ULCERAL 40 MG CAPSULAS DURAS GASTRORRESISTENTES 28 capsulas (Blister PVC-PVDC/Al),Medicamento Etica,"MEIJI PHARMA SPAIN, S.A.",ALTA,NORMAL,OMEPRAZOL,4.15,OMEPRAZOL 40 MG 28 CAPSULAS ENTERICAS/GASTRORRESISTENTES,NO,NO,NO,NO
ULCERAL 20 MG CAPSULAS DURAS GASTRORRESISTENTES EFG 28 capsulas (Blister PVC-PVDC/Al),Medicamento Generico,"MEIJI PHARMA SPAIN, S.A.",ALTA,NORMAL,OMEPRAZOL,2.42,OMEPRAZOL 20 MG 28 CAPSULAS ENTERICAS/GASTRORRESISTENTES,NO,NO,NO,NO
XERISTAR 30 MG CAPSULAS DURAS GASTRORRESISTENTES EFG 28 capsulas (Blister PVC/PVDC-Al),Medicamento Generico,"ESTEVE PHARMACEUTICALS, S.A.",ALTA,ESPECIAL,DULOXETINA HIDROCLORURO,13.36,DULOXETINA 30MG 28 CAPSULAS ENTERICAS/GASTRORRESISTENTES,NO,NO,NO,NO
XERISTAR 60 MG CAPSULAS DURAS GASTRORRESISTENTES EFG 28 capsulas (Blister PVC/PVDC-Al),Medicamento Generico,"ESTEVE PHARMACEUTICALS, S.A.",ALTA,ESPECIAL,DULOXETINA HIDROCLORURO,26.73,DULOXETINA 60MG 28 CAPSULAS ENTERICAS/GASTRORRESISTENTES,NO,NO,NO,NO
"DIAZEPAM BLUEFISH 5 MG COMPRIMIDOS EFG, 30 comprimidos",Medicamento Generico,"BLUEFISH PHARMA, S.L.U",ALTA,NORMAL,DIAZEPAM,1.5,DIAZEPAM 5 MG 30 COMPRIMIDOS,NO,NO,NO,NO
"CELECOXIB AUROVITAS 200 MG CAPSULAS DURAS EFG, 30 capsulas",Medicamento Generico,"AUROVITAS SPAIN, S.A.U",ALTA,NORMAL,CELECOXIB,22.28,CELECOXIB 200 MG 30 CAPSULAS,NO,NO,NO,NO
"SOLIFENACINA AUROVITAS 5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 30 comprimidos",Medicamento Generico,"AUROVITAS SPAIN, S.A.U",ALTA,NORMAL,SOLIFENACINA SUCCINATO,20.4,SOLIFENACINA 5 MG 30 COMPRIMIDOS,NO,NO,NO,NO
"SOLIFENACINA AUROVITAS 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 30 comprimidos",Medicamento Generico,"AUROVITAS SPAIN, S.A.U",ALTA,NORMAL,SOLIFENACINA SUCCINATO,40.81,SOLIFENACINA 10 MG 30 COMPRIMIDOS,NO,NO,NO,NO
"IVABRADINA CINFA 5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 56 comprimidos (Blister Al/Al)",Medicamento Generico,CINFA S.A.,ALTA,ESPECIAL,IVABRADINA HIDROCLORURO,28.85,IVABRADINA 5 MG 56 COMPRIMIDOS,NO,NO,NO,NO
"IVABRADINA CINFA 7,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 56 comprimidos (Blister Al/Al)",Medicamento Generico,CINFA S.A.,ALTA,ESPECIAL,IVABRADINA HIDROCLORURO,43.27,"IVABRADINA 7,5 MG 56 COMPRIMIDOS",NO,NO,NO,NO
"Ivabradina STADAGEN 5 mg comprimidos recubiertos con pelicula EFG, 56 comprimidos",Medicamento Generico,"STADA, S.L",BAJA GENERAL,ESPECIAL,IVABRADINA HIDROCLORURO,28.85,IVABRADINA 5 MG 56 COMPRIMIDOS,NO,NO,NO,NO
"Ivabradina STADAGEN 7,5 mg comprimidos recubiertos con pelicula EFG, 56 comprimidos",Medicamento Generico,"STADA, S.L",BAJA GENERAL,ESPECIAL,IVABRADINA HIDROCLORURO,43.27,"IVABRADINA 7,5 MG 56 COMPRIMIDOS",NO,NO,NO,NO
"IVABRADINA ALTER 5 MG COMPRIMIDOS EFG, 56 comprimidos",Medicamento Generico,ALTER S.A.,ALTA,ESPECIAL,IVABRADINA HIDROCLORURO,28.85,IVABRADINA 5 MG 56 COMPRIMIDOS,NO,NO,NO,NO
"Ivabradina Alter 7,5 mg comprimidos EFG, 56 comprimidos",Medicamento Generico,ALTER S.A.,ALTA,ESPECIAL,IVABRADINA HIDROCLORURO,43.27,"IVABRADINA 7,5 MG 56 COMPRIMIDOS",NO,NO,NO,NO
IVABRADINA KERN PHARMA 5 MG COMPRIMIDOS EFG 56 comprimidos,Medicamento Generico,"KERN PHARMA, S.L.",ALTA,ESPECIAL,IVABRADINA HIDROCLORURO,28.85,IVABRADINA 5 MG 56 COMPRIMIDOS,NO,NO,NO,NO
"IVABRADINA KERN PHARMA 7,5 MG COMPRIMIDOS EFG 56 comprimidos",Medicamento Generico,"KERN PHARMA, S.L.",ALTA,ESPECIAL,IVABRADINA HIDROCLORURO,43.27,"IVABRADINA 7,5 MG 56 COMPRIMIDOS",NO,NO,NO,NO
IVABRADINA TECNIGEN 5 MG COMPRIMIDOS EFG 56 comprimidos,Medicamento Generico,TECNIMEDE ESPAÑA INDUSTRIA FARMACEUTICA S.A.,ALTA,ESPECIAL,IVABRADINA HIDROCLORURO,28.85,IVABRADINA 5 MG 56 COMPRIMIDOS,NO,NO,NO,NO
"IVABRADINA TECNIGEN 7,5 MG COMPRIMIDOS EFG 56 comprimidos",Medicamento Generico,TECNIMEDE ESPAÑA INDUSTRIA FARMACEUTICA S.A.,ALTA,ESPECIAL,IVABRADINA HIDROCLORURO,43.27,"IVABRADINA 7,5 MG 56 COMPRIMIDOS",NO,NO,NO,NO
ALOPURINOL BLUEFISH 100 MG COMPRIMIDOS EFG 25 comprimidos,Medicamento Generico,"BLUEFISH PHARMA, S.L.U",BAJA POR NO COMERCIALIZAR,ESPECIAL,ALOPURINOL,1.67,ALOPURINOL 100 MG 25 COMPRIMIDOS,NO,SI,NO,NO
ALOPURINOL BLUEFISH 100 MG COMPRIMIDOS EFG 100 comprimidos,Medicamento Generico,"BLUEFISH PHARMA, S.L.U",ALTA,ESPECIAL,ALOPURINOL,3.12,ALOPURINOL 100 MG 100 COMPRIMIDOS,NO,SI,NO,NO
ALOPURINOL BLUEFISH 300 MG COMPRIMIDOS EFG 30 comprimidos,Medicamento Generico,"BLUEFISH PHARMA, S.L.U",ALTA,ESPECIAL,ALOPURINOL,2.81,ALOPURINOL 300 MG 30 COMPRIMIDOS,NO,SI,NO,NO
ALOPURINOL TECNIGEN 100 MG COMPRIMIDOS EFG 100 comprimidos,Medicamento Generico,TECNIMEDE ESPAÑA INDUSTRIA FARMACEUTICA S.A.,ALTA,ESPECIAL,ALOPURINOL,3.12,ALOPURINOL 100 MG 100 COMPRIMIDOS,NO,SI,NO,NO
"AMIODARONA AUROVITAS 200 MG COMPRIMIDOS EFG, 30 comprimidos",Medicamento Generico,"AUROVITAS SPAIN, S.A.U",ALTA,ESPECIAL,AMIODARONA HIDROCLORURO,3.48,AMIODARONA 200 MG 30 COMPRIMIDOS,NO,SI,NO,NO
"ESCITALOPRAM AUROVITAS 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",Medicamento Generico,"AUROVITAS SPAIN, S.A.U",ALTA,ESPECIAL,ESCITALOPRAM OXALATO,8.74,ESCITALOPRAM 10 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"ESCITALOPRAM AUROVITAS 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 56 comprimidos",Medicamento Generico,"AUROVITAS SPAIN, S.A.U",ALTA,ESPECIAL,ESCITALOPRAM OXALATO,17.48,ESCITALOPRAM 10 MG 56 COMPRIMIDOS,NO,NO,NO,NO
"ESCITALOPRAM AUROVITAS 15 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",Medicamento Generico,"AUROVITAS SPAIN, S.A.U",ALTA,ESPECIAL,ESCITALOPRAM OXALATO,13.11,ESCITALOPRAM 15 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"ESCITALOPRAM AUROVITAS 15 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 56 comprimidos",Medicamento Generico,"AUROVITAS SPAIN, S.A.U",ALTA,ESPECIAL,ESCITALOPRAM OXALATO,26.23,ESCITALOPRAM 15 MG 56 COMPRIMIDOS,NO,NO,NO,NO
"ESCITALOPRAM AUROVITAS 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",Medicamento Generico,"AUROVITAS SPAIN, S.A.U",ALTA,ESPECIAL,ESCITALOPRAM OXALATO,17.48,ESCITALOPRAM 20 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"ESCITALOPRAM AUROVITAS 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 56 comprimidos",Medicamento Generico,"AUROVITAS SPAIN, S.A.U",ALTA,ESPECIAL,ESCITALOPRAM OXALATO,34.97,ESCITALOPRAM 20 MG 56 COMPRIMIDOS,NO,NO,NO,NO
"OLAZAX 5MG COMPRIMIDOS EFG, 28 comprimidos",Medicamento Generico,"VISO FARMACEUTICA, S.L.",ALTA,ESPECIAL,OLANZAPINA,26.44,OLANZAPINA 5 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"OLAZAX 7,5MG COMPRIMIDOS EFG, 28 comprimidos",Medicamento Generico,"VISO FARMACEUTICA, S.L.",ALTA,ESPECIAL,OLANZAPINA,39.67,"OLANZAPINA 7,5 MG 28 COMPRIMIDOS",NO,NO,NO,NO
"OLAZAX 10MG COMPRIMIDOS EFG, 28 comprimidos",Medicamento Generico,"VISO FARMACEUTICA, S.L.",ALTA,ESPECIAL,OLANZAPINA,52.89,OLANZAPINA 10 MG 28 COMPRIMIDOS,NO,NO,NO,NO
ALOPURINOL TECNIGEN 300 MG COMPRIMIDOS EFG 30 comprimidos,Medicamento Generico,TECNIMEDE ESPAÑA INDUSTRIA FARMACEUTICA S.A.,ALTA,ESPECIAL,ALOPURINOL,2.81,ALOPURINOL 300 MG 30 COMPRIMIDOS,NO,SI,NO,NO
"OLAZAX DISPERZI 10 MG COMPRIMIDOS BUCODISPERSABLES EFG, 28 comprimidos",Medicamento Generico,"VISO FARMACEUTICA, S.L.",ALTA,ESPECIAL,OLANZAPINA,52.89,OLANZAPINA 10 MG 28 COMPRIMIDOS BUCODISPERSABLES/LIOTABS,NO,NO,NO,NO
"OLAZAX DISPERZI 5 MG COMPRIMIDOS BUCODISPERSABLES EFG, 28 comprimidos",Medicamento Generico,"VISO FARMACEUTICA, S.L.",ALTA,ESPECIAL,OLANZAPINA,26.44,OLANZAPINA 5 MG 28 COMPRIMIDOS BUCODISPERSABLES/LIOTABS,NO,NO,NO,NO
"OLAZAX DISPERZI 7,5 MG COMPRIMIDOS BUCODISPERSABLES EFG, 28 comprimidos",Medicamento Generico,"VISO FARMACEUTICA, S.L.",BAJA GENERAL,ESPECIAL,OLANZAPINA,39.67,,NO,NO,NO,NO
"OLAZAX DISPERZI 15 MG COMPRIMIDOS BUCODISPERSABLES EFG, 28 comprimidos",Medicamento Generico,"VISO FARMACEUTICA, S.L.",ALTA,ESPECIAL,OLANZAPINA,79.33,OLANZAPINA 15 MG 28 COMPRIMIDOS BUCODISPERSABLES/LIOTABS,NO,NO,NO,NO
"OLAZAX DISPERZI 20 MG COMPRIMIDOS BUCODISPERSABLES EFG, 28 comprimidos",Medicamento Generico,"VISO FARMACEUTICA, S.L.",BAJA POR NO COMERCIALIZAR,ESPECIAL,OLANZAPINA,105.78,OLANZAPINA 20 MG 28 COMPRIMIDOS BUCODISPERSABLES/LIOTABS,NO,NO,NO,NO
"OMEPRAZOL STADA 40 mg CAPSULAS DURAS GASTRORRESISTENTES, 56 capsulas (FRASCO)",Medicamento Etica,"STADA, S.L",ALTA,NORMAL,OMEPRAZOL,8.3,OMEPRAZOL 40 MG 56 CAPSULAS ENTERICAS/GASTRORRESISTENTES,NO,NO,NO,NO
OMEPRAZOL ALTER 20 MG CAPSULAS DURAS GASTRORRESISTENTES EFG 28 capsulas (Frasco),Medicamento Generico,ALTER S.A.,ALTA,NORMAL,OMEPRAZOL,2.42,OMEPRAZOL 20 MG 28 CAPSULAS ENTERICAS/GASTRORRESISTENTES,NO,NO,NO,NO
OMEPRAZOL ALTER 20 MG CAPSULAS DURAS GASTRORRESISTENTES EFG 28 capsulas (PVC-PVDC/Al),Medicamento Generico,ALTER S.A.,ALTA,NORMAL,OMEPRAZOL,2.42,OMEPRAZOL 20 MG 28 CAPSULAS ENTERICAS/GASTRORRESISTENTES,NO,NO,NO,NO
OMEPRAZOL ALTER 40 MG CAPSULAS DURAS GASTRORRESISTENTES 28 capsulas (Blister PVC-PVDC/Al),Medicamento Etica,ALTER S.A.,ALTA,NORMAL,OMEPRAZOL,4.15,OMEPRAZOL 40 MG 28 CAPSULAS ENTERICAS/GASTRORRESISTENTES,NO,NO,NO,NO
"GLIMEPIRIDA AUROVITAS 2 MG COMPRIMIDOS EFG, 120 comprimidos",Medicamento Generico,"AUROVITAS SPAIN, S.A.U",ALTA,ESPECIAL,GLIMEPIRIDA,10.18,GLIMEPIRIDA 2 MG 120 COMPRIMIDOS,NO,NO,NO,NO
"GLIMEPIRIDA AUROVITAS 4 MG COMPRIMIDOS EFG, 120 comprimidos",Medicamento Generico,"AUROVITAS SPAIN, S.A.U",ALTA,ESPECIAL,GLIMEPIRIDA,20.36,GLIMEPIRIDA 4 MG 120 COMPRIMIDOS,NO,NO,NO,NO
"EBIXA 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA, 56 comprimidos",Medicamento Etica,"EUROMED PHARMA SPAIN, S.L.",BAJA POR NO COMERCIALIZAR,NORMAL,MEMANTINA HIDROCLORURO,144.2,MEMANTINA 20 MG 56 COMPRIMIDOS,SI,NO,NO,NO
"OMEPRAZOL STADA 20 mg CAPSULAS DURAS GASTRORRESISTENTES EFG,56 capsulas (frasco)",Medicamento Generico,"STADA, S.L",ALTA,NORMAL,OMEPRAZOL,4.15,OMEPRAZOL 20 MG 56 CAPSULAS ENTERICAS/GASTRORRESISTENTES,NO,NO,NO,NO
"AMLODIPINO/VALSARTAN AUROVITAS 5 MG/160 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",Medicamento Generico,"AUROVITAS SPAIN, S.A.U",ALTA,NORMAL,"VALSARTAN,AMLODIPINO BESILATO",13.27,VALSARTAN / AMLODIPINO 160MG/5MG 28 COMPRIMIDOS,NO,NO,NO,NO
"AMLODIPINO/VALSARTAN AUROVITAS 10 MG/160 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",Medicamento Generico,"AUROVITAS SPAIN, S.A.U",ALTA,NORMAL,"AMLODIPINO BESILATO,VALSARTAN",13.27,VALSARTAN / AMLODIPINO 160MG/10MG 28 COMPRIMIDOS,NO,NO,NO,NO
"ROSUVASTATINA ALMUS 5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos (Blister PVC/PVDC-Al)",Medicamento Generico,"ALMUS FARMACEUTICA, S.A.U.",ALTA,NORMAL,ROSUVASTATINA  CALCICA,4.93,ROSUVASTATINA 5 MG 28 COMPRIMIDOS,NO,SI,NO,NO
"ROSUVASTATINA ALMUS 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos (Blister PVC/PVDC-Al)",Medicamento Generico,"ALMUS FARMACEUTICA, S.A.U.",ALTA,NORMAL,ROSUVASTATINA  CALCICA,9.85,ROSUVASTATINA 10 MG 28 COMPRIMIDOS,NO,SI,NO,NO
ATARAX 25MG 25 COMPRIMIDOS,Medicamento Etica,UCB PHARMA S.A.,ALTA,NORMAL,HIDROXIZINA DIHIDROCLORURO,1.81,HIDROXIZINA 25 MG 25 COMPRIMIDOS,NO,NO,NO,NO
"ROSUVASTATINA ALMUS 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos (Blister PVC/PVDC-Al)",Medicamento Generico,"ALMUS FARMACEUTICA, S.A.U.",ALTA,NORMAL,ROSUVASTATINA  CALCICA,19.72,ROSUVASTATINA 20 MG 28 COMPRIMIDOS,NO,SI,NO,NO
"LANSOPRAZOL FLAS STADA GENERICOS 30 MG COMPRIMIDOS BUCODISPERSABLES EFG, 28 comprimidos",Medicamento Generico,"STADA GENERICOS, S.L",ALTA,NORMAL,LANSOPRAZOL,15.92,LANSOPRAZOL 30 MG 28 COMPRIMIDOS BUCODISPERSABLES/LIOTABS,NO,NO,NO,NO
SEROQUEL 300MG 60 COMPRIMIDOS RECUBIERTOS PELIC,Medicamento Etica,"ASTRAZENECA FARMACEUTICA SPAIN, S.A",ALTA,ESPECIAL,QUETIAPINA FUMARATO,97.22,QUETIAPINA 300 MG 60 COMPRIMIDOS,NO,NO,NO,NO
"EZETIMIBA/SIMVASTATINA SUN 10 MG/20 MG COMPRIMIDOS EFG, 28 comprimidos",Medicamento Generico,"SUN PHARMA LABORATORIOS, S.L",ALTA,NORMAL,"SIMVASTATINA,EZETIMIBA",32.72,SIMVASTATINA/EZETIMIBA 20MG/10MG 28 COMPRIMIDOS,NO,NO,NO,NO
"EZETIMIBA/SIMVASTATINA SUN 10 MG/40 MG COMPRIMIDOS EFG, 28 comprimidos",Medicamento Generico,"SUN PHARMA LABORATORIOS, S.L",ALTA,NORMAL,"EZETIMIBA,SIMVASTATINA",32.72,SIMVASTATINA/EZETIMIBA 40MG/10MG 28 COMPRIMIDOS,NO,NO,NO,NO
"DONEPEZILO AUROVITAS 5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",Medicamento Generico,"AUROVITAS SPAIN, S.A.U",ALTA,NORMAL,DONEPEZILO HIDROCLORURO,32.58,DONEPEZILO 5 MG 28 COMPRIMIDOS,SI,NO,NO,NO
"DONEPEZILO AUROVITAS 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",Medicamento Generico,"AUROVITAS SPAIN, S.A.U",ALTA,NORMAL,DONEPEZILO HIDROCLORURO,65.16,DONEPEZILO 10 MG 28 COMPRIMIDOS,SI,NO,NO,NO
"ZONISAMIDA CHANELLE MEDICAL 50 MG CAPSULAS DURAS EFG, 28 capsulas (Blister PVC/PVDC/Al)",Medicamento Generico,ASOLGEN PHARMA S.L.,BAJA GENERAL,ESPECIAL,ZONISAMIDA,19.4,ZONISAMIDA 50MG 28 CAPSULAS,NO,NO,NO,NO
"ZONISAMIDA CHANELLE MEDICAL 100 MG CAPSULAS DURAS EFG, 56 capsulas (Blister PVC/PVDC/Al)",Medicamento Generico,ASOLGEN PHARMA S.L.,BAJA GENERAL,ESPECIAL,ZONISAMIDA,77.59,ZONISAMIDA 100MG 56 CAPSULAS,NO,NO,NO,NO
"ETORICOXIB VISO FARMACEUTICA 30 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",Medicamento Generico,"VISO FARMACEUTICA, S.L.",ALTA,NORMAL,ETORICOXIB,5.37,ETORICOXIB 30 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"ETORICOXIB VISO FARMACEUTICA 60 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",Medicamento Generico,"VISO FARMACEUTICA, S.L.",ALTA,NORMAL,ETORICOXIB,10.74,ETORICOXIB 60 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"ETORICOXIB VISO FARMACEUTICA 90 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos",Medicamento Generico,"VISO FARMACEUTICA, S.L.",ALTA,NORMAL,ETORICOXIB,16.11,ETORICOXIB 90 MG 28 COMPRIMIDOS,NO,NO,NO,NO
"ETORICOXIB VISO FARMACEUTICA 120 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 7 comprimidos",Medicamento Generico,"VISO FARMACEUTICA, S.L.",BAJA POR NO COMERCIALIZAR,NORMAL,ETORICOXIB,5.37,ETORICOXIB 120 MG 7 COMPRIMIDOS,NO,NO,NO,NO
"VENLAFAXINA RETARD AUROVITAS 75 MG CAPSULAS DE LIBERACION PROLONGADA EFG, 30 capsulas",Medicamento Generico,"AUROVITAS SPAIN, S.A.U",ALTA,ESPECIAL,VENLAFAXINA  HIDROCLORURO,9.59,VENLAFAXINA 75 MG 30 CAPSULAS LIBERACION MODIFICADA,NO,NO,NO,NO
LOVASTATINA NORMON 20MG 28 COMPRIMIDOS EFG,Medicamento Generico,NORMON S.A.,ALTA,NORMAL,LOVASTATINA,2.5,LOVASTATINA 20 MG 28 COMPRIMIDOS,NO,SI,NO,NO
"VENLAFAXINA RETARD AUROVITAS 150 MG CAPSULAS DURAS DE LIBERACION PROLONGADA EFG, 30 capsulas",Medicamento Generico,"AUROVITAS SPAIN, S.A.U",ALTA,ESPECIAL,VENLAFAXINA  HIDROCLORURO,19.15,VENLAFAXINA 150 MG 30 CAPSULAS LIBERACION MODIFICADA,NO,NO,NO,NO
"MICARDIS 80 MG COMPRIMIDOS, 28 comprimidos",Medicamento Etica,"DIFARMED, S.L.U",ALTA,ESPECIAL,TELMISARTAN,19.97,TELMISARTAN 80 MG 28 COMPRIMIDOS,NO,NO,NO,NO
SEVELAMERO ARISTO 800 MG COMPRIMIDOS RECUBIERTOS CON PELICULA 180 comprimidos,Medicamento Etica,"ARISTO PHARMA IBERIA, S.L.",BAJA POR NO COMERCIALIZAR,ESPECIAL,SEVELAMERO CARBONATO,145.71,SEVELAMERO 800 MG 180 COMPRIMIDOS,NO,NO,NO,NO
LOVASTATINA NORMON 40MG 28 COMPRIMIDOS EFG,Medicamento Generico,NORMON S.A.,ALTA,NORMAL,LOVASTATINA,3.92,LOVASTATINA 40 MG 28 COMPRIMIDOS,NO,SI,NO,NO
