SERVICIO,DESCRIPCION,PIEZAS SOLICITADAS
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,NOREPINEFRINA,3
URGENCIAS,AMIODARONA,3
PEDIATRIA CLINICA,CLORANFENICOL,1
PEDIATRIA CLINICA,FUROSEMIDA,3
AREA DE CHOQUE,SERTRALINA,10
AREA DE CHOQUE,LEVOTIROXINA,3
TERAPIA INTENSIVA PEDIATRICA,FITOMENADIONA,1
URGENCIAS,MILRINONA,2
URGENCIAS,RISPERIDONA,2
UROLOGIA (CONSULTA),ONDANSETRON,10
OFTALMOLOGIA (HOSPITALIZACION),METILPREDNISOLONA,10
CLINICA DE CATETERES,ATROPINA,3
ORTOPEDIA,LIDOCAINA,5
QUIROFANOS,HEPARINA,2
MEDICINA INTERNA,CAPTOPRIL,10
URGENCIAS,METILPREDNISOLONA,5
AREA DE CHOQUE,LEVOSIMENDAN,2
AREA DE CHOQUE,FOLICO,0
AREA DE CHOQUE,CIPROFLOXACINO,0
MEDICINA INTERNA,CEFTRIAXONA,3
TERAPIA INTENSIVA,ACETILCISTEINA,17
GINECO OBSTETRICIA,VANCOMICINA,1
CIRUGIA GENERAL,BICARBONATO,4
TERAPIA INTENSIVA,DICLOFENACO,3
GASTROENTEROLOGIA,EPINEFRINA,50
GASTROENTEROLOGIA,METOCLOPRAMIDA,30
GASTROENTEROLOGIA,PROPOFOL,10
GINECO OBSTETRICIA,ADENOSINA,2
GINECO OBSTETRICIA,AMIODARONA,3
ANESTESIOLOGIA,ASCORBICO,10
ANESTESIOLOGIA,OMEPRAZOL,20
CIRUGIA PLASTICA Y RECONSTRUCTIVA,PREGABALINA,10
CIRUGIA PLASTICA Y RECONSTRUCTIVA,METAMIZOL,10
QUIROFANOS,ASCORBICO,10
TERAPIA INTENSIVA,HALOPERIDOL,5
TERAPIA INTENSIVA,FOSFATO,5
URGENCIAS,BUMETANIDA,6
CIRUGIA GENERAL,CEFUROXIMA,1
CIRUGIA GENERAL,FLUCONAZOL,12
TERAPIA INTENSIVA,FOSFOMICINA,4
TERAPIA INTENSIVA,DICLOFENACO,2
DISPENSADOR 2 URGENCIAS,BICARBONATO,48
PEDIATRIA CLINICA,CIPROFLOXACINO,1
URGENCIAS,ESMOLOL,0
ORTOPEDIA,ACENOCUMAROL,10
AREA DE CHOQUE,HEPARINA,4
TERAPIA INTENSIVA,NOREPINEFRINA,4
TERAPIA INTENSIVA,HALOPERIDOL,2
URGENCIAS,GLUCONATO,3
TERAPIA INTENSIVA,CEFTAROLINA,1
MEDICINA INTERNA,ETAMBUTOL,0
MEDICINA INTERNA,GLUCOSA,7
ANESTESIOLOGIA,KETOROLACO,80
NEONATOLOGIA,CAFEINA,30
AREA DE CHOQUE,LEVOFLOXACINA,1
TERAPIA INTENSIVA,CLOPIDOGREL,1
TERAPIA INTENSIVA,CEFTAROLINA,3
TERAPIA INTENSIVA,HIDROCORTISONA,5
TERAPIA INTENSIVA,SULFATO,9
CIRUGIA PLASTICA Y RECONSTRUCTIVA,NAPROXENO,4
CIRUGIA GENERAL,FLUCONAZOL,16
MEDICINA INTERNA,ISONIAZIDA,0
MEDICINA INTERNA,LOPERAMIDA,10
TERAPIA INTENSIVA PEDIATRICA,DEXAMETASONA,5
CIRUGIA PLASTICA Y RECONSTRUCTIVA,METRONIDAZOL,1
TERAPIA INTENSIVA,HALOPERIDOL,4
ORTOPEDIA,CEFUROXIMA,2
MEDICINA INTERNA,FUROSEMIDA,12
CIRUGIA GENERAL,FOSFOMICINA,12
MEDICINA INTERNA,SERO,8
MEDICINA INTERNA,INSULINA,4
MEDICINA INTERNA,INSULINA,0
MEDICINA INTERNA,LIDOCAINA,4
CIRUGIA GENERAL,VASOPRESINA,4
TERAPIA INTENSIVA PEDIATRICA,ONDANSETRON,10
TERAPIA INTENSIVA PEDIATRICA,GLUCOSA,15
TERAPIA INTENSIVA PEDIATRICA,OMEPRAZOL,5
URGENCIAS,KETOROLACO,30
URGENCIAS,PRAZOSINA,10
CIRUGIA GENERAL,BICARBONATO,3
CIRUGIA GENERAL,DICLOFENACO,2
AREA DE CHOQUE,AMINOFILINA,2
TERAPIA INTENSIVA,BICARBONATO,50
CIRUGIA GENERAL,SERO,1
QUIROFANOS,NITROGLICERINA,1
AREA DE CHOQUE,AMIODARONA,10
AREA DE CHOQUE,GLUCONATO,15
AREA DE CHOQUE,BICARBONATO,100
NEONATOLOGIA,GENTAMICINA,1
URGENCIAS,AMIODARONA,2
CIRUGIA GENERAL,ESPIRONOLACTONA,1
CIRUGIA GENERAL,SERO,8
CIRUGIA GENERAL,FLUCONAZOL,8
MEDICINA INTERNA,CLARITROMICINA,0
TERAPIA INTENSIVA,FOSFOMICINA,6
CIRUGIA GENERAL,FOSFOMICINA,18
MEDICINA INTERNA,DESMOPRESINA,2
CIRUGIA PLASTICA Y RECONSTRUCTIVA,PARACETAMOL,18
TERAPIA INTENSIVA,ASCORBICO,12
TERAPIA INTENSIVA,CLORURO,22
TERAPIA INTENSIVA,DIGOXINA,6
TERAPIA INTENSIVA,MULTIVITAMINICO,12
CIRUGIA GENERAL,ESPIRONOLACTONA,5
CIRUGIA GENERAL,METOCLOPRAMIDA,5
CIRUGIA GENERAL,LACTULOSA,1
CIRUGIA GENERAL,METAMIZOL,5
TERAPIA INTENSIVA PEDIATRICA,METAMIZOL,10
TERAPIA INTENSIVA PEDIATRICA,METOCLOPRAMIDA,10
NEONATOLOGIA,METOCLOPRAMIDA,5
TERAPIA INTENSIVA PEDIATRICA,CLORURO,10
NEONATOLOGIA,VECURONIO,1
TERAPIA INTENSIVA,FOSFATO,6
TERAPIA INTENSIVA,FOSFOMICINA,2
TERAPIA INTENSIVA PEDIATRICA,CIPROFLOXACINO,2
QUIROFANOS,CEFALOTINA,2
AREA DE CHOQUE,AMFOTERICINA,1
AREA DE CHOQUE,CLORFENAMINA,1
QUIROFANOS,ROPIVACAINA,5
URGENCIAS,CLORURO,3
ANESTESIOLOGIA,SUXAMETONIO,20
ANESTESIOLOGIA,OMEPRAZOL,40
ANESTESIOLOGIA,ROCURONIO,70
ANESTESIOLOGIA,SEVOFLURANO,0
ORTOPEDIA,ACETILCISTEINA,6
PEDIATRIA CLINICA,VALPROICO,6
PEDIATRIA CLINICA,METOCLOPRAMIDA,15
MEDICINA INTERNA,LOPERAMIDA,12
MEDICINA INTERNA,ENOXAPARINA,2
URGENCIAS,AMFOTERICINA,1
MEDICINA INTERNA,CLORURO,200
MEDICINA INTERNA,SULFATO,200
PEDIATRIA CLINICA,CLORFENAMINA,15
PEDIATRIA CLINICA,METAMIZOL,20
PEDIATRIA CLINICA,GLUCOSA,20
URGENCIAS,ITRACONAZOL,6
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,FOSFATO,14
UNIDAD TOCOQUIRURGICA,OMEPRAZOL,3
INFECTOLOGIA,VANCOMICINA,4
TERAPIA INTENSIVA,CEFTAROLINA,2
AREA DE CHOQUE,METFORMINA,2
URGENCIAS,BUTILHIOSCINA,30
URGENCIAS,KETOPROPOFENO,10
URGENCIAS,ONDANSETRON,15
NEONATOLOGIA,ERITROPOYETINA,0
URGENCIAS,MULTIVITAMINAS,0
QUIROFANOS,AMIODARONA,8
QUIROFANOS,VASOPRESINA,4
QUIROFANOS,BICARBONATO,0
MEDICINA INTERNA,CLORFENAMINA,4
ORTOPEDIA,ACETILCISTEINA,14
QUIROFANOS,POLIMIXIMA/NEOMICINA,4
AREA DE CHOQUE,CEFTRIAXONA,6
QUIROFANOS,POLIMIXIMA/NEOMICINA,2
QUIROFANOS,CEFTRIAXONA,3
QUIROFANOS,CLINDAMICINA,0
ORTOPEDIA,IMIPENEM,4
ORTOPEDIA,TIGECICLINA,3
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,SULFATO,19
URGENCIAS,DILTIAZEM,10
URGENCIAS,ENOXAPARINA,8
MEDICINA INTERNA,CLORANFENICOL,0
AREA DE CHOQUE,FLUCONAZOL,1
MEDICINA INTERNA,BENCILPENICILINA,3
TERAPIA INTENSIVA,MEROPENEM,4
URGENCIAS,BENCILPENICILINA,3
MEDICINA INTERNA,ACENOCUMAROL,3
ANESTESIOLOGIA,ROPIVACAINA,20
ANESTESIOLOGIA,LIDOCAINA,15
CIRUGIA GENERAL,SULFATO,25
CIRUGIA GENERAL,ACETILSALICILICO,10
MEDICINA INTERNA,ONDANSETRON,10
MEDICINA INTERNA,GLUCOSA,5
AREA DE CHOQUE,SUCRALFATO,2
ORTOPEDIA,ONDANSETRON,0
ORTOPEDIA,CEFTRIAXONA,4
TERAPIA INTENSIVA,METAMIZOL,6
TERAPIA INTENSIVA,FOSFOMICINA,5
CIRUGIA PLASTICA Y RECONSTRUCTIVA,ACETAZOLAMIDA,10
ORTOPEDIA,TRIMETOPRIMA/SULFAMETOXAZOL,4
PEDIATRIA CLINICA,VALPROICO,0
TERAPIA INTENSIVA,PREGABALINA,3
URGENCIAS PEDIATRICAS,SALBUTAMOL,2
MEDICINA INTERNA,CLOPIDOGREL,2
URGENCIAS,OXITOCINA,20
QUIROFANOS,DIFENIDOL,3
QUIROFANOS,BICARBONATO,10
QUIROFANOS,TRAMADOL,15
QUIROFANOS,EPINEFRINA,20
UNIDAD TOCOQUIRURGICA,ROCURONIO,3
UNIDAD TOCOQUIRURGICA,FITOMENADIONA,5
URGENCIAS PEDIATRICAS,BENCILPENICILINA,2
AREA DE CHOQUE,ISONIACIDA,4
MEDICINA INTERNA,DEXAMETASONA,8
INFECTOLOGIA,VANCOMICINA,9
MEDICINA INTERNA,METOPROLOL,3
AREA DE CHOQUE,OMEPRAZOL,6
MEDICINA INTERNA,VASOPRESINA,6
URGENCIAS,METFORMINA,10
URGENCIAS GINECOBSTETRICAS,EPINEFRINA,5
URGENCIAS GINECOBSTETRICAS,NIFEDIPINO,20
URGENCIAS GINECOBSTETRICAS,BICARBONATO,20
URGENCIAS GINECOBSTETRICAS,GLUCONATO,30
UROLOGIA,NITROGLICERINA,1
AREA DE CHOQUE,ESPIRONOLACTONA,5
NEONATOLOGIA,CEFOTAXIMA,6
MEDICINA INTERNA,LOPERAMIDA,5
ORTOPEDIA,CLONIXINATO,20
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,HALOPERIDOL,15
FARMACIA INTRAHOSPITALARIA,PROPRANOLOL,1
AREA DE CHOQUE,AMIKACINA,1
AREA DE CHOQUE,DIFENIDOL,20
CIRUGIA GENERAL,ATORVASTATINA,6
CIRUGIA GENERAL,SUCRALFATO,6
AREA DE CHOQUE,BICARBONATO,30
ORTOPEDIA,CEFALOTINA,12
TERAPIA INTENSIVA,TRIMETOPRIMA/SULFAMETOXAZOL,3
TERAPIA INTENSIVA,GENTAMICINA,8
UROLOGIA,METOPROLOL,1
ORTOPEDIA,PAROXETINA,1
CIRUGIA GENERAL,TERLIPRESINA,4
MEDICINA INTERNA,ENOXAPARINA,1
TERAPIA INTENSIVA,TRIMETOPRIM/SULFAMETOXAZOL,3
MEDICINA INTERNA,BICARBONATO,9
MEDICINA INTERNA,LOPERAMIDA,15
MEDICINA INTERNA,GANCICLOVIR,4
CIRUGIA PLASTICA Y RECONSTRUCTIVA,BICARBONATO,33
AREA DE CHOQUE,AMIKACINA,3
GINECO OBSTETRICIA,AMIKACINA,1
AREA DE CHOQUE,FOLICO,2
TERAPIA INTENSIVA PEDIATRICA,FUROSEMIDA,10
AREA DE CHOQUE,VECURONIO,2
TERAPIA INTENSIVA PEDIATRICA,ATROPINA,2
TERAPIA INTENSIVA PEDIATRICA,DIAZEPAM,0
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,METOCLOPRAMIDA,17
CIRUGIA GENERAL,METAMIZOL,25
CIRUGIA GENERAL,TERLIPRESINA,8
SUBDIRECCION DE SERVICIOS AMBULATORIOS,TERLIPRESINA,6
URGENCIAS,BICARBONATO,10
MEDICINA INTERNA,ROCURONIO,6
CIRUGIA GENERAL,VECURONIO,3
CIRUGIA PLASTICA Y RECONSTRUCTIVA,PENTOXIFILINA,3
TERAPIA INTENSIVA,ACETILCISTEINA,0
CIRUGIA PLASTICA Y RECONSTRUCTIVA,ACETAZOLAMIDA,3
URGENCIAS,AMOXICILINA/CLAVULATO,3
UROLOGIA,BICARBONATO,25
UROLOGIA,FUROSEMIDA,3
UROLOGIA,ENOXAPARINA,2
AREA DE CHOQUE,PROPOFOL,10
MEDICINA INTERNA,FUROSEMIDA,0
MEDICINA INTERNA,VASOPRESINA,2
URGENCIAS,AMOXICILINA/CLAVULATO,9
AREA DE CHOQUE,BUMETANIDA,3
AREA DE CHOQUE,FOLICO,1
URGENCIAS GINECOBSTETRICAS,CLARITROMICINA,3
AREA DE CHOQUE,HIPROMELOSA,0
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,CLORFENAMINA,6
MEDICINA INTERNA,BICARBONATO,18
AREA DE CHOQUE,METIL,1
TERAPIA INTENSIVA PEDIATRICA,CLORANFENICOL,1
UROLOGIA,MEROPENEM,1
URGENCIAS,INDOMETACINA,4
UROLOGIA,HEPARINA,2
AREA DE CHOQUE,CLINDAMICINA,0
AREA DE CHOQUE,INDOMETACINA,4
AREA DE CHOQUE,BICARBONATO,2
MEDICINA INTERNA,RIFAMPICINA,0
ORTOPEDIA,IMIPENEM,1
URGENCIAS PEDIATRICAS,MISOPROSTOL,2
URGENCIAS PEDIATRICAS,METOCLOPRAMIDA,3
URGENCIAS,CEFTAZIDIMA/AVIBACTAM,0
ORTOPEDIA,IMIPENEM,3
ORTOPEDIA,LINEZOLID,1
CIRUGIA PLASTICA Y RECONSTRUCTIVA,TRIMETOPRIMA/SULFAMETOXAZOL,4
QUIROFANOS,CEFTRIAXONA,2
URGENCIAS,BUTILHIOSCINA,3
UROLOGIA,BUMETANIDA,6
UROLOGIA,NOREPINEFRINA,2
CIRUGIA PLASTICA Y RECONSTRUCTIVA,ENOXAPARINA,1
MEDICINA INTERNA,FLUCONAZOL,6
NEONATOLOGIA,TOBRAMICINA,1
UROLOGIA,GLUCONATO,3
UROLOGIA,ENOXAPARINA,1
UROLOGIA,HIDROCORTISONA,6
NEONATOLOGIA,AMPICILINA,2
MEDICINA INTERNA,PROPOFOL,10
CIRUGIA PLASTICA Y RECONSTRUCTIVA,NOREPINEFRINA,20
CIRUGIA GENERAL,ASCORBICO,17
UNIDAD TOCOQUIRURGICA,FOSFATO,5
CIRUGIA PLASTICA Y RECONSTRUCTIVA,VASOPRESINA,10
GINECO OBSTETRICIA,BUTILHIOSCINA,3
PEDIATRIA CLINICA,AMPICILINA,3
CIRUGIA GENERAL,TERLIPRESINA,12
URGENCIAS,AMIODARONA,7
URGENCIAS,DOBUTAMINA,1
URGENCIAS,FUROSEMIDA,8
AREA DE CHOQUE,METILPREDNISOLONA,3
QUIROFANOS,AMIODARONA,4
CIRUGIA GENERAL,BUTILHIOSCINA,25
CIRUGIA GENERAL,DEXAMETASONA,15
QUIROFANOS,OXIMETAZOLINA,1
QUIROFANOS,SERO,4
NEONATOLOGIA,LEVETIRACETAM,20
NEONATOLOGIA,AMBROXOL,18
NEONATOLOGIA,SULFADIAZINA,1
NEONATOLOGIA,METOCLOPRAMIDA,3
AREA DE CHOQUE,NIFEDIPINO,5
AREA DE CHOQUE,TRAMADOL,5
AREA DE CHOQUE,TRIMETOPRIM/SULFAMETOXAZOL,1
GINECO OBSTETRICIA,METOCLOPRAMIDA,1
MEDICINA INTERNA,ROCURONIO,8
CIRUGIA GENERAL,FENTANILO,18
URGENCIAS,ACICLOVIR,4
TERAPIA INTENSIVA,VANCOMICINA,5
MEDICINA INTERNA,KETOROLACO,2
PEDIATRIA CLINICA,TOBRAMICINA,1
CIRUGIA PLASTICA Y RECONSTRUCTIVA,CEFTRIAXONA,4
AREA DE CHOQUE,AMOXICILINA/CLAVULATO,0
URGENCIAS,AMIODARONA,18
CIRUGIA GENERAL,URSODEOXICOLICO,10
PEDIATRIA CLINICA,CLORURO,15
MEDICINA INTERNA,KETOROLACO,3
ORTOPEDIA,LINEZOLID,2
QUIROFANOS,CLINDAMICINA,2
AREA DE CHOQUE,AMOXICILINA/CLAVULATO,12
CIRUGIA GENERAL,PROPRANOLOL,10
QUIROFANOS,METAMIZOL,15
NEONATOLOGIA,SERO,10
NEONATOLOGIA,LORATADINA,0
ANESTESIOLOGIA,GLUCONATO,10
ANESTESIOLOGIA,AMINOFILINA,15
ANESTESIOLOGIA,VASOPRESINA,20
ANESTESIOLOGIA,ROPIVACAINA,10
ANESTESIOLOGIA,AMIODARONA,15
ANESTESIOLOGIA,NOREPINEFRINA,4
ANESTESIOLOGIA,ONDANSETRON,10
ANESTESIOLOGIA,SALBUTAMOL,10
ANESTESIOLOGIA,OMEPRAZOL,10
CIRUGIA PLASTICA Y RECONSTRUCTIVA,IMIPENEM,4
ANESTESIOLOGIA,OMEPRAZOL,0
AREA DE CHOQUE,OXITOCINA,10
AREA DE CHOQUE,MISOPROSTOL,10
MEDICINA INTERNA,GLUCONATO,4
CIRUGIA PLASTICA Y RECONSTRUCTIVA,GLUCOSA,2
INFECTOLOGIA,ACICLOVIR,14
TERAPIA INTENSIVA,OMEPRAZOL,0
CIRUGIA GENERAL,ENOXAPARINA,4
MEDICINA INTERNA,NITROFURANTOINA,3
CIRUGIA GENERAL,AMIKACINA,0
CIRUGIA GENERAL,LEVOFLOXACINA,2
CIRUGIA GENERAL,MEROPENEM,6
AREA DE CHOQUE,INSULINA,0
MEDICINA INTERNA,OCTREOTIDA,1
MEDICINA INTERNA,RIFAMPICINA,2
URGENCIAS,CEFTAZIDIMA,0
MEDICINA INTERNA,OMEPRAZOL,10
MEDICINA INTERNA,HIDROCORTISONA,15
UROLOGIA (CONSULTA),DOPAMINA,0
UROLOGIA (CONSULTA),GLUCONATO,3
GINECO OBSTETRICIA,ONDANSENTRON,1
AREA DE CHOQUE,ACETILSALICILICO,2
CIRUGIA GENERAL,INSULINA,0
AREA DE CHOQUE,SALBUTAMOL,0
MEDICINA INTERNA,ASCORBICO,3
CIRUGIA GENERAL,DOXICICLINA,4
CIRUGIA GENERAL,CEFTAZIDIMA,0
MEDICINA INTERNA,DEXMEDETOMIDINA,10
CIRUGIA GENERAL,TRAMADOL,30
CIRUGIA GENERAL,LACTATO,6
CIRUGIA GENERAL,VASOPRESINA,6
CIRUGIA GENERAL,METAMIZOL,20
CIRUGIA GENERAL,CLORURO,25
CIRUGIA GENERAL,ACETILSALICILICO,5
AREA DE CHOQUE,BECLOMETASONA,1
CIRUGIA PLASTICA Y RECONSTRUCTIVA,GLUCOSA,4
MEDICINA INTERNA,FOSFOMICINA,4
MEDICINA INTERNA,HIPROMELOSA,0
ORTOPEDIA,SERTRALINA,1
ORTOPEDIA,GABAPENTINA,10
CIRUGIA GENERAL,LEVOFLOXACINA,1
CIRUGIA GENERAL,CEFEPIME,2
CIRUGIA GENERAL,CEFOTAXIMA,3
MEDICINA INTERNA,FOSFOMICINA,6
TERAPIA INTENSIVA PEDIATRICA,METRONIDAZOL,4
TERAPIA INTENSIVA PEDIATRICA,CEFTRIAXONA,4
MEDICINA INTERNA,ERTAPENEM,0
MEDICINA INTERNA,FOSFOMICINA,16
MEDICINA INTERNA,BUTILHIOSCINA,10
MEDICINA INTERNA,CEFEPIME,5
TERAPIA INTENSIVA PEDIATRICA,CAPTOPRIL,10
GINECO OBSTETRICIA,OMEPRAZOL,0
ORTOPEDIA,IMIPENEM,8
CIRUGIA GENERAL,AMIKACINA,3
MEDICINA INTERNA,FOSFOMICINA,2
CIRUGIA GENERAL,SERO,6
AREA DE CHOQUE,ROCURONIO,30
CIRUGIA GENERAL,GLUCONATO,30
CIRUGIA GENERAL,ONDANSENTRON,15
AREA DE CHOQUE,TOPIRAMATO,0
CIRUGIA GENERAL,ENOXAPARINA,8
MEDICINA INTERNA,METAMIZOL,1
MEDICINA INTERNA,DIAZEPAM,6
AREA DE CHOQUE,BETAMETASONA,2
MEDICINA INTERNA,BENCILPENICILINA,1
MEDICINA INTERNA,LOPERAMIDA,0
MEDICINA INTERNA,FOSFOMICINA,24
URGENCIAS,BICARBONATO,40
TERAPIA INTENSIVA PEDIATRICA,METRONIDAZOL,5
TERAPIA INTENSIVA,ROCURONIO,16
MEDICINA INTERNA,FOSFOMICINA,0
ORTOPEDIA,TRIMETOPRIMA/SULFAMETOXAZOL,6
URGENCIAS,SULFATO,60
URGENCIAS,CLORURO,60
URGENCIAS,FOSFATO,40
MEDICINA INTERNA,FOSFOMICINA,11
CIRUGIA GENERAL,CEFTAZIDIMA,8
TERAPIA INTENSIVA,TIAMINA,2
CIRUGIA GENERAL,ENOXAPARINA,5
AREA DE CHOQUE,ENOXAPARINA,3
TERAPIA INTENSIVA,LIDOCAINA,2
TERAPIA INTENSIVA,LIDOCAINA/EPINEFRINA,2
TERAPIA INTENSIVA,VECURONIO,10
URGENCIAS,PARACETAMOL,22
URGENCIAS,ATORVASTATINA,30
URGENCIAS,CAPTOPRIL,30
CIRUGIA PLASTICA Y RECONSTRUCTIVA,PREGABALINA,1
CIRUGIA PLASTICA Y RECONSTRUCTIVA,IMIPENEM,8
MEDICINA INTERNA,BUTILHIOSCINA,3
MEDICINA INTERNA,ITRACONAZOL,7
CIRUGIA GENERAL,FUROSEMIDA,30
URGENCIAS,FUROSEMIDA,5
AREA DE CHOQUE,METIL,2
AREA DE CHOQUE,CLINDAMICINA,2
TERAPIA INTENSIVA,OMEPRAZOL,11
URGENCIAS,AMIKACINA,0
AREA DE CHOQUE,METAMIZOL,4
TERAPIA INTENSIVA,CLONAZEPAM,1
MEDICINA INTERNA,INMUNOGLOBULINA,11
PEDIATRIA CLINICA,DEXAMETASONA,8
PEDIATRIA CLINICA,KETOROLACO,9
URGENCIAS,TERLIPRESINA,14
MEDICINA INTERNA,ONDANSETRON,8
URGENCIAS,TERLIPRESINA,7
URGENCIAS,CLINDAMICINA,0
MEDICINA INTERNA,INMUNOGLOBULINA,2
OFTALMOLOGIA (HOSPITALIZACION),TETRACAINA,15
UNIDAD TOCOQUIRURGICA,SULFATO,5
AREA DE CHOQUE,SULFATO,0
TERAPIA INTENSIVA,PREDNISONA,5
ORTOPEDIA,INSULINA,1
ORTOPEDIA,AMIKACINA,0
URGENCIAS,INSULINA,0
AREA DE CHOQUE,ROCURONIO,15
NEONATOLOGIA,LOPERAMIDA,10
NEONATOLOGIA,CLONIXINATO,10
ANESTESIOLOGIA,CLORFENAMINA,15
URGENCIAS,LEVOTIROXINA,5
QUIROFANOS,HIDRALAZINA,1
TERAPIA INTENSIVA,DEXMEDETOMIDINA,15
MEDICINA INTERNA,INMUNOGLOBULINA,10
URGENCIAS,MISOPROSTOL,10
URGENCIAS,CLORANFENICOL,0
RADIOLOGIA E IMAGEN,DOPAMINA,0
RADIOLOGIA E IMAGEN,FUROSEMIDA,3
RADIOLOGIA E IMAGEN,NITROGLICERINA,1
RADIOLOGIA E IMAGEN,FENITOINA,2
RADIOLOGIA E IMAGEN,ESMOLOL,0
QUIROFANOS,CLORURO,6
NEONATOLOGIA,CAFEINA,10
CIRUGIA GENERAL,ISOSORBIDA,1
MEDICINA INTERNA,FOSFOMICINA,8
TERAPIA INTENSIVA PEDIATRICA,OMEPRAZOL,0
CIRUGIA GENERAL,BENCILPENICILINA,3
MEDICINA INTERNA,PROPOFOL,5
MEDICINA INTERNA,EPINEFRINA,10
CUIDADOS PALIATIVOS Y CLINICA DEL DOLOR,MORFINA,30
MEDICINA INTERNA,LOPERAMIDA,18
CIRUGIA GENERAL,FOSFOMICINA,4
CIRUGIA GENERAL,FOSFOMICINA,24
CIRUGIA GENERAL,ISOSORBIDA,3
CIRUGIA GENERAL,BENCILPENICILINA,2
TERAPIA INTENSIVA,PROPOFOL,1
CIRUGIA GENERAL,TIAMINA,10
AREA DE CHOQUE,CLARITROMICINA,20
MEDICINA INTERNA,VANCOMICINA,8
RADIOLOGIA E IMAGEN,DOPAMINA,1
TERAPIA INTENSIVA,ENOXAPARINA,4
AREA DE CHOQUE,HIDROXIDO,1
CIRUGIA GENERAL,FOSFATO,30
AREA DE CHOQUE,CLORURO,4
AREA DE CHOQUE,VASOPRESINA,10
MEDICINA INTERNA,SULFATO,0
UNIDAD TOCOQUIRURGICA,CAPTOPRIL,0
UNIDAD TOCOQUIRURGICA,PARACETAMOL,0
MEDICINA INTERNA,ISOSORBIDA,6
QUIROFANOS,FENITOINA,5
QUIROFANOS,OMEPRAZOL,0
QUIROFANOS,SERO,6
TERAPIA INTENSIVA,PARACETAMOL,10
TERAPIA INTENSIVA,SULFATO,0
TERAPIA INTENSIVA,METAMIZOL,5
TERAPIA INTENSIVA,PARACETAMOL,5
TERAPIA INTENSIVA,TRAMADOL,5
TERAPIA INTENSIVA,FUROSEMIDA,5
TERAPIA INTENSIVA,KETOROLACO,3
TERAPIA INTENSIVA,ONDANSETRON,3
URGENCIAS,VASOPRESINA,2
TERAPIA INTENSIVA,DEXMEDETOMIDINA,100
CIRUGIA PLASTICA Y RECONSTRUCTIVA,CEFOTAXIMA,3
AREA DE CHOQUE,PROPOFOL,6
ENDOSCOPIA,INDOMETACINA,15
ENDOSCOPIA,OMEPRAZOL,0
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,OMEPRAZOL,1
DISPENSADOR 3 TERAPIA INTENSIVA ADULTOS,SULFATO,7
TERAPIA INTENSIVA,NITROPRUSIATO,1
TERAPIA INTENSIVA PEDIATRICA,NIFEDIPINO,3
TERAPIA INTENSIVA PEDIATRICA,METAMIZOL,2
CIRUGIA GENERAL,METILPREDNISOLONA,5
CIRUGIA GENERAL,FOSFATO,10
NEONATOLOGIA,LORATADINA,1
AREA DE CHOQUE,DOPAMINA,0
UROLOGIA,EPINEFRINA,5
QUIROFANOS,SULFATO,0
QUIROFANOS,NOREPINEFRINA,20
MEDICINA INTERNA,NOREPINEFRINA,0
TERAPIA INTENSIVA,CLARITROMICINA,4
AREA DE CHOQUE,TRIMETOPRIMA/SULFAMETOXAZOL,3
AREA DE CHOQUE,METILPREDNISOLONA,4
INFECTOLOGIA,VANCOMICINA,3
URGENCIAS,FOLICO,2
URGENCIAS GINECOBSTETRICAS,CEFEPIME,3
URGENCIAS GINECOBSTETRICAS,CLARITROMICINA,2
MEDICINA INTERNA,DEXAMETASONA,0
ANESTESIOLOGIA,GLUCONATO,30
ANESTESIOLOGIA,KETOROLACO,40
ANESTESIOLOGIA,ROCURONIO,40
ORTOPEDIA,LIDOCAINA,1
QUIROFANOS,OMEPRAZOL,1
CIRUGIA GENERAL,HEPARINA,1
CIRUGIA GENERAL,FOSFOMICINA,8
TERAPIA INTENSIVA,CEFEPIME,3
URGENCIAS,METOTREXATE,4
URGENCIAS,FOLICO,1
TERAPIA INTENSIVA,MULTIVITAMINICO,20
URGENCIAS,METOTREXATE,6
AREA DE CHOQUE,DOPAMINA,2
CIRUGIA GENERAL,SENOSIDOS,16
CIRUGIA GENERAL,LOPERAMIDA,16
CIRUGIA GENERAL,DEXMEDETOMIDINA,0
CIRUGIA GENERAL,VASOPRESINA,8
CIRUGIA PLASTICA Y RECONSTRUCTIVA,PARACETAMOL,12
CIRUGIA GENERAL,MEROPENEM,5
AREA DE CHOQUE,TRAMADOL,12
AREA DE CHOQUE,NOREPINEFRINA,12
CIRUGIA GENERAL,DEXMEDETOMIDINA,10
AREA DE CHOQUE,ROCURONIO,24
URGENCIAS,GLUCOSA,25
AREA DE CHOQUE,CLINDAMICINA,6
AREA DE CHOQUE,CEFTRIAXONA,5
AREA DE CHOQUE,CLARITROMICINA,5
TERAPIA INTENSIVA,METOPROLOL,5
URGENCIAS,CEFUROXIMA,1
URGENCIAS GINECOBSTETRICAS,MISOPROSTOL,5
