DESCRIPCION PRINCIPIO ACTIVO,NOMBRE GENERICO,PRESENTACION,FABRICANTE,PRECIO MAXIMO DE VENTA TRANSACCION FINAL COMERCIAL
TERLIPRESINA,EVERPRESSIN,LIQUIDO/SOLIDO,EVER PHARMA,NO REGULADO
TETRABENAZINA,TETMODIS,SOLIDO,AXON,NO REGULADO
VALSARTAN,AMLODIPINO/VALSARTAN,SOLIDO,AMERICAN GENERICS,NO REGULADO
VALSARTAN,AMLODIPINO/VALSARTAN,SOLIDO,SANOFI AVENTIS,NO REGULADO
VALSARTAN,ALENCAL VALS,SOLIDO,CLOSTER PHARMA,NO REGULADO
VALSARTAN,VALSARTAN/AMLODIPINO,SOLIDO,TECNOQUIMICAS,NO REGULADO
VALSARTAN,AMPLIRON,SOLIDO,SCANDINAVIA PHARMA,NO REGULADO
VALSARTAN,DUOVAL,SOLIDO,SCANDINAVIA PHARMA,NO REGULADO
VALSARTAN,AMVAL,SOLIDO,LAFRANCOL,NO REGULADO
VALSARTAN,AMVALH,SOLIDO,SYNTHESIS,NO REGULADO
VALSARTAN,DUOVAL H,SOLIDO,SCANDINAVIA PHARMA,NO REGULADO
VALSARTAN,CARDIK 3,SOLIDO,LEGRAND,NO REGULADO
VINORELBINA,NAVELBINE,LIQUIDO/SOLIDO,PFMP,NO REGULADO
VINORELBINA,GELOVIN,LIQUIDO/SOLIDO,CIPLA,NO REGULADO
PEGFILGRASTIM,FULPHILA,LIQUIDO/SOLIDO,MYLAN,NO REGULADO
PEGFILGRASTIM,PEG-GRAFEEL,LIQUIDO/SOLIDO,DR REDDYS,NO REGULADO
PEGFILGRASTIM,GENFILGRAS PEG,LIQUIDO/SOLIDO,LAFRANCOL,NO REGULADO
PEGFILGRASTIM,NEULASTIM,LIQUIDO/SOLIDO,AMGEN,NO REGULADO
LOPINAVIR,KALETRA,SOLIDO,ABBOTT  / ABBVIE,NO REGULADO
LEVOSIMENDAN,DAXMEN,LIQUIDO/SOLIDO,XINETIX PHARMA,NO REGULADO
LEVOSIMENDAN,LEVOSIMENDAN,LIQUIDO/SOLIDO,FCV PHARMA,NO REGULADO
LEVOSIMENDAN,LEVOSIDAX,LIQUIDO/SOLIDO,ADVENTUM PHARMA,NO REGULADO
LEVOSIMENDAN,DAXIM,LIQUIDO/SOLIDO,ABBOTT  / ABBVIE,NO REGULADO
RIVAROXABAN,RIVAROXABAN,SOLIDO,SANOFI AVENTIS,NO REGULADO
RIVAROXABAN,VAROXRED,SOLIDO,DR REDDY,NO REGULADO
TOXINA,NEURONOX,LIQUIDO/SOLIDO,HUMAX,NO REGULADO
TOXINA,VISTABEL,LIQUIDO/SOLIDO,ALLERGAN,NO REGULADO
TOXINA,XEOMIN,LIQUIDO/SOLIDO,MERZ PHARMACEUTICALS,NO REGULADO
TOXINA,MAGNION,LIQUIDO/SOLIDO,SYNTHESIS,NO REGULADO
TOXINA,SIAX,LIQUIDO/SOLIDO,GLOBAL SKIN,NO REGULADO
TOXINA,BOTOX BTX-A,LIQUIDO/SOLIDO,ALLERGAN,NO REGULADO
VON,IMMUNATE,LIQUIDO/SOLIDO,BAXALTA,NO REGULADO
VON,VONCENTO,LIQUIDO/SOLIDO,CSL,NO REGULADO
VON,HAEMATE,LIQUIDO/SOLIDO,CSL,NO REGULADO
VON,FANHDI,LIQUIDO/SOLIDO,GRIFOLS,NO REGULADO
VON,DRIED FACTOR VIII FRACTION 500 UI + FACTOR DE VON WILLEBRAND 800 UI,LIQUIDO/SOLIDO,BPL,NO REGULADO
VON,DRIED,LIQUIDO/SOLIDO,BPL,NO REGULADO
VON,OPTIVATE,LIQUIDO/SOLIDO,BPL,NO REGULADO
VON,WILATE,LIQUIDO/SOLIDO,OCTAPHARMA,NO REGULADO
RITUXIMAB,RUXIENCE,LIQUIDO/SOLIDO,PFIZER,NO REGULADO
RITUXIMAB,MABALL,LIQUIDO/SOLIDO,HETERO,NO REGULADO
RITUXIMAB,IXIMAB,LIQUIDO/SOLIDO,LEGRAND,NO REGULADO
RITUXIMAB,ACELLBIA,LIQUIDO/SOLIDO,BIOTOSCANA,NO REGULADO
RITUXIMAB,RITOXEN,LIQUIDO/SOLIDO,EXELTIS,NO REGULADO
TRASTUZUMAB,TRAZIMERA,SOLIDO,PFIZER,NO REGULADO
TRASTUZUMAB,BISINTEX,SOLIDO,LAFRANCOL,NO REGULADO
TRASTUZUMAB,OGIVRI,SOLIDO,MYLAN,NO REGULADO
TRASTUZUMAB,HERCEPTIN,LIQUIDO,ROCHE,NO REGULADO
LENALIDOMIDA,LIZGRAM,SOLIDO,DR REDDY,NO REGULADO
LENALIDOMIDA,LENOSIDE,SOLIDO,CIPLA,NO REGULADO
LENALIDOMIDA,DOMIDE,SOLIDO,LEGRAND,NO REGULADO
LENALIDOMIDA,LADEVINA,SOLIDO,LKM,NO REGULADO
EVEROLIMUS,SUMIROL,SOLIDO,LEGRAND,NO REGULADO
EVEROLIMUS,AFINITOR,SOLIDO,NOVARTIS,NO REGULADO
OXIBUTININA,OXIBUTININA,SOLIDO,SALUSPHARMA,NO REGULADO
OXIBUTININA,SINORIN,SOLIDO,QUIRUPOS,NO REGULADO
OXIBUTININA,DELIFON,SOLIDO,BEST,NO REGULADO
OXIBUTININA,UROPRAN,SOLIDO,TECNOQUIMICAS,NO REGULADO
OXIBUTININA,MUTUM,SOLIDO,LABORATORIOS ELEA PHOENIX,NO REGULADO
VENLAFAXINA,NIZTEC,SOLIDO,SIEGFRIED,NO REGULADO
VENLAFAXINA,VENLAFAXINA,SOLIDO,TECNOQUIMICAS,NO REGULADO
VENLAFAXINA,VENOXOR,SOLIDO,CALIER,NO REGULADO
VENLAFAXINA,VENLAFAXINA,SOLIDO,LA SANTE,NO REGULADO
VENLAFAXINA,VENLAFAXINA,SOLIDO,SANDOZ,NO REGULADO
VENLAFAXINA,VENDEP XR,SOLIDO,PINT PHARMA,NO REGULADO
INMUNOGLOBULINA,BERIGLOBINA,LIQUIDO/SOLIDO,CSL,NO REGULADO
INMUNOGLOBULINA,BIOGLOBIN,LIQUIDO/SOLIDO,BIOTEST,NO REGULADO
INMUNOGLOBULINA,CUTAQUIG,LIQUIDO/SOLIDO,OCTAPHARMA,NO REGULADO
GEMCITABINA,GEMZAR,LIQUIDO/SOLIDO,ELI LILLY,NO REGULADO
GEMCITABINA,GEMCITABINA,LIQUIDO/SOLIDO,KEMEX,NO REGULADO
GEMCITABINA,VIRULIZIN,LIQUIDO/SOLIDO,AL PHARMA,NO REGULADO
GEMCITABINA,GEMCITABINA,LIQUIDO/SOLIDO,SANDOZ,NO REGULADO
GEMCITABINA,GESTREDOS,LIQUIDO/SOLIDO,LKM,NO REGULADO
GEMCITABINA,ONCOGEM,LIQUIDO/SOLIDO,CIPLA,NO REGULADO
GEMCITABINA,GEMCITABINA,LIQUIDO/SOLIDO,SEVEN PHARMA,NO REGULADO
GEMCITABINA,GEMCITABINA,LIQUIDO/SOLIDO,ROPSOHN,NO REGULADO
GEMCITABINA,GENUTEN,LIQUIDO/SOLIDO,SCANDINAVIA PHARMA,NO REGULADO
GEMCITABINA,GEMCIMIRA,LIQUIDO/SOLIDO,PFIZER,NO REGULADO
GEMCITABINA,GEMCITABINA,LIQUIDO/SOLIDO,PISA,NO REGULADO
GEMCITABINA,GEMTIN,LIQUIDO/SOLIDO,HETERO,NO REGULADO
GEMCITABINA,GEMCITABINA,LIQUIDO/SOLIDO,FRESENIUS,NO REGULADO
GEMCITABINA,GEMCITABINA,LIQUIDO/SOLIDO,BLAU,NO REGULADO
GEMCITABINA,GEMCISEVEN 200,LIQUIDO/SOLIDO,SEVEN PHARMA,NO REGULADO
GEMCITABINA,GEMCITABINA,LIQUIDO/SOLIDO,UNIPHARM,NO REGULADO
GEMCITABINA,GEMBINA,LIQUIDO/SOLIDO,CHALVER,NO REGULADO
GEMCITABINA,PAMIGEN,LIQUIDO/SOLIDO,FARMACEUTICA PARAGUAYA,NO REGULADO
GEMCITABINA,GEMCITABINA,LIQUIDO/SOLIDO,VENUS,NO REGULADO
GEMCITABINA,GEMCITABINE,LIQUIDO/SOLIDO,HEALTH NET,NO REGULADO
GEMCITABINA,GEMCITABINA,LIQUIDO/SOLIDO,HEALTH NET,NO REGULADO
GEMCITABINA,GENTABIM,LIQUIDO/SOLIDO,PROCAPS,NO REGULADO
GEMCITABINA,GEBITAN,LIQUIDO/SOLIDO,RICHMOND,NO REGULADO
GEMCITABINA,ONCOTABIN,LIQUIDO/SOLIDO,BIOTOSCANA,NO REGULADO
VORICONAZOL,VORICONAZOL,LIQUIDO/SOLIDO,SICMAFARMA,NO REGULADO
VORICONAZOL,VOSICAZ,LIQUIDO/SOLIDO,ASPIRO PHARMA,NO REGULADO
VORICONAZOL,OVICAZOL,LIQUIDO/SOLIDO,STEIN,NO REGULADO
VORICONAZOL,VORIOLE,LIQUIDO/SOLIDO,MSN LABORATORIES PRIVATE,NO REGULADO
VORICONAZOL,RICONRED,LIQUIDO/SOLIDO,DR REDDYS,NO REGULADO
VORICONAZOL,VORICOX,LIQUIDO/SOLIDO,LAFRANCOL,NO REGULADO
VORICONAZOL,NAXOLE,LIQUIDO/SOLIDO,XINETIX PHARMA,NO REGULADO
VORICONAZOL,VORICONAZOL,LIQUIDO/SOLIDO,FCV PHARMA,NO REGULADO
VORICONAZOL,NEUCLER,LIQUIDO/SOLIDO,PROCAPS,NO REGULADO
VORICONAZOL,VORICONAZOL,LIQUIDO/SOLIDO,BIOSPIFAR,NO REGULADO
VORICONAZOL,VORICONAZOL,LIQUIDO/SOLIDO,SETAA,NO REGULADO
VORICONAZOL,VFEND,LIQUIDO/SOLIDO,PFIZER,NO REGULADO
DOXORUBICINA,DOXORUBICINA,LIQUIDO/SOLIDO,FRESENIUS,NO REGULADO
DOXORUBICINA,LIPODOX-SUN,LIQUIDO/SOLIDO,SUN PHARMACEUTICAL,NO REGULADO
DOXORUBICINA,GRANA,LIQUIDO/SOLIDO,AL PHARMA,NO REGULADO
DOXORUBICINA,DOXORUBICINA,LIQUIDO/SOLIDO,AL PHARMA,NO REGULADO
DOXORUBICINA,DOXORUBICINA,LIQUIDO/SOLIDO,CIPLA,NO REGULADO
DOXORUBICINA,DOXORUBICINA,LIQUIDO/SOLIDO,BLAU,NO REGULADO
DOXORUBICINA,ZYTOKIL,LIQUIDO/SOLIDO,PISA,NO REGULADO
DOXORUBICINA,DOXORUBICINA,LIQUIDO/SOLIDO,UNIPHARM,NO REGULADO
DOXORUBICINA,DOBICINA,LIQUIDO/SOLIDO,BIOTOSCANA,NO REGULADO
IDARRUBICINA,ZAVEDOS,LIQUIDO/SOLIDO,PFIZER,NO REGULADO
IDARRUBICINA,IDARUBICINA,LIQUIDO/SOLIDO,BLAU,NO REGULADO
OXALIPLATINO,OXALISEVEN,LIQUIDO/SOLIDO,SEVEN PHARMA,NO REGULADO
OXALIPLATINO,OXALIPRO,LIQUIDO/SOLIDO,CIPLA,NO REGULADO
OXALIPLATINO,CRISAPLA,LIQUIDO/SOLIDO,LKM,NO REGULADO
OXALIPLATINO,HOXALIRA,LIQUIDO/SOLIDO,PFIZER,NO REGULADO
OXALIPLATINO,OXALIPLATINO,LIQUIDO/SOLIDO,FRESENIUS,NO REGULADO
OXALIPLATINO,OXALIPLATINO,LIQUIDO,FRESENIUS,NO REGULADO
OXALIPLATINO,OXALIPLATINO,LIQUIDO/SOLIDO,UNIPHARM,NO REGULADO
OXALIPLATINO,PISA,LIQUIDO/SOLIDO,PISA,NO REGULADO
OXALIPLATINO,OXPLAR,LIQUIDO/SOLIDO,CIPLA,NO REGULADO
OXALIPLATINO,OXALIPLATINO,LIQUIDO/SOLIDO,BLAU,NO REGULADO
OXALIPLATINO,ELOXATIN,LIQUIDO/SOLIDO,SANOFI AVENTIS,NO REGULADO
ZOLEDRONICO,ZIMEDROPIM5MG/100ML,LIQUIDO/SOLIDO,ARIS,NO REGULADO
ZOLEDRONICO,AZOLEDRIN,LIQUIDO/SOLIDO,ARIS,NO REGULADO
ZOLEDRONICO, ZOLENDRONIC,LIQUIDO/SOLIDO,MYLAN,NO REGULADO
ZOLEDRONICO, ZOLEDRONICO,LIQUIDO/SOLIDO,SICMAFARMA,NO REGULADO
ZOLEDRONICO,MIZONIC,LIQUIDO/SOLIDO,ASPIRO PHARMA,NO REGULADO
ZOLEDRONICO,ZIDOTOR,LIQUIDO/SOLIDO,CIPLA,NO REGULADO
ZOLEDRONICO,ZOFIVE,LIQUIDO/SOLIDO,HB HUMAN BIOSCIENCE,NO REGULADO
ZOLEDRONICO,ACZOL,LIQUIDO/SOLIDO,PROCAPS,NO REGULADO
ZOLEDRONICO, ZOLEDRONICO,LIQUIDO/SOLIDO,PROCLIN,NO REGULADO
ZOLEDRONICO,ZONDRA,LIQUIDO/SOLIDO,LIOMONT,NO REGULADO
ZOLEDRONICO,ZOLSEVEDRON,LIQUIDO/SOLIDO,SEVEN PHARMA,NO REGULADO
ZOLEDRONICO,ZOCLAST,LIQUIDO/SOLIDO,PROCAPS,NO REGULADO
ZOLEDRONICO, ZOLEDRONICO,LIQUIDO/SOLIDO,COMERCIAL MEDICA,NO REGULADO
ZOLEDRONICO,ZOBONE,LIQUIDO/SOLIDO,SUN PHARMACEUTICAL,NO REGULADO
ZOLEDRONICO,ZOFREX,LIQUIDO/SOLIDO,UQUIFA,NO REGULADO
ZOLEDRONICO,CENOZOIC,LIQUIDO/SOLIDO,PISA,NO REGULADO
ZOLEDRONICO, ZOLEDRONICO,LIQUIDO/SOLIDO,BLAU,NO REGULADO
ZOLEDRONICO, ZOLEDRONICO,LIQUIDO/SOLIDO,UNIPHARM,NO REGULADO
ZOLEDRONICO, ZOLEDRONICO,LIQUIDO/SOLIDO,VENUS,NO REGULADO
ZOLEDRONICO,ZIDOLAMIN,LIQUIDO/SOLIDO,CHALVER,NO REGULADO
ZOLEDRONICO,ACLASTA,LIQUIDO/SOLIDO,NOVARTIS,NO REGULADO
ZOLEDRONICO,ZIDRONIC,LIQUIDO/SOLIDO,CHALVER,NO REGULADO
INMUNOGLOBULINA,BLAUIMUNO,LIQUIDO/SOLIDO,BLAU,NO REGULADO
INMUNOGLOBULINA,CLAIRYG,LIQUIDO/SOLIDO,LFB,NO REGULADO
INMUNOGLOBULINA,ENDOBULIN,LIQUIDO/SOLIDO,BAXTER,NO REGULADO
INMUNOGLOBULINA,FLEBOGAMMA,LIQUIDO/SOLIDO,GRIFOLS,NO REGULADO
INMUNOGLOBULINA,GAMIMUNE-N,LIQUIDO/SOLIDO,TALECRIS,NO REGULADO
INMUNOGLOBULINA,GAMMA-VENIN,LIQUIDO/SOLIDO,CSL,NO REGULADO
INMUNOGLOBULINA,GAMMA VENIN,LIQUIDO/SOLIDO,CSL,NO REGULADO
INMUNOGLOBULINA,GAMMARAAS,LIQUIDO/SOLIDO,RARE ANTIBODY ANTIGEN SUPPLY,NO REGULADO
INMUNOGLOBULINA,GAMMONATIV,LIQUIDO/SOLIDO,PHARMACIA INTER AMERICAN,NO REGULADO
ALPROSTADIL,ALPROSTADIL,LIQUIDO/SOLIDO,HUMAX,NO REGULADO
ALPROSTADIL,DALVEOL,LIQUIDO/SOLIDO,CLOSTER PHARMA,NO REGULADO
ALPROSTADIL,CARDIOBRON,LIQUIDO/SOLIDO,LABORATORIO INTERNACIONAL ARGENTINO,NO REGULADO
ALPROSTADIL,ALNOVADIL,LIQUIDO/SOLIDO,HUMAX,NO REGULADO
LEVONORGESTREL,JADELLE,LIQUIDO/SOLIDO,BAYER,NO REGULADO
LEVONORGESTREL,JAYDESS,SOLIDO,BAYER,NO REGULADO
DOCETAXEL,ONCODOCEL,LIQUIDO/SOLIDO,FARMACEUTICA PARAGUAYA,NO REGULADO
DOCETAXEL,DOCETAXEL,LIQUIDO/SOLIDO,DINAFARMA,NO REGULADO
DOCETAXEL,DOCETAXE,LIQUIDO/SOLIDO,DINAFARMA,NO REGULADO
DOCETAXEL,SOULAXIN,LIQUIDO/SOLIDO,PISA,NO REGULADO
DOCETAXEL,DOCETAXEL,LIQUIDO/SOLIDO,UNIPHARM,NO REGULADO
DOCETAXEL,DOCETAXEL,LIQUIDO/SOLIDO,FRESENIUS,NO REGULADO
DOCETAXEL,TAXESPIRA,LIQUIDO/SOLIDO,PFIZER,NO REGULADO
DOCETAXEL,DOCETAXEL,LIQUIDO/SOLIDO,ROPSOHN,NO REGULADO
DOCETAXEL,DOCETAXEL,LIQUIDO/SOLIDO,VENUS,NO REGULADO
DOCETAXEL,DOCETAXEL,LIQUIDO/SOLIDO,BLAU,NO REGULADO
DOCETAXEL,DOCETAXEL,LIQUIDO/SOLIDO,LIBRA,NO REGULADO
DOCETAXEL,ONCOTAXEL,LIQUIDO/SOLIDO,BIOTOSCANA,NO REGULADO
DOCETAXEL,TAXOTERE,LIQUIDO/SOLIDO,SANOFI AVENTIS,NO REGULADO
DIENOGEST,DADU,SOLIDO,SYNTHESIS,NO REGULADO
DIENOGEST,JEX,SOLIDO,SYNTHESIS,NO REGULADO
DIENOGEST,RUBI,SOLIDO,GADOR,NO REGULADO
DIENOGEST,BELLANEW,SOLIDO,LAFRANCOL,NO REGULADO
DIENOGEST,VELBIENNE,SOLIDO,EXELTIS,NO REGULADO
DIENOGEST,ABLDIEVAL,SOLIDO,ANDROMACO,NO REGULADO
CEFUROXIME,BINOXIM,SOLIDO,AUROBINDO,NO REGULADO
CEFUROXIME,CEFUROXIMA,SOLIDO,ALKEM,NO REGULADO
ESTRIOL,OVESTIN,SOLIDO,ASPEN,NO REGULADO
ESTRIOL,ESTEINE,SOLIDO,LAFRANCOL,NO REGULADO
EXENATIDA,BYETTA,LIQUIDO/SOLIDO,ASTRAZENECA,NO REGULADO
FENOFIBRATO, FENOFIBRICO,SOLIDO,MK,NO REGULADO
FENOFIBRATO,NORMOLIP  NF,SOLIDO,SYNTHESIS,NO REGULADO
FENOFIBRATO,TRILIPIX,SOLIDO,LAFRANCOL,NO REGULADO
METFORMINA,METGLITAL,SOLIDO,SILANES,NO REGULADO
METFORMINA,AMARYL M,SOLIDO,SANOFI AVENTIS,NO REGULADO
METFORMINA,ILET B,SOLIDO,MSN LABORATORIES PRIVATE,NO REGULADO
METFORMINA,METGLITAL LEX,SOLIDO,SILANES,NO REGULADO
METFORMINA,AMARYL M SR,SOLIDO,SANOFI AVENTIS,NO REGULADO
BOSENTAN,BOSENTAN,SOLIDO,SANOFI AVENTIS,NO REGULADO
BOSENTAN,FILIPIKA,SOLIDO,PISA,NO REGULADO
BOSENTAN,PUROSENTAN,SOLIDO,VANTAGE GLOBAL,NO REGULADO
BOSENTAN,PULMONELL,SOLIDO,THE LABS,NO REGULADO
BOSENTAN,BONTELIN,SOLIDO,PROCAPS,NO REGULADO
BOSENTAN,PAGLIX,SOLIDO,SCANDINAVIA PHARMA,NO REGULADO
BOSENTAN,BOLYSTON,SOLIDO,AMAREY NOVAMEDICAL,NO REGULADO
BOSENTAN,TENSIOPRIL,SOLIDO,CHALVER,NO REGULADO
BOSENTAN,BOSENTAN,SOLIDO,SANDOZ,NO REGULADO
BOSENTAN,MONOTAN,SOLIDO,NISSI,NO REGULADO
BOSENTAN,SAFEBO,SOLIDO,MSN LABORATORIES PRIVATE,NO REGULADO
BOSENTAN,BOSENTAS,SOLIDO,CIPLA,NO REGULADO
BOSENTAN,BOSENTAN,SOLIDO,CLINICOS Y HOSPITALARIOS DE COLOMBIA,NO REGULADO
BOSENTAN,TABOSEN,SOLIDO,XINETIX PHARMA,NO REGULADO
PACLITAXEL,TAXELA,LIQUIDO/SOLIDO,HETERO,NO REGULADO
PACLITAXEL,YUTAXAN,LIQUIDO/SOLIDO,AL PHARMA,NO REGULADO
PACLITAXEL,OFOXEL,LIQUIDO/SOLIDO,PISA,NO REGULADO
PACLITAXEL,TAXOCRIS,LIQUIDO/SOLIDO,LKM,NO REGULADO
PACLITAXEL,PAXIRA,LIQUIDO/SOLIDO,HOSPIRA,NO REGULADO
PACLITAXEL,PACLITAXEL,LIQUIDO/SOLIDO,ROPSOHN,NO REGULADO
PACLITAXEL,PACLITAXEL,LIQUIDO/SOLIDO,UNIPHARM,NO REGULADO
PACLITAXEL,PACLITAXEL,LIQUIDO/SOLIDO,VENUS,NO REGULADO
PACLITAXEL,PACLITAXEL,LIQUIDO/SOLIDO,MEDIMEX,NO REGULADO
PACLITAXEL,PACLITAXEL,LIQUIDO/SOLIDO,DINAFARMA,NO REGULADO
PACLITAXEL,PACLITAXEL,LIQUIDO/SOLIDO,FRESENIUS,NO REGULADO
PACLITAXEL,PACLITAXEL,LIQUIDO/SOLIDO,BLAU,NO REGULADO
PACLITAXEL,ALZENE,LIQUIDO/SOLIDO,TUTEUR,NO REGULADO
PACLITAXEL,PACLITAXEL,LIQUIDO/SOLIDO,LIBRA,NO REGULADO
PACLITAXEL,PAREXEL,LIQUIDO/SOLIDO,FARMACEUTICA PARAGUAYA,NO REGULADO
SALMETEROL,SIBET,SEMISOLIDO,GLENMARK,NO REGULADO
SALMETEROL,SIBET,LIQUIDO,GLENMARK,NO REGULADO
SALMETEROL,SEROHALE,LIQUIDO,CIPLA,NO REGULADO
SALMETEROL,FLUAMAR,LIQUIDO,BIOTOSCANA,NO REGULADO
SALMETEROL,PULMETERO,LIQUIDO,HETERO,NO REGULADO
SALMETEROL,SEROHALE 125 SYNCHROBREATHE SB,LIQUIDO,CIPLA,NO REGULADO
SALMETEROL,SEROHALE 250 SYNCHROBREATHE SB,LIQUIDO,CIPLA,NO REGULADO
SALMETEROL,SEROHALE CIPHALER,SOLIDO,CIPLA,NO REGULADO
SALMETEROL,SEROHALE CAPSUBRRISS 100,SOLIDO,CIPLA,NO REGULADO
SALMETEROL,SERECORFORTE DPI,SOLIDO,NOVAMED,NO REGULADO
SALMETEROL,SERECOR,SOLIDO,NOVAMED,NO REGULADO
SALMETEROL,ACTIONFLU,SOLIDO,EXELTIS,NO REGULADO
SALMETEROL,SHEROHALE,SOLIDO,CIPLA,NO REGULADO
SALMETEROL,SERECOR FORTE DPI,SOLIDO,NOVAMED,NO REGULADO
SALMETEROL,AIRFLUSAL FORSPIRO,SOLIDO,SANDOZ,NO REGULADO
FACTOR,AIMAFIX,LIQUIDO/SOLIDO,KEDRION,NO REGULADO
FACTOR,REFIXIA,LIQUIDO/SOLIDO,NOVO NORDISK,NO REGULADO
FACTOR,ALPHANINE,LIQUIDO/SOLIDO,GRIFOLS BIOLOGICALS,NO REGULADO
FACTOR,OCTANINE F,LIQUIDO/SOLIDO,OCTAPHARMA,NO REGULADO
FACTOR,OCTANINE,LIQUIDO/SOLIDO,OCTAPHARMA,NO REGULADO
FACTOR,ALPROLIX,LIQUIDO/SOLIDO,SANOFI AVENTIS,NO REGULADO
FACTOR,RIXUBIS,LIQUIDO/SOLIDO,BAXALTA,NO REGULADO
FACTOR,EMOCLOT,LIQUIDO/SOLIDO,KEDRION,NO REGULADO
FACTOR,KOATE,LIQUIDO/SOLIDO,GRIFOLS THERAPEUTICS,NO REGULADO
FACTOR,BERIATE,LIQUIDO/SOLIDO,CSL,NO REGULADO
FACTOR,HAEMOCTIN,LIQUIDO/SOLIDO,BIOTEST,NO REGULADO
FACTOR,GREEN,LIQUIDO/SOLIDO,GREEN CROSS,NO REGULADO
FACTOR,FACTANE,LIQUIDO/SOLIDO,LFB,NO REGULADO
FACTOR,OCTANATE,LIQUIDO/SOLIDO,OCTAPHARMA,NO REGULADO
FACTOR,KOGENATE,LIQUIDO/SOLIDO,BAYER,NO REGULADO
FACTOR,ELOCTATE,LIQUIDO/SOLIDO,SANOFI AVENTIS,NO REGULADO
FACTOR,KOVALTRY,LIQUIDO/SOLIDO,BAYER,NO REGULADO
FACTOR,ADYNOVATE,LIQUIDO/SOLIDO,BAXALTA,NO REGULADO
FACTOR,NUWIQ,LIQUIDO/SOLIDO,OCTAPHARMA,NO REGULADO
FACTOR,XYNTHA,LIQUIDO/SOLIDO,PFIZER,NO REGULADO
FACTOR,RECOMBINATE FACTOR ANTIHEMOFILICO,LIQUIDO/SOLIDO,BAXALTA,NO REGULADO
FACTOR,RECOMBINATE,LIQUIDO/SOLIDO,BAXALTA,NO REGULADO
FACTOR,ADVATE,LIQUIDO/SOLIDO,BAXALTA,NO REGULADO
AMLODIPINO,NATRIXAM,SOLIDO,LES LABORATOIRES SERVIER,NO REGULADO
ANFOTERICINA,AMFOTERICINA,LIQUIDO/SOLIDO,VITALIS,NO REGULADO
ANFOTERICINA,PHOSOME B,LIQUIDO/SOLIDO,CIPLA,NO REGULADO
ANTIGENOS,PREVENAR,LIQUIDO/SOLIDO,PFIZER,NO REGULADO
FOSFOMICINA,SOLUFOS,SOLIDO,PHARMALAB,NO REGULADO
LANSOPRAZOL,LANSOPEP,SOLIDO,PROCAPS,NO REGULADO
LANSOPRAZOL,LANPRAZ,SOLIDO,SCANDINAVIA PHARMA,NO REGULADO
LANSOPRAZOL,LOPRAL,SOLIDO,SCANDINAVIA PHARMA,NO REGULADO
LANSOPRAZOL,LANSOPRAZOL,SOLIDO,TECNOQUIMICAS,NO REGULADO
LANSOPRAZOL,DIZMOPRAZ,SOLIDO,BIOQUIFAR,NO REGULADO
LANSOPRAZOL,LANZOR,SOLIDO,NOVAMED,NO REGULADO
LANSOPRAZOL,MONOLITUM,SOLIDO,FAES FARMA,NO REGULADO
LANSOPRAZOL,LACOPEN,SOLIDO,PATMAR,NO REGULADO
LANSOPRAZOL,LANSOPRAZOL,SOLIDO,AMERICAN GENERICS,NO REGULADO
LANSOPRAZOL,LANSOPRAZOL,SOLIDO,COLMED,NO REGULADO
LANSOPRAZOL,REFLUYET,SOLIDO,PROCAPS,NO REGULADO
LANSOPRAZOL,LANSOPRAZOL,SOLIDO,LA SANTE,NO REGULADO
LANSOPRAZOL,UCEPRAZOL,SOLIDO,COOPIDROGAS,NO REGULADO
LANSOPRAZOL,LANSOPRAZOL,SOLIDO,GENFAR,NO REGULADO
OMEPRAZOL,NASIDEN,SOLIDO,MINTLAB,NO REGULADO
TRANDOLAPRIL,TARKA,SOLIDO,LAFRANCOL,NO REGULADO
VERAPAMILO,VERAPAMILO,SOLIDO,LEGRAND,NO REGULADO
VERAPAMILO,VERATAD,SOLIDO,SYNTHESIS,NO REGULADO
TERIPARATIDA,TERROSA,LIQUIDO/SOLIDO,GEDEON RICHTER,NO REGULADO
BEVACIZUMAB,ABXEDA,LIQUIDO/SOLIDO,LAFRANCOL,NO REGULADO
RITUXIMAB,TRUXIMA,LIQUIDO/SOLIDO,CELLTRION,NO REGULADO
DOXORUBICINA,SENFRENDA,LIQUIDO/SOLIDO,VEROS HEALTH,NO REGULADO
INTERFERON,BETAFERON,1B 0250MG/1U,INYECTABLE X 15,NO REGULADO
ABIRATERONA,ABIRAND,SOLIDO,MSN LABORATORIES PRIVATE,NO REGULADO
COLISTIMETATO,COLIJECT,LIQUIDO/SOLIDO,ASPIRO PHARMA,NO REGULADO
ENTECAVIR,ENTECAVIR,SOLIDO,FARMATECH,NO REGULADO
ANTICONCEPTIVO,EMERGYN,SOLIDO,PAULY,NO REGULADO
ANTICONCEPTIVO,SEGURET,SOLIDO,HEALTH AND LIVE,NO REGULADO
ANTICONCEPTIVO,POST 2D,SOLIDO,EXELTIS,NO REGULADO
ANTICONCEPTIVO,ONIVE,SOLIDO,PROFAMILIA,NO REGULADO
ANTICONCEPTIVO,POSTCOID,SOLIDO,GIMED,NO REGULADO
DIOSMIN,VENACUR,SOLIDO,BIOCHEM,NO REGULADO
PIRFENIDONA,ESBRIET,SOLIDO,ROCHE,NO REGULADO
HIALURONICO,HUMYLUB OFTENO,LIQUIDO,SOPHIA,NO REGULADO
